,series_id,FIPS,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1,id,Area_Type,area_text,display_level,selectable,sort_sequence,FIPS_code
1665,LAUCN330130000000003,CN3301300000000,3.472,3.2,2014M10,2014M10_3moAve,2014M10_3moAve,70,4.472,2013M07_3moAve,55,2974,F,"Merrimack County, NH",0,T,4634,CN3301300000000
1666,LAUCN330150000000003,CN3301500000000,4.004,3.8,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.004,2013M12_3moAve,60,2975,F,"Rockingham County, NH",0,T,4635,CN3301500000000
1667,LAUCN330170000000003,CN3301700000000,3.444,3.4,2014M10,2014M12_3moAve,2014M12_3moAve,72,4.444,2013M11_3moAve,59,2976,F,"Strafford County, NH",0,T,4636,CN3301700000000
1668,LAUCN330190000000003,CN3301900000000,3.188,3.1,2014M10,2015M05_3moAve,2015M05_3moAve,77,4.188,2013M06_3moAve,54,2977,F,"Sullivan County, NH",0,T,4637,CN3301900000000
1669,LAUCN340010000000003,CN3400100000000,6.332,9.1,,,0,-24108,7.332,,-24108,2978,F,"Atlantic County, NJ",0,T,4911,CN3400100000000
1670,LAUCN340030000000003,CN3400300000000,3.904,5.3,,,0,-24108,4.904,2014M12_3moAve,72,2979,F,"Bergen County, NJ",0,T,4912,CN3400300000000
1671,LAUCN340050000000003,CN3400500000000,4.352,5.9,,,0,-24108,5.352,,-24108,2980,F,"Burlington County, NJ",0,T,4913,CN3400500000000
1672,LAUCN340070000000003,CN3400700000000,5.34,7.0,,,0,-24108,6.34,,-24108,2981,F,"Camden County, NJ",0,T,4914,CN3400700000000
1673,LAUCN340090000000003,CN3400900000000,7.48,7.3,2009M08,,0,-24108,8.48,2009M07_3moAve,7,2982,F,"Cape May County, NJ",0,T,4915,CN3400900000000
1674,LAUCN340110000000003,CN3401100000000,7.176,9.3,,,0,-24108,8.176,,-24108,2983,F,"Cumberland County, NJ",0,T,4916,CN3401100000000
1675,LAUCN340130000000003,CN3401300000000,5.868,7.5,,,0,-24108,6.868,,-24108,2984,F,"Essex County, NJ",0,T,4917,CN3401300000000
1676,LAUCN340150000000003,CN3401500000000,4.792,6.6,,,0,-24108,5.792,,-24108,2985,F,"Gloucester County, NJ",0,T,4918,CN3401500000000
1677,LAUCN340170000000003,CN3401700000000,5.576,6.1,2015M06,,0,-24108,6.576,2014M06_3moAve,66,2986,F,"Hudson County, NJ",0,T,4919,CN3401700000000
1678,LAUCN340190000000003,CN3401900000000,3.252,4.6,,,0,-24108,4.252,2014M12_3moAve,72,2987,F,"Hunterdon County, NJ",0,T,4920,CN3401900000000
1679,LAUCN340210000000003,CN3402100000000,4.264,5.7,,,0,-24108,5.264,2014M12_3moAve,72,2988,F,"Mercer County, NJ",0,T,4921,CN3402100000000
1680,LAUCN340230000000003,CN3402300000000,4.352,5.8,,,0,-24108,5.352,2014M12_3moAve,72,2989,F,"Middlesex County, NJ",0,T,4922,CN3402300000000
1681,LAUCN340250000000003,CN3402500000000,4.224,5.6,,,0,-24108,5.224,,-24108,2990,F,"Monmouth County, NJ",0,T,4923,CN3402500000000
1682,LAUCN340270000000003,CN3402700000000,3.448,4.8,,,0,-24108,4.448,2014M12_3moAve,72,2991,F,"Morris County, NJ",0,T,4924,CN3402700000000
1683,LAUCN340290000000003,CN3402900000000,5.168,6.4,,,0,-24108,6.168,,-24108,2992,F,"Ocean County, NJ",0,T,4925,CN3402900000000
1684,LAUCN340310000000003,CN3403100000000,5.96,7.7,,,0,-24108,6.96,,-24108,2993,F,"Passaic County, NJ",0,T,4926,CN3403100000000
1685,LAUCN340330000000003,CN3403300000000,5.512,7.7,,,0,-24108,6.512,,-24108,2994,F,"Salem County, NJ",0,T,4927,CN3403300000000
1686,LAUCN340350000000003,CN3403500000000,3.524,5.0,,,0,-24108,4.524,,-24108,2995,F,"Somerset County, NJ",0,T,4928,CN3403500000000
1687,LAUCN340370000000003,CN3403700000000,4.408,5.7,,,0,-24108,5.408,2014M12_3moAve,72,2996,F,"Sussex County, NJ",0,T,4929,CN3403700000000
1688,LAUCN340390000000003,CN3403900000000,5.028,6.5,,,0,-24108,6.028,,-24108,2997,F,"Union County, NJ",0,T,4930,CN3403900000000
1689,LAUCN340410000000003,CN3404100000000,4.336,5.7,,,0,-24108,5.336,,-24108,2998,F,"Warren County, NJ",0,T,4931,CN3404100000000
1690,LAUCN350010000000003,CN3500100000000,3.948,6.4,,,0,-24108,4.948,,-24108,2999,F,"Bernalillo County, NM",0,T,5060,CN3500100000000
1691,LAUCN350030000000003,CN3500300000000,5.112,6.5,,,0,-24108,6.112,,-24108,3000,F,"Catron County, NM",0,T,5061,CN3500300000000
1692,LAUCN350050000000003,CN3500500000000,4.116,7.2,,,0,-24108,5.116,,-24108,3001,F,"Chaves County, NM",0,T,5062,CN3500500000000
1693,LAUCN350060000000003,CN3500600000000,4.412,8.8,,,0,-24108,5.412,,-24108,3002,F,"Cibola County, NM",0,T,5063,CN3500600000000
1694,LAUCN350070000000003,CN3500700000000,3.952,5.7,,,0,-24108,4.952,,-24108,3003,F,"Colfax County, NM",0,T,5064,CN3500700000000
1695,LAUCN350090000000003,CN3500900000000,2.988,5.3,,,0,-24108,3.988,,-24108,3004,F,"Curry County, NM",0,T,5065,CN3500900000000
1696,LAUCN350110000000003,CN3501100000000,3.98,5.8,2012M04,2012M05_3moAve,2012M05_3moAve,41,4.98,2009M06_3moAve,6,3005,F,"De Baca County, NM",0,T,5066,CN3501100000000
1697,LAUCN350130000000003,CN3501300000000,4.452,8.0,,,0,-24108,5.452,,-24108,3006,F,"Dona Ana County, NM",0,T,5067,CN3501300000000
1698,LAUCN350150000000003,CN3501500000000,3.0,5.3,,,0,-24108,4.0,2014M11_3moAve,71,3007,F,"Eddy County, NM",0,T,5068,CN3501500000000
1699,LAUCN350170000000003,CN3501700000000,4.368,7.1,,,0,-24108,5.368,,-24108,3008,F,"Grant County, NM",0,T,5069,CN3501700000000
1700,LAUCN350190000000003,CN3501900000000,5.984,7.3,,,0,-24108,6.984,2015M05_3moAve,77,3009,F,"Guadalupe County, NM",0,T,5070,CN3501900000000
1701,LAUCN350210000000003,CN3502100000000,2.908,8.8,,,0,-24108,3.908,2014M05_3moAve,65,3010,F,"Harding County, NM",0,T,5071,CN3502100000000
1702,LAUCN350230000000003,CN3502300000000,3.644,6.6,,,0,-24108,4.644,,-24108,3011,F,"Hidalgo County, NM",0,T,5072,CN3502300000000
1703,LAUCN350250000000003,CN3502500000000,2.652,6.3,,,0,-24108,3.652,,-24108,3012,F,"Lea County, NM",0,T,5073,CN3502500000000
1704,LAUCN350270000000003,CN3502700000000,3.304,5.8,,,0,-24108,4.304,,-24108,3013,F,"Lincoln County, NM",0,T,5074,CN3502700000000
1705,LAUCN350280000000003,CN3502800000000,2.568,4.4,,,0,-24108,3.568,2009M05_3moAve,5,3014,F,"Los Alamos County, NM",0,T,5075,CN3502800000000
1706,LAUCN350290000000003,CN3502900000000,11.2,15.1,,,0,-24108,12.2,,-24108,3015,F,"Luna County, NM",0,T,5076,CN3502900000000
1707,LAUCN350310000000003,CN3503100000000,5.064,11.3,,,0,-24108,6.064,,-24108,3016,F,"McKinley County, NM",0,T,5077,CN3503100000000
1708,LAUCN350330000000003,CN3503300000000,8.236,9.8,,,0,-24108,9.236,,-24108,3017,F,"Mora County, NM",0,T,5078,CN3503300000000
1709,LAUCN350350000000003,CN3503500000000,4.088,6.9,,,0,-24108,5.088,,-24108,3018,F,"Otero County, NM",0,T,5079,CN3503500000000
1710,LAUCN350370000000003,CN3503700000000,4.712,7.4,,,0,-24108,5.712,,-24108,3019,F,"Quay County, NM",0,T,5080,CN3503700000000
1711,LAUCN350390000000003,CN3503900000000,5.096,8.4,,,0,-24108,6.096,,-24108,3020,F,"Rio Arriba County, NM",0,T,5081,CN3503900000000
1712,LAUCN350410000000003,CN3504100000000,2.972,6.6,,,0,-24108,3.972,,-24108,3021,F,"Roosevelt County, NM",0,T,5082,CN3504100000000
1713,LAUCN350430000000003,CN3504300000000,4.728,7.4,,,0,-24108,5.728,,-24108,3022,F,"Sandoval County, NM",0,T,5083,CN3504300000000
1714,LAUCN350450000000003,CN3504500000000,3.64,7.9,,,0,-24108,4.64,,-24108,3023,F,"San Juan County, NM",0,T,5084,CN3504500000000
1715,LAUCN350470000000003,CN3504700000000,4.552,8.3,,,0,-24108,5.552,,-24108,3024,F,"San Miguel County, NM",0,T,5085,CN3504700000000
1716,LAUCN350490000000003,CN3504900000000,3.36,5.9,,,0,-24108,4.36,,-24108,3025,F,"Santa Fe County, NM",0,T,5086,CN3504900000000
1717,LAUCN350510000000003,CN3505100000000,3.788,9.0,,,0,-24108,4.788,,-24108,3026,F,"Sierra County, NM",0,T,5087,CN3505100000000
1718,LAUCN350530000000003,CN3505300000000,3.372,8.4,,,0,-24108,4.372,,-24108,3027,F,"Socorro County, NM",0,T,5088,CN3505300000000
1719,LAUCN350550000000003,CN3505500000000,5.156,9.6,,,0,-24108,6.156,,-24108,3028,F,"Taos County, NM",0,T,5089,CN3505500000000
1720,LAUCN350570000000003,CN3505700000000,5.064,9.6,,,0,-24108,6.064,,-24108,3029,F,"Torrance County, NM",0,T,5090,CN3505700000000
1721,LAUCN350590000000003,CN3505900000000,2.8,5.3,,,0,-24108,3.8,,-24108,3030,F,"Union County, NM",0,T,5091,CN3505900000000
1722,LAUCN350610000000003,CN3506100000000,4.488,8.0,,,0,-24108,5.488,,-24108,3031,F,"Valencia County, NM",0,T,5092,CN3506100000000
1723,LAUCN360010000000003,CN3600100000000,4.348,4.8,2014M12,2014M12_3moAve,2014M12_3moAve,72,5.348,2013M12_3moAve,60,3032,F,"Albany County, NY",0,T,5140,CN3600100000000
1724,LAUCN360030000000003,CN3600300000000,5.92,5.9,2014M05,2014M09_3moAve,2014M09_3moAve,69,6.92,2013M10_3moAve,58,3033,F,"Allegany County, NY",0,T,5141,CN3600300000000
1725,LAUCN360050000000003,CN3600500000000,7.172,7.7,,,0,-24108,8.172,2015M06_3moAve,78,3034,F,"Bronx County, NY",0,T,5142,CN3600500000000
1726,LAUCN360070000000003,CN3600700000000,4.984,6.1,,,0,-24108,5.984,2014M11_3moAve,71,3035,F,"Broome County, NY",0,T,5143,CN3600700000000
1727,LAUCN360090000000003,CN3600900000000,5.572,6.0,,,0,-24108,6.572,2014M08_3moAve,68,3036,F,"Cattaraugus County, NY",0,T,5144,CN3600900000000
1728,LAUCN360110000000003,CN3601100000000,4.984,5.3,2015M06,,0,-24108,5.984,2014M06_3moAve,66,3037,F,"Cayuga County, NY",0,T,5145,CN3601100000000
1729,LAUCN360130000000003,CN3601300000000,4.992,6.2,,,0,-24108,5.992,,-24108,3038,F,"Chautauqua County, NY",0,T,5146,CN3601300000000
1730,LAUCN360150000000003,CN3601500000000,5.048,6.1,,,0,-24108,6.048,2014M09_3moAve,69,3039,F,"Chemung County, NY",0,T,5147,CN3601500000000
1731,LAUCN360170000000003,CN3601700000000,5.616,5.2,2014M08,2014M09_3moAve,2014M09_3moAve,69,6.616,2013M09_3moAve,57,3040,F,"Chenango County, NY",0,T,5148,CN3601700000000
1732,LAUCN360190000000003,CN3601900000000,6.056,6.3,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.056,2014M05_3moAve,65,3041,F,"Clinton County, NY",0,T,5149,CN3601900000000
1733,LAUCN360210000000003,CN3602100000000,4.348,4.1,2014M08,2014M10_3moAve,2014M10_3moAve,70,5.348,2013M12_3moAve,60,3042,F,"Columbia County, NY",0,T,5150,CN3602100000000
1734,LAUCN360230000000003,CN3602300000000,5.752,5.9,2014M08,2014M10_3moAve,2014M10_3moAve,70,6.752,2014M05_3moAve,65,3043,F,"Cortland County, NY",0,T,5151,CN3602300000000
1735,LAUCN360250000000003,CN3602500000000,5.116,5.8,,,0,-24108,6.116,2014M09_3moAve,69,3044,F,"Delaware County, NY",0,T,5152,CN3602500000000
1736,LAUCN360270000000003,CN3602700000000,4.484,4.9,,,0,-24108,5.484,2014M05_3moAve,65,3045,F,"Dutchess County, NY",0,T,5153,CN3602700000000
1737,LAUCN360290000000003,CN3602900000000,5.18,5.7,,,0,-24108,6.18,2014M05_3moAve,65,3046,F,"Erie County, NY",0,T,5154,CN3602900000000
1738,LAUCN360310000000003,CN3603100000000,6.164,5.0,2014M07,2014M08_3moAve,2014M08_3moAve,68,7.164,2013M08_3moAve,56,3047,F,"Essex County, NY",0,T,5155,CN3603100000000
1739,LAUCN360330000000003,CN3603300000000,6.204,6.5,2014M10,,0,-24108,7.204,2014M06_3moAve,66,3048,F,"Franklin County, NY",0,T,5156,CN3603300000000
1740,LAUCN360350000000003,CN3603500000000,6.024,6.4,,,0,-24108,7.024,2014M10_3moAve,70,3049,F,"Fulton County, NY",0,T,5157,CN3603500000000
1741,LAUCN360370000000003,CN3603700000000,5.06,4.7,2014M05,2014M07_3moAve,2014M07_3moAve,67,6.06,2013M09_3moAve,57,3050,F,"Genesee County, NY",0,T,5158,CN3603700000000
1742,LAUCN360390000000003,CN3603900000000,5.3,5.6,,,0,-24108,6.3,2014M08_3moAve,68,3051,F,"Greene County, NY",0,T,5159,CN3603900000000
1743,LAUCN360410000000003,CN3604100000000,5.632,4.0,2009M06,2009M08_3moAve,2009M08_3moAve,8,6.632,2009M07_3moAve,7,3052,F,"Hamilton County, NY",0,T,5160,CN3604100000000
1744,LAUCN360430000000003,CN3604300000000,5.484,5.6,,,0,-24108,6.484,2014M06_3moAve,66,3053,F,"Herkimer County, NY",0,T,5161,CN3604300000000
1745,LAUCN360450000000003,CN3604500000000,6.132,6.2,2015M06,,0,-24108,7.132,2014M07_3moAve,67,3054,F,"Jefferson County, NY",0,T,5162,CN3604500000000
1746,LAUCN360470000000003,CN3604700000000,5.72,5.9,,,0,-24108,6.72,2015M05_3moAve,77,3055,F,"Kings County, NY",0,T,5163,CN3604700000000
1747,LAUCN360490000000003,CN3604900000000,6.02,6.1,2015M06,,0,-24108,7.02,2014M07_3moAve,67,3056,F,"Lewis County, NY",0,T,5164,CN3604900000000
1748,LAUCN360510000000003,CN3605100000000,5.404,5.3,2014M08,2014M09_3moAve,2014M09_3moAve,69,6.404,2013M10_3moAve,58,3057,F,"Livingston County, NY",0,T,5165,CN3605100000000
1749,LAUCN360530000000003,CN3605300000000,5.176,5.7,,,0,-24108,6.176,2014M06_3moAve,66,3058,F,"Madison County, NY",0,T,5166,CN3605300000000
1750,LAUCN360550000000003,CN3605500000000,4.912,5.5,,,0,-24108,5.912,2014M05_3moAve,65,3059,F,"Monroe County, NY",0,T,5167,CN3605500000000
1751,LAUCN360570000000003,CN3605700000000,6.428,6.8,2014M10,,0,-24108,7.428,2014M06_3moAve,66,3060,F,"Montgomery County, NY",0,T,5168,CN3605700000000
1752,LAUCN360590000000003,CN3605900000000,4.188,4.7,2014M12,,0,-24108,5.188,2013M12_3moAve,60,3061,F,"Nassau County, NY",0,T,5169,CN3605900000000
1753,LAUCN360610000000003,CN3606100000000,4.612,4.7,,,0,-24108,5.612,2014M11_3moAve,71,3062,F,"New York County, NY",0,T,5170,CN3606100000000
1754,LAUCN360630000000003,CN3606300000000,5.988,6.2,2014M10,2015M06_3moAve,2015M06_3moAve,78,6.988,2014M06_3moAve,66,3063,F,"Niagara County, NY",0,T,5171,CN3606300000000
1755,LAUCN360650000000003,CN3606500000000,4.808,5.4,,,0,-24108,5.808,2014M09_3moAve,69,3064,F,"Oneida County, NY",0,T,5172,CN3606500000000
1756,LAUCN360670000000003,CN3606700000000,4.604,5.3,,,0,-24108,5.604,2014M05_3moAve,65,3065,F,"Onondaga County, NY",0,T,5173,CN3606700000000
1757,LAUCN360690000000003,CN3606900000000,4.668,4.7,2014M08,2014M10_3moAve,2014M10_3moAve,70,5.668,2013M09_3moAve,57,3066,F,"Ontario County, NY",0,T,5174,CN3606900000000
1758,LAUCN360710000000003,CN3607100000000,4.812,5.1,2014M12,2015M05_3moAve,2015M05_3moAve,77,5.812,2014M05_3moAve,65,3067,F,"Orange County, NY",0,T,5175,CN3607100000000
1759,LAUCN360730000000003,CN3607300000000,6.344,6.7,2014M10,2015M06_3moAve,2015M06_3moAve,78,7.344,2014M06_3moAve,66,3068,F,"Orleans County, NY",0,T,5176,CN3607300000000
1760,LAUCN360750000000003,CN3607500000000,6.244,7.1,,,0,-24108,7.244,2014M10_3moAve,70,3069,F,"Oswego County, NY",0,T,5177,CN3607500000000
1761,LAUCN360770000000003,CN3607700000000,5.088,5.3,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.088,2013M10_3moAve,58,3070,F,"Otsego County, NY",0,T,5178,CN3607700000000
1762,LAUCN360790000000003,CN3607900000000,3.88,4.8,,,0,-24108,4.88,2014M05_3moAve,65,3071,F,"Putnam County, NY",0,T,5179,CN3607900000000
1763,LAUCN360810000000003,CN3608100000000,4.748,4.9,,,0,-24108,5.748,2014M12_3moAve,72,3072,F,"Queens County, NY",0,T,5180,CN3608100000000
1764,LAUCN360830000000003,CN3608300000000,4.696,5.0,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.696,2014M05_3moAve,65,3073,F,"Rensselaer County, NY",0,T,5181,CN3608300000000
1765,LAUCN360850000000003,CN3608500000000,4.816,5.9,,,0,-24108,5.816,,-24108,3074,F,"Richmond County, NY",0,T,5182,CN3608500000000
1766,LAUCN360870000000003,CN3608700000000,4.296,5.1,,,0,-24108,5.296,2014M05_3moAve,65,3075,F,"Rockland County, NY",0,T,5183,CN3608700000000
1767,LAUCN360890000000003,CN3608900000000,6.412,7.2,2014M10,,0,-24108,7.412,2014M09_3moAve,69,3076,F,"St. Lawrence County, NY",0,T,5184,CN3608900000000
1768,LAUCN360910000000003,CN3609100000000,4.096,4.3,,,0,-24108,5.096,2014M05_3moAve,65,3077,F,"Saratoga County, NY",0,T,5185,CN3609100000000
1769,LAUCN360930000000003,CN3609300000000,4.592,5.2,,,0,-24108,5.592,2014M05_3moAve,65,3078,F,"Schenectady County, NY",0,T,5186,CN3609300000000
1770,LAUCN360950000000003,CN3609500000000,6.288,5.7,2014M05,2014M08_3moAve,2014M08_3moAve,68,7.288,2013M09_3moAve,57,3079,F,"Schoharie County, NY",0,T,5187,CN3609500000000
1771,LAUCN360970000000003,CN3609700000000,5.396,6.1,,,0,-24108,6.396,2014M07_3moAve,67,3080,F,"Schuyler County, NY",0,T,5188,CN3609700000000
1772,LAUCN360990000000003,CN3609900000000,4.968,5.1,2014M10,2014M10_3moAve,2014M10_3moAve,70,5.968,2013M10_3moAve,58,3081,F,"Seneca County, NY",0,T,5189,CN3609900000000
1773,LAUCN361010000000003,CN3610100000000,5.66,6.4,,,0,-24108,6.66,2014M08_3moAve,68,3082,F,"Steuben County, NY",0,T,5190,CN3610100000000
1774,LAUCN361030000000003,CN3610300000000,4.408,5.1,,,0,-24108,5.408,2014M05_3moAve,65,3083,F,"Suffolk County, NY",0,T,5191,CN3610300000000
1775,LAUCN361050000000003,CN3610500000000,5.848,5.3,2014M08,2014M10_3moAve,2014M10_3moAve,70,6.848,2014M06_3moAve,66,3084,F,"Sullivan County, NY",0,T,5192,CN3610500000000
1776,LAUCN361070000000003,CN3610700000000,4.976,5.5,,,0,-24108,5.976,2014M06_3moAve,66,3085,F,"Tioga County, NY",0,T,5193,CN3610700000000
1777,LAUCN361090000000003,CN3610900000000,3.74,4.7,2014M04,,0,-24108,4.74,2013M11_3moAve,59,3086,F,"Tompkins County, NY",0,T,5194,CN3610900000000
1778,LAUCN361110000000003,CN3611100000000,4.876,5.3,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.876,2014M05_3moAve,65,3087,F,"Ulster County, NY",0,T,5195,CN3611100000000
1779,LAUCN361130000000003,CN3611300000000,5.048,4.8,2015M06,2015M07_3moAve,2015M07_3moAve,79,6.048,2014M07_3moAve,67,3088,F,"Warren County, NY",0,T,5196,CN3611300000000
1780,LAUCN361150000000003,CN3611500000000,4.72,4.7,2015M05,2015M07_3moAve,2015M07_3moAve,79,5.72,2014M07_3moAve,67,3089,F,"Washington County, NY",0,T,5197,CN3611500000000
1781,LAUCN361170000000003,CN3611700000000,5.264,5.1,2014M10,2015M07_3moAve,2015M07_3moAve,79,6.264,2014M06_3moAve,66,3090,F,"Wayne County, NY",0,T,5198,CN3611700000000
1782,LAUCN361190000000003,CN3611900000000,4.228,5.0,,,0,-24108,5.228,2014M05_3moAve,65,3091,F,"Westchester County, NY",0,T,5199,CN3611900000000
1783,LAUCN361210000000003,CN3612100000000,5.54,5.2,2014M08,2014M08_3moAve,2014M08_3moAve,68,6.54,2013M09_3moAve,57,3092,F,"Wyoming County, NY",0,T,5200,CN3612100000000
1784,LAUCN361230000000003,CN3612300000000,4.536,4.7,2014M10,,0,-24108,5.536,2014M06_3moAve,66,3093,F,"Yates County, NY",0,T,5201,CN3612300000000
1785,LAUCN370010000000003,CN3700100000000,5.684,5.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.684,2013M11_3moAve,59,3094,F,"Alamance County, NC",0,T,5353,CN3700100000000
1786,LAUCN370030000000003,CN3700300000000,6.052,5.6,2013M12,2014M04_3moAve,2014M04_3moAve,64,7.052,2013M11_3moAve,59,3095,F,"Alexander County, NC",0,T,5354,CN3700300000000
1787,LAUCN370050000000003,CN3700500000000,6.268,6.3,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.268,2013M11_3moAve,59,3096,F,"Alleghany County, NC",0,T,5355,CN3700500000000
1788,LAUCN370070000000003,CN3700700000000,8.028,7.1,2013M12,2014M01_3moAve,2014M01_3moAve,61,9.028,2013M10_3moAve,58,3097,F,"Anson County, NC",0,T,5356,CN3700700000000
1789,LAUCN370090000000003,CN3700900000000,5.828,6.5,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.828,2014M06_3moAve,66,3098,F,"Ashe County, NC",0,T,5357,CN3700900000000
1790,LAUCN370110000000003,CN3701100000000,5.172,5.8,2014M10,,0,-24108,6.172,2014M08_3moAve,68,3099,F,"Avery County, NC",0,T,5358,CN3701100000000
1791,LAUCN370130000000003,CN3701300000000,6.312,7.2,2014M10,2014M12_3moAve,2014M12_3moAve,72,7.312,2014M05_3moAve,65,3100,F,"Beaufort County, NC",0,T,5359,CN3701300000000
1792,LAUCN370150000000003,CN3701500000000,6.524,7.9,,,0,-24108,7.524,2014M10_3moAve,70,3101,F,"Bertie County, NC",0,T,5360,CN3701500000000
1793,LAUCN370170000000003,CN3701700000000,6.888,9.0,,,0,-24108,7.888,2014M12_3moAve,72,3102,F,"Bladen County, NC",0,T,5361,CN3701700000000
1794,LAUCN370190000000003,CN3701900000000,5.4,7.2,,,0,-24108,6.4,,-24108,3103,F,"Brunswick County, NC",0,T,5362,CN3701900000000
1795,LAUCN370210000000003,CN3702100000000,4.08,4.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.08,2013M11_3moAve,59,3104,F,"Buncombe County, NC",0,T,5363,CN3702100000000
1796,LAUCN370230000000003,CN3702300000000,6.972,6.3,2013M12,2014M01_3moAve,2014M01_3moAve,61,7.972,2013M10_3moAve,58,3105,F,"Burke County, NC",0,T,5364,CN3702300000000
1797,LAUCN370250000000003,CN3702500000000,5.016,5.7,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.016,2014M04_3moAve,64,3106,F,"Cabarrus County, NC",0,T,5365,CN3702500000000
1798,LAUCN370270000000003,CN3702700000000,7.364,6.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.364,2013M11_3moAve,59,3107,F,"Caldwell County, NC",0,T,5366,CN3702700000000
1799,LAUCN370290000000003,CN3702900000000,4.636,6.7,,,0,-24108,5.636,2014M11_3moAve,71,3108,F,"Camden County, NC",0,T,5367,CN3702900000000
1800,LAUCN370310000000003,CN3703100000000,4.656,5.9,,,0,-24108,5.656,2014M09_3moAve,69,3109,F,"Carteret County, NC",0,T,5368,CN3703100000000
1801,LAUCN370330000000003,CN3703300000000,7.288,7.1,2013M12,2014M04_3moAve,2014M04_3moAve,64,8.288,2013M10_3moAve,58,3110,F,"Caswell County, NC",0,T,5369,CN3703300000000
1802,LAUCN370350000000003,CN3703500000000,6.24,6.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.24,2013M12_3moAve,60,3111,F,"Catawba County, NC",0,T,5370,CN3703500000000
1803,LAUCN370370000000003,CN3703700000000,4.32,5.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.32,2013M12_3moAve,60,3112,F,"Chatham County, NC",0,T,5371,CN3703700000000
1804,LAUCN370390000000003,CN3703900000000,7.596,7.0,2014M03,2014M04_3moAve,2014M04_3moAve,64,8.596,2013M10_3moAve,58,3113,F,"Cherokee County, NC",0,T,5372,CN3703900000000
1805,LAUCN370410000000003,CN3704100000000,7.324,7.7,2014M09,2014M11_3moAve,2014M11_3moAve,71,8.324,2014M04_3moAve,64,3114,F,"Chowan County, NC",0,T,5373,CN3704100000000
1806,LAUCN370430000000003,CN3704300000000,5.16,6.5,,,0,-24108,6.16,2014M11_3moAve,71,3115,F,"Clay County, NC",0,T,5374,CN3704300000000
1807,LAUCN370450000000003,CN3704500000000,7.012,7.0,2014M04,2014M10_3moAve,2014M10_3moAve,70,8.012,2014M01_3moAve,61,3116,F,"Cleveland County, NC",0,T,5375,CN3704500000000
1808,LAUCN370470000000003,CN3704700000000,6.48,8.2,,,0,-24108,7.48,2014M11_3moAve,71,3117,F,"Columbus County, NC",0,T,5376,CN3704700000000
1809,LAUCN370490000000003,CN3704900000000,5.056,6.6,,,0,-24108,6.056,2014M12_3moAve,72,3118,F,"Craven County, NC",0,T,5377,CN3704900000000
1810,LAUCN370510000000003,CN3705100000000,5.68,8.2,,,0,-24108,6.68,,-24108,3119,F,"Cumberland County, NC",0,T,5378,CN3705100000000
1811,LAUCN370530000000003,CN3705300000000,3.732,5.6,,,0,-24108,4.732,,-24108,3120,F,"Currituck County, NC",0,T,5379,CN3705300000000
1812,LAUCN370550000000003,CN3705500000000,5.8,5.0,2014M07,2014M08_3moAve,2014M08_3moAve,68,6.8,2009M08_3moAve,8,3121,F,"Dare County, NC",0,T,5380,CN3705500000000
1813,LAUCN370570000000003,CN3705700000000,6.276,6.1,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.276,2013M12_3moAve,60,3122,F,"Davidson County, NC",0,T,5381,CN3705700000000
1814,LAUCN370590000000003,CN3705900000000,5.412,5.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.412,2013M12_3moAve,60,3123,F,"Davie County, NC",0,T,5382,CN3705900000000
1815,LAUCN370610000000003,CN3706100000000,5.08,6.3,,,0,-24108,6.08,2014M10_3moAve,70,3124,F,"Duplin County, NC",0,T,5383,CN3706100000000
1816,LAUCN370630000000003,CN3706300000000,4.236,5.6,2014M12,,0,-24108,5.236,2014M01_3moAve,61,3125,F,"Durham County, NC",0,T,5384,CN3706300000000
1817,LAUCN370650000000003,CN3706500000000,8.728,10.5,2014M12,,0,-24108,9.728,2014M10_3moAve,70,3126,F,"Edgecombe County, NC",0,T,5385,CN3706500000000
1818,LAUCN370670000000003,CN3706700000000,4.976,6.2,2014M12,,0,-24108,5.976,2014M05_3moAve,65,3127,F,"Forsyth County, NC",0,T,5386,CN3706700000000
1819,LAUCN370690000000003,CN3706900000000,5.268,6.3,2014M12,2014M12_3moAve,2014M12_3moAve,72,6.268,2014M06_3moAve,66,3128,F,"Franklin County, NC",0,T,5387,CN3706900000000
1820,LAUCN370710000000003,CN3707100000000,6.556,6.4,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.556,2014M01_3moAve,61,3129,F,"Gaston County, NC",0,T,5388,CN3707100000000
