id,Area_Type,FIPS,area_text,display_level,selectable,sort_sequence
2134,F,CN2008500000000,"Jackson County, KS",0,T,2315
2135,F,CN2008700000000,"Jefferson County, KS",0,T,2316
2136,F,CN2008900000000,"Jewell County, KS",0,T,2317
2137,F,CN2009100000000,"Johnson County, KS",0,T,2318
2138,F,CN2009300000000,"Kearny County, KS",0,T,2319
2139,F,CN2009500000000,"Kingman County, KS",0,T,2320
2140,F,CN2009700000000,"Kiowa County, KS",0,T,2321
2141,F,CN2009900000000,"Labette County, KS",0,T,2322
2142,F,CN2010100000000,"Lane County, KS",0,T,2323
2143,F,CN2010300000000,"Leavenworth County, KS",0,T,2324
2144,F,CN2010500000000,"Lincoln County, KS",0,T,2325
2145,F,CN2010700000000,"Linn County, KS",0,T,2326
2146,F,CN2010900000000,"Logan County, KS",0,T,2327
2147,F,CN2011100000000,"Lyon County, KS",0,T,2328
2148,F,CN2011300000000,"McPherson County, KS",0,T,2329
2149,F,CN2011500000000,"Marion County, KS",0,T,2330
2150,F,CN2011700000000,"Marshall County, KS",0,T,2331
2151,F,CN2011900000000,"Meade County, KS",0,T,2332
2152,F,CN2012100000000,"Miami County, KS",0,T,2333
2153,F,CN2012300000000,"Mitchell County, KS",0,T,2334
2154,F,CN2012500000000,"Montgomery County, KS",0,T,2335
2155,F,CN2012700000000,"Morris County, KS",0,T,2336
2156,F,CN2012900000000,"Morton County, KS",0,T,2337
2157,F,CN2013100000000,"Nemaha County, KS",0,T,2338
2158,F,CN2013300000000,"Neosho County, KS",0,T,2339
2159,F,CN2013500000000,"Ness County, KS",0,T,2340
2160,F,CN2013700000000,"Norton County, KS",0,T,2341
2161,F,CN2013900000000,"Osage County, KS",0,T,2342
2162,F,CN2014100000000,"Osborne County, KS",0,T,2343
2163,F,CN2014300000000,"Ottawa County, KS",0,T,2344
2164,F,CN2014500000000,"Pawnee County, KS",0,T,2345
2165,F,CN2014700000000,"Phillips County, KS",0,T,2346
2166,F,CN2014900000000,"Pottawatomie County, KS",0,T,2347
2167,F,CN2015100000000,"Pratt County, KS",0,T,2348
2168,F,CN2015300000000,"Rawlins County, KS",0,T,2349
2169,F,CN2015500000000,"Reno County, KS",0,T,2350
2170,F,CN2015700000000,"Republic County, KS",0,T,2351
2171,F,CN2015900000000,"Rice County, KS",0,T,2352
2172,F,CN2016100000000,"Riley County, KS",0,T,2353
2173,F,CN2016300000000,"Rooks County, KS",0,T,2354
2174,F,CN2016500000000,"Rush County, KS",0,T,2355
2175,F,CN2016700000000,"Russell County, KS",0,T,2356
2176,F,CN2016900000000,"Saline County, KS",0,T,2357
2177,F,CN2017100000000,"Scott County, KS",0,T,2358
2178,F,CN2017300000000,"Sedgwick County, KS",0,T,2359
2179,F,CN2017500000000,"Seward County, KS",0,T,2360
2180,F,CN2017700000000,"Shawnee County, KS",0,T,2361
2181,F,CN2017900000000,"Sheridan County, KS",0,T,2362
2182,F,CN2018100000000,"Sherman County, KS",0,T,2363
2183,F,CN2018300000000,"Smith County, KS",0,T,2364
2184,F,CN2018500000000,"Stafford County, KS",0,T,2365
2185,F,CN2018700000000,"Stanton County, KS",0,T,2366
2186,F,CN2018900000000,"Stevens County, KS",0,T,2367
2187,F,CN2019100000000,"Sumner County, KS",0,T,2368
2188,F,CN2019300000000,"Thomas County, KS",0,T,2369
2189,F,CN2019500000000,"Trego County, KS",0,T,2370
2190,F,CN2019700000000,"Wabaunsee County, KS",0,T,2371
2191,F,CN2019900000000,"Wallace County, KS",0,T,2372
2192,F,CN2020100000000,"Washington County, KS",0,T,2373
2193,F,CN2020300000000,"Wichita County, KS",0,T,2374
2194,F,CN2020500000000,"Wilson County, KS",0,T,2375
2195,F,CN2020700000000,"Woodson County, KS",0,T,2376
2196,F,CN2020900000000,"Wyandotte County, KS",0,T,2377
2197,F,CN2100100000000,"Adair County, KY",0,T,2424
2198,F,CN2100300000000,"Allen County, KY",0,T,2425
2199,F,CN2100500000000,"Anderson County, KY",0,T,2426
2200,F,CN2100700000000,"Ballard County, KY",0,T,2427
2201,F,CN2100900000000,"Barren County, KY",0,T,2428
2202,F,CN2101100000000,"Bath County, KY",0,T,2429
2203,F,CN2101300000000,"Bell County, KY",0,T,2430
2204,F,CN2101500000000,"Boone County, KY",0,T,2431
2205,F,CN2101700000000,"Bourbon County, KY",0,T,2432
2206,F,CN2101900000000,"Boyd County, KY",0,T,2433
2207,F,CN2102100000000,"Boyle County, KY",0,T,2434
2208,F,CN2102300000000,"Bracken County, KY",0,T,2435
2209,F,CN2102500000000,"Breathitt County, KY",0,T,2436
2210,F,CN2102700000000,"Breckinridge County, KY",0,T,2437
2211,F,CN2102900000000,"Bullitt County, KY",0,T,2438
2212,F,CN2103100000000,"Butler County, KY",0,T,2439
2213,F,CN2103300000000,"Caldwell County, KY",0,T,2440
2214,F,CN2103500000000,"Calloway County, KY",0,T,2441
2215,F,CN2103700000000,"Campbell County, KY",0,T,2442
2216,F,CN2103900000000,"Carlisle County, KY",0,T,2443
2217,F,CN2104100000000,"Carroll County, KY",0,T,2444
2218,F,CN2104300000000,"Carter County, KY",0,T,2445
2219,F,CN2104500000000,"Casey County, KY",0,T,2446
2220,F,CN2104700000000,"Christian County, KY",0,T,2447
2221,F,CN2104900000000,"Clark County, KY",0,T,2448
2222,F,CN2105100000000,"Clay County, KY",0,T,2449
2223,F,CN2105300000000,"Clinton County, KY",0,T,2450
2224,F,CN2105500000000,"Crittenden County, KY",0,T,2451
2225,F,CN2105700000000,"Cumberland County, KY",0,T,2452
2226,F,CN2105900000000,"Daviess County, KY",0,T,2453
2227,F,CN2106100000000,"Edmonson County, KY",0,T,2454
2228,F,CN2106300000000,"Elliott County, KY",0,T,2455
2229,F,CN2106500000000,"Estill County, KY",0,T,2456
2230,F,CN2106700000000,"Fayette County, KY",0,T,2457
2231,F,CN2106900000000,"Fleming County, KY",0,T,2458
2232,F,CN2107100000000,"Floyd County, KY",0,T,2459
2233,F,CN2107300000000,"Franklin County, KY",0,T,2460
2234,F,CN2107500000000,"Fulton County, KY",0,T,2461
2235,F,CN2107700000000,"Gallatin County, KY",0,T,2462
2236,F,CN2107900000000,"Garrard County, KY",0,T,2463
2237,F,CN2108100000000,"Grant County, KY",0,T,2464
2238,F,CN2108300000000,"Graves County, KY",0,T,2465
2239,F,CN2108500000000,"Grayson County, KY",0,T,2466
2240,F,CN2108700000000,"Green County, KY",0,T,2467
2241,F,CN2108900000000,"Greenup County, KY",0,T,2468
2242,F,CN2109100000000,"Hancock County, KY",0,T,2469
2243,F,CN2109300000000,"Hardin County, KY",0,T,2470
2244,F,CN2109500000000,"Harlan County, KY",0,T,2471
2245,F,CN2109700000000,"Harrison County, KY",0,T,2472
2246,F,CN2109900000000,"Hart County, KY",0,T,2473
2247,F,CN2110100000000,"Henderson County, KY",0,T,2474
2248,F,CN2110300000000,"Henry County, KY",0,T,2475
2249,F,CN2110500000000,"Hickman County, KY",0,T,2476
2250,F,CN2110700000000,"Hopkins County, KY",0,T,2477
2251,F,CN2110900000000,"Jackson County, KY",0,T,2478
2252,F,CN2111100000000,"Jefferson County, KY",0,T,2479
2253,F,CN2111300000000,"Jessamine County, KY",0,T,2480
2254,F,CN2111500000000,"Johnson County, KY",0,T,2481
2255,F,CN2111700000000,"Kenton County, KY",0,T,2482
2256,F,CN2111900000000,"Knott County, KY",0,T,2483
2257,F,CN2112100000000,"Knox County, KY",0,T,2484
2258,F,CN2112300000000,"Larue County, KY",0,T,2485
2259,F,CN2112500000000,"Laurel County, KY",0,T,2486
2260,F,CN2112700000000,"Lawrence County, KY",0,T,2487
2261,F,CN2112900000000,"Lee County, KY",0,T,2488
2262,F,CN2113100000000,"Leslie County, KY",0,T,2489
2263,F,CN2113300000000,"Letcher County, KY",0,T,2490
2264,F,CN2113500000000,"Lewis County, KY",0,T,2491
2265,F,CN2113700000000,"Lincoln County, KY",0,T,2492
2266,F,CN2113900000000,"Livingston County, KY",0,T,2493
2267,F,CN2114100000000,"Logan County, KY",0,T,2494
2268,F,CN2114300000000,"Lyon County, KY",0,T,2495
2269,F,CN2114500000000,"McCracken County, KY",0,T,2496
2270,F,CN2114700000000,"McCreary County, KY",0,T,2497
2271,F,CN2114900000000,"McLean County, KY",0,T,2498
2272,F,CN2115100000000,"Madison County, KY",0,T,2499
2273,F,CN2115300000000,"Magoffin County, KY",0,T,2500
2274,F,CN2115500000000,"Marion County, KY",0,T,2501
2275,F,CN2115700000000,"Marshall County, KY",0,T,2502
2276,F,CN2115900000000,"Martin County, KY",0,T,2503
2277,F,CN2116100000000,"Mason County, KY",0,T,2504
2278,F,CN2116300000000,"Meade County, KY",0,T,2505
2279,F,CN2116500000000,"Menifee County, KY",0,T,2506
2280,F,CN2116700000000,"Mercer County, KY",0,T,2507
2281,F,CN2116900000000,"Metcalfe County, KY",0,T,2508
2282,F,CN2117100000000,"Monroe County, KY",0,T,2509
2283,F,CN2117300000000,"Montgomery County, KY",0,T,2510
2284,F,CN2117500000000,"Morgan County, KY",0,T,2511
2285,F,CN2117700000000,"Muhlenberg County, KY",0,T,2512
2286,F,CN2117900000000,"Nelson County, KY",0,T,2513
2287,F,CN2118100000000,"Nicholas County, KY",0,T,2514
2288,F,CN2118300000000,"Ohio County, KY",0,T,2515
2289,F,CN2118500000000,"Oldham County, KY",0,T,2516
2290,F,CN2118700000000,"Owen County, KY",0,T,2517
2291,F,CN2118900000000,"Owsley County, KY",0,T,2518
2292,F,CN2119100000000,"Pendleton County, KY",0,T,2519
2293,F,CN2119300000000,"Perry County, KY",0,T,2520
2294,F,CN2119500000000,"Pike County, KY",0,T,2521
2295,F,CN2119700000000,"Powell County, KY",0,T,2522
2296,F,CN2119900000000,"Pulaski County, KY",0,T,2523
2297,F,CN2120100000000,"Robertson County, KY",0,T,2524
2298,F,CN2120300000000,"Rockcastle County, KY",0,T,2525
2299,F,CN2120500000000,"Rowan County, KY",0,T,2526
2300,F,CN2120700000000,"Russell County, KY",0,T,2527
2301,F,CN2120900000000,"Scott County, KY",0,T,2528
2302,F,CN2121100000000,"Shelby County, KY",0,T,2529
2303,F,CN2121300000000,"Simpson County, KY",0,T,2530
2304,F,CN2121500000000,"Spencer County, KY",0,T,2531
2305,F,CN2121700000000,"Taylor County, KY",0,T,2532
2306,F,CN2121900000000,"Todd County, KY",0,T,2533
2307,F,CN2122100000000,"Trigg County, KY",0,T,2534
2308,F,CN2122300000000,"Trimble County, KY",0,T,2535
2309,F,CN2122500000000,"Union County, KY",0,T,2536
2310,F,CN2122700000000,"Warren County, KY",0,T,2537
2311,F,CN2122900000000,"Washington County, KY",0,T,2538
2312,F,CN2123100000000,"Wayne County, KY",0,T,2539
2313,F,CN2123300000000,"Webster County, KY",0,T,2540
2314,F,CN2123500000000,"Whitley County, KY",0,T,2541
2315,F,CN2123700000000,"Wolfe County, KY",0,T,2542
2316,F,CN2123900000000,"Woodford County, KY",0,T,2543
2317,F,CN2200100000000,"Acadia Parish, LA",0,T,2592
2318,F,CN2200300000000,"Allen Parish, LA",0,T,2593
2319,F,CN2200500000000,"Ascension Parish, LA",0,T,2594
2320,F,CN2200700000000,"Assumption Parish, LA",0,T,2595
2321,F,CN2200900000000,"Avoyelles Parish, LA",0,T,2596
2322,F,CN2201100000000,"Beauregard Parish, LA",0,T,2597
2323,F,CN2201300000000,"Bienville Parish, LA",0,T,2598
2324,F,CN2201500000000,"Bossier Parish, LA",0,T,2599
2325,F,CN2201700000000,"Caddo Parish, LA",0,T,2600
2326,F,CN2201900000000,"Calcasieu Parish, LA",0,T,2601
2327,F,CN2202100000000,"Caldwell Parish, LA",0,T,2602
2328,F,CN2202300000000,"Cameron Parish, LA",0,T,2603
2329,F,CN2202500000000,"Catahoula Parish, LA",0,T,2604
2330,F,CN2202700000000,"Claiborne Parish, LA",0,T,2605
2331,F,CN2202900000000,"Concordia Parish, LA",0,T,2606
2332,F,CN2203100000000,"De Soto Parish, LA",0,T,2607
2333,F,CN2203300000000,"East Baton Rouge Parish, LA",0,T,2608
2334,F,CN2203500000000,"East Carroll Parish, LA",0,T,2609
2335,F,CN2203700000000,"East Feliciana Parish, LA",0,T,2610
2336,F,CN2203900000000,"Evangeline Parish, LA",0,T,2611
2337,F,CN2204100000000,"Franklin Parish, LA",0,T,2612
2338,F,CN2204300000000,"Grant Parish, LA",0,T,2613
2339,F,CN2204500000000,"Iberia Parish, LA",0,T,2614
2340,F,CN2204700000000,"Iberville Parish, LA",0,T,2615
2341,F,CN2204900000000,"Jackson Parish, LA",0,T,2616
2342,F,CN2205100000000,"Jefferson Parish, LA",0,T,2617
2343,F,CN2205300000000,"Jefferson Davis Parish, LA",0,T,2618
2344,F,CN2205500000000,"Lafayette Parish, LA",0,T,2619
2345,F,CN2205700000000,"Lafourche Parish, LA",0,T,2620
2346,F,CN2205900000000,"LaSalle Parish, LA",0,T,2621
2347,F,CN2206100000000,"Lincoln Parish, LA",0,T,2622
2348,F,CN2206300000000,"Livingston Parish, LA",0,T,2623
2349,F,CN2206500000000,"Madison Parish, LA",0,T,2624
2350,F,CN2206700000000,"Morehouse Parish, LA",0,T,2625
2351,F,CN2206900000000,"Natchitoches Parish, LA",0,T,2626
2352,F,CN2207100000000,"Orleans Parish, LA",0,T,2627
2353,F,CN2207300000000,"Ouachita Parish, LA",0,T,2628
2354,F,CN2207500000000,"Plaquemines Parish, LA",0,T,2629
2355,F,CN2207700000000,"Pointe Coupee Parish, LA",0,T,2630
2356,F,CN2207900000000,"Rapides Parish, LA",0,T,2631
2357,F,CN2208100000000,"Red River Parish, LA",0,T,2632
2358,F,CN2208300000000,"Richland Parish, LA",0,T,2633
2359,F,CN2208500000000,"Sabine Parish, LA",0,T,2634
2360,F,CN2208700000000,"St. Bernard Parish, LA",0,T,2635
2361,F,CN2208900000000,"St. Charles Parish, LA",0,T,2636
2362,F,CN2209100000000,"St. Helena Parish, LA",0,T,2637
2363,F,CN2209300000000,"St. James Parish, LA",0,T,2638
2364,F,CN2209500000000,"St. John the Baptist Parish, LA",0,T,2639
2365,F,CN2209700000000,"St. Landry Parish, LA",0,T,2640
2366,F,CN2209900000000,"St. Martin Parish, LA",0,T,2641
2367,F,CN2210100000000,"St. Mary Parish, LA",0,T,2642
2368,F,CN2210300000000,"St. Tammany Parish, LA",0,T,2643
2369,F,CN2210500000000,"Tangipahoa Parish, LA",0,T,2644
2370,F,CN2210700000000,"Tensas Parish, LA",0,T,2645
2371,F,CN2210900000000,"Terrebonne Parish, LA",0,T,2646
2372,F,CN2211100000000,"Union Parish, LA",0,T,2647
2373,F,CN2211300000000,"Vermilion Parish, LA",0,T,2648
2374,F,CN2211500000000,"Vernon Parish, LA",0,T,2649
2375,F,CN2211700000000,"Washington Parish, LA",0,T,2650
2376,F,CN2211900000000,"Webster Parish, LA",0,T,2651
2377,F,CN2212100000000,"West Baton Rouge Parish, LA",0,T,2652
2378,F,CN2212300000000,"West Carroll Parish, LA",0,T,2653
2379,F,CN2212500000000,"West Feliciana Parish, LA",0,T,2654
2380,F,CN2212700000000,"Winn Parish, LA",0,T,2655
2381,F,CN2300100000000,"Androscoggin County, ME",0,T,2682
2382,F,CN2300300000000,"Aroostook County, ME",0,T,2683
2383,F,CN2300500000000,"Cumberland County, ME",0,T,2684
2384,F,CN2300700000000,"Franklin County, ME",0,T,2685
2385,F,CN2300900000000,"Hancock County, ME",0,T,2686
2386,F,CN2301100000000,"Kennebec County, ME",0,T,2687
2387,F,CN2301300000000,"Knox County, ME",0,T,2688
2388,F,CN2301500000000,"Lincoln County, ME",0,T,2689
2389,F,CN2301700000000,"Oxford County, ME",0,T,2690
2390,F,CN2301900000000,"Penobscot County, ME",0,T,2691
2391,F,CN2302100000000,"Piscataquis County, ME",0,T,2692
2392,F,CN2302300000000,"Sagadahoc County, ME",0,T,2693
2393,F,CN2302500000000,"Somerset County, ME",0,T,2694
2394,F,CN2302700000000,"Waldo County, ME",0,T,2695
2395,F,CN2302900000000,"Washington County, ME",0,T,2696
2396,F,CN2303100000000,"York County, ME",0,T,2697
2397,F,CN2400100000000,"Allegany County, MD",0,T,3253
2398,F,CN2400300000000,"Anne Arundel County, MD",0,T,3254
2399,F,CN2400500000000,"Baltimore County, MD",0,T,3255
2400,F,CN2400900000000,"Calvert County, MD",0,T,3256
2401,F,CN2401100000000,"Caroline County, MD",0,T,3257
2402,F,CN2401300000000,"Carroll County, MD",0,T,3258
2403,F,CN2401500000000,"Cecil County, MD",0,T,3259
2404,F,CN2401700000000,"Charles County, MD",0,T,3260
2405,F,CN2401900000000,"Dorchester County, MD",0,T,3261
2406,F,CN2402100000000,"Frederick County, MD",0,T,3262
2407,F,CN2402300000000,"Garrett County, MD",0,T,3263
2408,F,CN2402500000000,"Harford County, MD",0,T,3264
2409,F,CN2402700000000,"Howard County, MD",0,T,3265
2410,F,CN2402900000000,"Kent County, MD",0,T,3266
2411,F,CN2403100000000,"Montgomery County, MD",0,T,3267
2412,F,CN2403300000000,"Prince George's County, MD",0,T,3268
2413,F,CN2403500000000,"Queen Anne's County, MD",0,T,3269
2414,F,CN2403700000000,"St. Mary's County, MD",0,T,3270
2415,F,CN2403900000000,"Somerset County, MD",0,T,3271
2416,F,CN2404100000000,"Talbot County, MD",0,T,3272
2417,F,CN2404300000000,"Washington County, MD",0,T,3273
2418,F,CN2404500000000,"Wicomico County, MD",0,T,3274
2419,F,CN2404700000000,"Worcester County, MD",0,T,3275
2420,F,CN2451000000000,"Baltimore city, MD",0,T,3276
2421,F,CN2500100000000,"Barnstable County, MA",0,T,3315
2422,F,CN2500300000000,"Berkshire County, MA",0,T,3316
2423,F,CN2500500000000,"Bristol County, MA",0,T,3317
2424,F,CN2500700000000,"Dukes County, MA",0,T,3318
2425,F,CN2500900000000,"Essex County, MA",0,T,3319
2426,F,CN2501100000000,"Franklin County, MA",0,T,3320
2427,F,CN2501300000000,"Hampden County, MA",0,T,3321
2428,F,CN2501500000000,"Hampshire County, MA",0,T,3322
2429,F,CN2501700000000,"Middlesex County, MA",0,T,3323
2430,F,CN2501900000000,"Nantucket County/town, MA",0,T,3324
2431,F,CN2502100000000,"Norfolk County, MA",0,T,3325
2432,F,CN2502300000000,"Plymouth County, MA",0,T,3326
2433,F,CN2502500000000,"Suffolk County, MA",0,T,3327
2434,F,CN2502700000000,"Worcester County, MA",0,T,3328
2435,F,CN2600100000000,"Alcona County, MI",0,T,3732
2436,F,CN2600300000000,"Alger County, MI",0,T,3733
2437,F,CN2600500000000,"Allegan County, MI",0,T,3734
2438,F,CN2600700000000,"Alpena County, MI",0,T,3735
2439,F,CN2600900000000,"Antrim County, MI",0,T,3736
2440,F,CN2601100000000,"Arenac County, MI",0,T,3737
2441,F,CN2601300000000,"Baraga County, MI",0,T,3738
2442,F,CN2601500000000,"Barry County, MI",0,T,3739
2443,F,CN2601700000000,"Bay County, MI",0,T,3740
2444,F,CN2601900000000,"Benzie County, MI",0,T,3741
2445,F,CN2602100000000,"Berrien County, MI",0,T,3742
2446,F,CN2602300000000,"Branch County, MI",0,T,3743
2447,F,CN2602500000000,"Calhoun County, MI",0,T,3744
2448,F,CN2602700000000,"Cass County, MI",0,T,3745
2449,F,CN2602900000000,"Charlevoix County, MI",0,T,3746
2450,F,CN2603100000000,"Cheboygan County, MI",0,T,3747
2451,F,CN2603300000000,"Chippewa County, MI",0,T,3748
2452,F,CN2603500000000,"Clare County, MI",0,T,3749
2453,F,CN2603700000000,"Clinton County, MI",0,T,3750
2454,F,CN2603900000000,"Crawford County, MI",0,T,3751
2455,F,CN2604100000000,"Delta County, MI",0,T,3752
2456,F,CN2604300000000,"Dickinson County, MI",0,T,3753
2457,F,CN2604500000000,"Eaton County, MI",0,T,3754
2458,F,CN2604700000000,"Emmet County, MI",0,T,3755
2459,F,CN2604900000000,"Genesee County, MI",0,T,3756
2460,F,CN2605100000000,"Gladwin County, MI",0,T,3757
2461,F,CN2605300000000,"Gogebic County, MI",0,T,3758
2462,F,CN2605500000000,"Grand Traverse County, MI",0,T,3759
2463,F,CN2605700000000,"Gratiot County, MI",0,T,3760
2464,F,CN2605900000000,"Hillsdale County, MI",0,T,3761
2465,F,CN2606100000000,"Houghton County, MI",0,T,3762
2466,F,CN2606300000000,"Huron County, MI",0,T,3763
2467,F,CN2606500000000,"Ingham County, MI",0,T,3764
2468,F,CN2606700000000,"Ionia County, MI",0,T,3765
2469,F,CN2606900000000,"Iosco County, MI",0,T,3766
2470,F,CN2607100000000,"Iron County, MI",0,T,3767
2471,F,CN2607300000000,"Isabella County, MI",0,T,3768
2472,F,CN2607500000000,"Jackson County, MI",0,T,3769
2473,F,CN2607700000000,"Kalamazoo County, MI",0,T,3770
2474,F,CN2607900000000,"Kalkaska County, MI",0,T,3771
2475,F,CN2608100000000,"Kent County, MI",0,T,3772
2476,F,CN2608300000000,"Keweenaw County, MI",0,T,3773
2477,F,CN2608500000000,"Lake County, MI",0,T,3774
2478,F,CN2608700000000,"Lapeer County, MI",0,T,3775
2479,F,CN2608900000000,"Leelanau County, MI",0,T,3776
2480,F,CN2609100000000,"Lenawee County, MI",0,T,3777
2481,F,CN2609300000000,"Livingston County, MI",0,T,3778
2482,F,CN2609500000000,"Luce County, MI",0,T,3779
2483,F,CN2609700000000,"Mackinac County, MI",0,T,3780
2484,F,CN2609900000000,"Macomb County, MI",0,T,3781
2485,F,CN2610100000000,"Manistee County, MI",0,T,3782
2486,F,CN2610300000000,"Marquette County, MI",0,T,3783
2487,F,CN2610500000000,"Mason County, MI",0,T,3784
2488,F,CN2610700000000,"Mecosta County, MI",0,T,3785
2489,F,CN2610900000000,"Menominee County, MI",0,T,3786
2490,F,CN2611100000000,"Midland County, MI",0,T,3787
2491,F,CN2611300000000,"Missaukee County, MI",0,T,3788
2492,F,CN2611500000000,"Monroe County, MI",0,T,3789
2493,F,CN2611700000000,"Montcalm County, MI",0,T,3790
2494,F,CN2611900000000,"Montmorency County, MI",0,T,3791
2495,F,CN2612100000000,"Muskegon County, MI",0,T,3792
2496,F,CN2612300000000,"Newaygo County, MI",0,T,3793
2497,F,CN2612500000000,"Oakland County, MI",0,T,3794
2498,F,CN2612700000000,"Oceana County, MI",0,T,3795
2499,F,CN2612900000000,"Ogemaw County, MI",0,T,3796
2500,F,CN2613100000000,"Ontonagon County, MI",0,T,3797
2501,F,CN2613300000000,"Osceola County, MI",0,T,3798
2502,F,CN2613500000000,"Oscoda County, MI",0,T,3799
2503,F,CN2613700000000,"Otsego County, MI",0,T,3800
2504,F,CN2613900000000,"Ottawa County, MI",0,T,3801
2505,F,CN2614100000000,"Presque Isle County, MI",0,T,3802
2506,F,CN2614300000000,"Roscommon County, MI",0,T,3803
2507,F,CN2614500000000,"Saginaw County, MI",0,T,3804
2508,F,CN2614700000000,"St. Clair County, MI",0,T,3805
2509,F,CN2614900000000,"St. Joseph County, MI",0,T,3806
2510,F,CN2615100000000,"Sanilac County, MI",0,T,3807
2511,F,CN2615300000000,"Schoolcraft County, MI",0,T,3808
2512,F,CN2615500000000,"Shiawassee County, MI",0,T,3809
2513,F,CN2615700000000,"Tuscola County, MI",0,T,3810
2514,F,CN2615900000000,"Van Buren County, MI",0,T,3811
2515,F,CN2616100000000,"Washtenaw County, MI",0,T,3812
2516,F,CN2616300000000,"Wayne County, MI",0,T,3813
2517,F,CN2616500000000,"Wexford County, MI",0,T,3814
2518,F,CN2700100000000,"Aitkin County, MN",0,T,3934
2519,F,CN2700300000000,"Anoka County, MN",0,T,3935
2520,F,CN2700500000000,"Becker County, MN",0,T,3936
2521,F,CN2700700000000,"Beltrami County, MN",0,T,3937
2522,F,CN2700900000000,"Benton County, MN",0,T,3938
2523,F,CN2701100000000,"Big Stone County, MN",0,T,3939
2524,F,CN2701300000000,"Blue Earth County, MN",0,T,3940
2525,F,CN2701500000000,"Brown County, MN",0,T,3941
2526,F,CN2701700000000,"Carlton County, MN",0,T,3942
2527,F,CN2701900000000,"Carver County, MN",0,T,3943
2528,F,CN2702100000000,"Cass County, MN",0,T,3944
2529,F,CN2702300000000,"Chippewa County, MN",0,T,3945
2530,F,CN2702500000000,"Chisago County, MN",0,T,3946
2531,F,CN2702700000000,"Clay County, MN",0,T,3947
2532,F,CN2702900000000,"Clearwater County, MN",0,T,3948
2533,F,CN2703100000000,"Cook County, MN",0,T,3949
2534,F,CN2703300000000,"Cottonwood County, MN",0,T,3950
2535,F,CN2703500000000,"Crow Wing County, MN",0,T,3951
2536,F,CN2703700000000,"Dakota County, MN",0,T,3952
2537,F,CN2703900000000,"Dodge County, MN",0,T,3953
2538,F,CN2704100000000,"Douglas County, MN",0,T,3954
2539,F,CN2704300000000,"Faribault County, MN",0,T,3955
2540,F,CN2704500000000,"Fillmore County, MN",0,T,3956
2541,F,CN2704700000000,"Freeborn County, MN",0,T,3957
2542,F,CN2704900000000,"Goodhue County, MN",0,T,3958
2543,F,CN2705100000000,"Grant County, MN",0,T,3959
2544,F,CN2705300000000,"Hennepin County, MN",0,T,3960
2545,F,CN2705500000000,"Houston County, MN",0,T,3961
2546,F,CN2705700000000,"Hubbard County, MN",0,T,3962
2547,F,CN2705900000000,"Isanti County, MN",0,T,3963
2548,F,CN2706100000000,"Itasca County, MN",0,T,3964
2549,F,CN2706300000000,"Jackson County, MN",0,T,3965
2550,F,CN2706500000000,"Kanabec County, MN",0,T,3966
2551,F,CN2706700000000,"Kandiyohi County, MN",0,T,3967
2552,F,CN2706900000000,"Kittson County, MN",0,T,3968
2553,F,CN2707100000000,"Koochiching County, MN",0,T,3969
2554,F,CN2707300000000,"Lac qui Parle County, MN",0,T,3970
2555,F,CN2707500000000,"Lake County, MN",0,T,3971
2556,F,CN2707700000000,"Lake of the Woods County, MN",0,T,3972
2557,F,CN2707900000000,"Le Sueur County, MN",0,T,3973
2558,F,CN2708100000000,"Lincoln County, MN",0,T,3974
2559,F,CN2708300000000,"Lyon County, MN",0,T,3975
2560,F,CN2708500000000,"McLeod County, MN",0,T,3976
2561,F,CN2708700000000,"Mahnomen County, MN",0,T,3977
2562,F,CN2708900000000,"Marshall County, MN",0,T,3978
2563,F,CN2709100000000,"Martin County, MN",0,T,3979
2564,F,CN2709300000000,"Meeker County, MN",0,T,3980
2565,F,CN2709500000000,"Mille Lacs County, MN",0,T,3981
2566,F,CN2709700000000,"Morrison County, MN",0,T,3982
2567,F,CN2709900000000,"Mower County, MN",0,T,3983
2568,F,CN2710100000000,"Murray County, MN",0,T,3984
2569,F,CN2710300000000,"Nicollet County, MN",0,T,3985
2570,F,CN2710500000000,"Nobles County, MN",0,T,3986
2571,F,CN2710700000000,"Norman County, MN",0,T,3987
2572,F,CN2710900000000,"Olmsted County, MN",0,T,3988
2573,F,CN2711100000000,"Otter Tail County, MN",0,T,3989
2574,F,CN2711300000000,"Pennington County, MN",0,T,3990
2575,F,CN2711500000000,"Pine County, MN",0,T,3991
2576,F,CN2711700000000,"Pipestone County, MN",0,T,3992
2577,F,CN2711900000000,"Polk County, MN",0,T,3993
2578,F,CN2712100000000,"Pope County, MN",0,T,3994
2579,F,CN2712300000000,"Ramsey County, MN",0,T,3995
2580,F,CN2712500000000,"Red Lake County, MN",0,T,3996
2581,F,CN2712700000000,"Redwood County, MN",0,T,3997
2582,F,CN2712900000000,"Renville County, MN",0,T,3998
2583,F,CN2713100000000,"Rice County, MN",0,T,3999
2584,F,CN2713300000000,"Rock County, MN",0,T,4000
2585,F,CN2713500000000,"Roseau County, MN",0,T,4001
2586,F,CN2713700000000,"St. Louis County, MN",0,T,4002
2587,F,CN2713900000000,"Scott County, MN",0,T,4003
2588,F,CN2714100000000,"Sherburne County, MN",0,T,4004
2589,F,CN2714300000000,"Sibley County, MN",0,T,4005
2590,F,CN2714500000000,"Stearns County, MN",0,T,4006
