series_id,FIPS_Code,fips_code3,bFIPS,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DateReturned3moMovingAve_VALUES,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1,County_Name,_Name,LAT,LON,State,SpotCheck,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Civilian_labor_force_2011,Median_Household_Income_2013,Median_Household_Income_Percent_of_State_Total_2013,Pct_less_than_hs_2009_2013,Pct_HS_Grad_only_2009_2013,Pct_SomeCollege_2009_2013,Pct_college_grad_2009_2013,Net_Mig_2010_2014,MigRate_2010_2014,Total_Business_Establishments_2011,Business_Estab_under_20_emp,Business_Estab_20to99_emp,Business_Estab_100to499_emp,Business_Estab_over500_emp,Stimulus,StimulusPerCapita
LAUCN130550000000003,13055,13055,b13055,7.724,7.1,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.724,2013M10_3moAve,58,"Chattooga County, GA","Chattooga, GA",34.474178,-85.345289,GA,#REF!,6,5,10579,34440,72.10300429,30.98607431,38.31538592,23.01967638,7.678863393,-989.00,-3.80,315.00,232.00,16.00,12.00,55.00,38302669,1472
LAUCN132390000000003,13239,13239,b13239,6.924,7.6,2014M12,2015M02_3moAve,2015M02_3moAve,74,7.924,2013M10_3moAve,58,"Quitman County, GA","Quitman, GA",31.862948,-85.004801,GA,#REF!,9,11,980,29111,60.94629959,27.69328264,40.1774398,28.8973384,3.231939163,-186.00,-7.40,34.00,23.00,5.00,2.00,4.00,2099280,833
LAUCN160770000000003,16077,16077,b16077,4.636,4,2013M10,2014M05_3moAve,2014M05_3moAve,65,5.636,2013M10_3moAve,58,"Power County, ID","Power, ID",42.694126,-112.844407,ID,#REF!,6,6,3924,44450,95.34330023,19.74413646,35.11727079,29.21108742,15.92750533,-546.00,-6.98,157.00,101.00,20.00,8.00,28.00,16945467,2151
LAUCN180670000000003,18067,18067,b18067,6.592,4.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.592,2013M10_3moAve,58,"Howard County, IN","Howard, IN",40.483537,-86.114118,IN,#REF!,3,2,36061,45211,95.16502484,11.22050018,37.70870025,31.12011272,19.95068686,-316.00,-0.38,"1,790.00","1,124.00",188.00,89.00,389.00,150455768,1818
LAUCN181690000000003,18169,18169,b18169,6.116,4.9,2013M12,2014M04_3moAve,2014M04_3moAve,64,7.116,2013M10_3moAve,58,"Wabash County, IN","Wabash, IN",40.843747,-85.795192,IN,#REF!,6,5,15708,45833,96.47427802,13.86277982,42.7098942,26.43599873,16.99132725,-393.00,-1.19,747.00,516.00,65.00,74.00,92.00,20053712,611
LAUCN181790000000003,18179,18179,b18179,4.852,3.9,2014M04,2014M06_3moAve,2014M06_3moAve,66,5.852,2013M10_3moAve,58,"Wells County, IN","Wells, IN",40.735273,-85.212974,IN,#REF!,2,2,14050,49452,104.0919424,9.338812103,41.57105502,33.37424622,15.71588665,-205.00,-0.74,628.00,444.00,55.00,46.00,83.00,20507248,742
LAUCN181830000000003,18183,18183,b18183,5.364,4,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.364,2013M10_3moAve,58,"Whitley County, IN","Whitley, IN",41.136426,-85.501892,IN,#REF!,2,2,17319,52673,110.8718532,9.61317672,42.93473461,30.72065707,16.7314316,-215.00,-0.65,681.00,476.00,67.00,46.00,92.00,19346601,580
LAUCN190130000000003,19013,19013,b19013,3.916,4.3,#N/A,#N/A,#N/A,#N/A,4.916,2013M10_3moAve,58,"Black Hawk County, IA","Black Hawk, IA",42.471541,-92.308033,IA,#REF!,3,2,70932,46281,88.51509008,10.52120388,34.21758714,29.94524506,25.31596392,-210.00,-0.16,"3,200.00","1,951.00",403.00,285.00,561.00,118048334,900
LAUCN200790000000003,20079,20079,b20079,3.808,4.8,2014M12,#N/A,#N/A,#N/A,4.808,2013M10_3moAve,58,"Harvey County, KS","Harvey, KS",38.050144,-97.436706,KS,#REF!,2,2,17402,54135,106.3723178,10.69006257,29.56285827,33.45293835,26.29414081,-298.00,-0.86,788.00,534.00,97.00,37.00,120.00,20407427,588
LAUCN201770000000003,20177,20177,b20177,4.824,5,2013M12,2014M06_3moAve,2014M06_3moAve,66,5.824,2013M10_3moAve,58,"Shawnee County, KS","Shawnee, KS",39.041805,-95.755664,KS,#REF!,3,2,92952,50042,98.32979643,9.71100794,31.39214103,30.3012717,28.59557933,"-2,520.00",-1.42,"4,355.00","2,833.00",467.00,267.00,788.00,1320281665,7405
LAUCN201910000000003,20191,20191,b20191,4.512,5.5,2013M12,2014M11_3moAve,2014M11_3moAve,71,5.512,2013M10_3moAve,58,"Sumner County, KS","Sumner, KS",37.236662,-97.493352,KS,#REF!,2,2,11577,50844,99.90568262,9.141169818,37.70811082,35.370987,17.77973236,-730.00,-3.03,488.00,360.00,62.00,15.00,51.00,11634991,483
LAUCN210030000000003,21003,21003,b21003,6.404,5.2,2013M12,2014M05_3moAve,2014M05_3moAve,65,7.404,2013M10_3moAve,58,"Allen County, KY","Allen, KY",36.75077,-86.192458,KY,#REF!,3,2,9106,39798,91.89738379,23.64729459,36.62139093,27.04668596,12.68462852,297.00,1.49,237.00,162.00,23.00,16.00,36.00,10340237,518
LAUCN210290000000003,21029,21029,b21029,6.256,5.4,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.256,2013M10_3moAve,58,"Bullitt County, KY","Bullitt, KY",37.969928,-85.702641,KY,#REF!,1,1,38926,57462,132.6852472,14.9940688,41.11111111,31.18426255,12.71055753,"2,509.00",3.38,"1,037.00",739.00,84.00,52.00,162.00,75654018,1016
LAUCN211690000000003,21169,21169,b21169,6.232,5,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.232,2013M10_3moAve,58,"Metcalfe County, KY","Metcalfe, KY",36.992515,-85.633599,KY,#REF!,9,8,4608,30899,71.3487427,30.63700708,42.46713852,18.31575906,8.580095334,-142.00,-1.41,125.00,87.00,11.00,14.00,13.00,4950395,490
LAUCN211910000000003,21191,21191,b21191,6.708,5.3,2014M04,2014M07_3moAve,2014M07_3moAve,67,7.708,2013M10_3moAve,58,"Pendleton County, KY","Pendleton, KY",38.696284,-84.351944,KY,#REF!,1,1,7197,45570,105.2254832,16.15127243,46.88228734,24.59697861,12.36946162,-482.00,-3.24,174.00,130.00,13.00,10.00,21.00,7410704,497
LAUCN230310000000003,23031,23031,b23031,4.448,3.4,2014M08,2014M10_3moAve,2014M10_3moAve,70,5.448,2013M10_3moAve,58,"York County, ME","York, ME",43.426019,-70.668425,ME,#REF!,2,2,109556,55163,117.1313303,8.101778146,32.78708244,30.30135784,28.80978157,"2,946.00",1.49,"5,430.00","4,280.00",362.00,254.00,534.00,158880661,806
LAUCN261270000000003,26127,26127,b26127,9.352,6.8,2014M06,2014M07_3moAve,2014M07_3moAve,67,10.352,2013M10_3moAve,58,"Oceana County, MI","Oceana, MI",43.647255,-86.807575,MI,#REF!,6,7,12991,43134,89.48962656,15.90277005,36.17198799,32.89019913,15.03504283,-652.00,-2.45,511.00,424.00,37.00,18.00,32.00,16124720,608
LAUCN290330000000003,29033,29033,b29033,6.044,7.4,2013M10,2013M12_3moAve,2013M12_3moAve,60,7.044,2013M10_3moAve,58,"Carroll County, MO","Carroll, MO",39.427375,-93.500227,MO,#REF!,6,4,4741,41279,88.00554312,16.14079594,44.9024893,23.37085778,15.58585698,-197.00,-2.12,233.00,177.00,22.00,15.00,19.00,9505430,1023
LAUCN290530000000003,29053,29053,b29053,5.092,7.6,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.092,2013M10_3moAve,58,"Cooper County, MO","Cooper, MO",38.845386,-92.812323,MO,#REF!,6,6,7941,44397,94.65302207,14.07001265,39.21552088,28.31716575,18.39730072,-94.00,-0.53,401.00,280.00,43.00,24.00,54.00,19295868,1096
LAUCN290850000000003,29085,29085,b29085,8.528,7.9,2014M04,2014M06_3moAve,2014M06_3moAve,66,9.528,2013M10_3moAve,58,"Hickory County, MO","Hickory, MO",37.9367,-93.322834,MO,#REF!,8,7,3572,30040,64.04434495,17.56683033,42.7441353,29.24168031,10.44735406,-98.00,-1.02,140.00,113.00,12.00,3.00,12.00,8018264,833
LAUCN292030000000003,29203,29203,b29203,7.344,8.7,2014M10,#N/A,#N/A,#N/A,8.344,2013M10_3moAve,58,"Shannon County, MO","Shannon, MO",37.152498,-91.391328,MO,#REF!,9,10,3134,26538,56.57818996,19.01408451,42.90492958,26.91901408,11.16197183,-136.00,-1.61,168.00,139.00,11.00,8.00,10.00,8848522,1049
LAUCN292090000000003,29209,29209,b29209,7.2,6.7,2014M09,2014M10_3moAve,2014M10_3moAve,70,8.2,2013M10_3moAve,58,"Stone County, MO","Stone, MO",36.751004,-93.473701,MO,#REF!,6,5,14175,39018,83.1851615,15.13502285,41.0718737,28.59991691,15.19318654,-648.00,-2.01,685.00,584.00,38.00,21.00,42.00,13971307,434
LAUCN292230000000003,29223,29223,b29223,6.852,7.2,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.852,2013M10_3moAve,58,"Wayne County, MO","Wayne, MO",37.112319,-90.452378,MO,#REF!,9,10,5495,31208,66.5344846,22.92960663,41.7805383,24.9689441,10.32091097,129.00,0.95,292.00,250.00,11.00,13.00,18.00,62090845,4600
LAUCN330050000000003,33005,33005,b33005,3.588,3.6,2014M10,2015M06_3moAve,2015M06_3moAve,78,4.588,2013M10_3moAve,58,"Cheshire County, NH","Cheshire, NH",42.925455,-72.248217,NH,#REF!,4,5,42585,52246,81.55282218,8.57826582,34.15674393,26.8560511,30.40893915,"-1,036.00",-1.34,"1,907.00","1,378.00",181.00,86.00,262.00,80751436,1048
LAUCN360030000000003,36003,36003,b36003,5.92,5.9,2014M05,2014M09_3moAve,2014M09_3moAve,69,6.92,2013M10_3moAve,58,"Allegany County, NY","Allegany, NY",42.247853,-78.026153,NY,#REF!,7,9,23674,41849,73.09230635,11.72025776,40.47299729,28.94900396,18.857741,"-1,308.00",-2.67,793.00,580.00,65.00,68.00,80.00,42634052,871
LAUCN360510000000003,36051,36051,b36051,5.404,5.3,2014M08,2014M09_3moAve,2014M09_3moAve,69,6.404,2013M10_3moAve,58,"Livingston County, NY","Livingston, NY",42.727485,-77.769779,NY,#REF!,1,1,32030,51901,90.64885163,10.7710044,34.15994165,30.68724561,24.38180834,-648.00,-0.99,"1,252.00",907.00,141.00,25.00,179.00,43699251,669
LAUCN360770000000003,36077,36077,b36077,5.088,5.3,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.088,2013M10_3moAve,58,"Otsego County, NY","Otsego, NY",42.629776,-75.028841,NY,#REF!,7,8,31397,47689,83.29228888,10.37499068,34.15919087,28.65733953,26.80847891,-690.00,-1.11,"1,439.00",995.00,128.00,62.00,254.00,43927805,706
LAUCN360990000000003,36099,36099,b36099,4.968,5.1,2014M10,2014M10_3moAve,2014M10_3moAve,70,5.968,2013M10_3moAve,58,"Seneca County, NY","Seneca, NY",42.782294,-76.827088,NY,#REF!,6,3,16116,45265,79.0585975,15.24358303,34.1902728,31.38977314,19.17637104,-528.00,-1.50,706.00,462.00,54.00,30.00,160.00,21882187,622
LAUCN370070000000003,37007,37007,b37007,8.028,7.1,2013M12,2014M01_3moAve,2014M01_3moAve,61,9.028,2013M10_3moAve,58,"Anson County, NC","Anson, NC",34.974996,-80.109959,NC,#REF!,6,4,11106,33443,72.78762025,23.74183007,40.62091503,25.44662309,10.19063181,"-1,090.00",-4.04,389.00,285.00,26.00,20.00,58.00,27305098,1015
LAUCN370230000000003,37023,37023,b37023,6.972,6.3,2013M12,2014M01_3moAve,2014M01_3moAve,61,7.972,2013M10_3moAve,58,"Burke County, NC","Burke, NC",35.746182,-81.70618,NC,#REF!,2,2,41211,36150,78.6793192,23.25748963,30.31239492,29.80801563,16.62209982,-778.00,-0.86,"1,436.00",997.00,141.00,66.00,232.00,61694390,680
LAUCN370330000000003,37033,37033,b37033,7.288,7.1,2013M12,2014M04_3moAve,2014M04_3moAve,64,8.288,2013M10_3moAve,58,"Caswell County, NC","Caswell, NC",36.394298,-79.339609,NC,#REF!,8,7,10110,37122,80.79484612,26.762556,34.95048338,29.27965103,9.007309597,-511.00,-2.15,249.00,207.00,13.00,13.00,16.00,8545427,361
LAUCN370390000000003,37039,37039,b37039,7.596,7,2014M03,2014M04_3moAve,2014M04_3moAve,64,8.596,2013M10_3moAve,58,"Cherokee County, NC","Cherokee, NC",35.136232,-84.061309,NC,#REF!,9,12,11605,34476,75.03591172,18.11548068,32.16122239,33.0476517,16.67564523,236.00,0.86,581.00,438.00,47.00,23.00,73.00,21599371,787
LAUCN370770000000003,37077,37077,b37077,5.856,5.6,2013M12,2014M04_3moAve,2014M04_3moAve,64,6.856,2013M10_3moAve,58,"Granville County, NC","Granville, NC",36.299884,-78.657634,NC,#REF!,4,3,27890,48680,105.9504636,18.88650423,32.30905189,32.38984977,16.41459412,523.00,0.91,809.00,582.00,66.00,39.00,122.00,40617251,676
LAUCN410450000000003,41045,41045,b41045,6.556,7.5,2014M10,2015M04_3moAve,2015M04_3moAve,76,7.556,2013M10_3moAve,58,"Malheur County, OR","Malheur, OR",43.188082,-117.604045,OR,#REF!,6,5,13365,34565,68.81619814,19.56953972,30.82811413,36.54438811,13.05795805,"-1,635.00",-5.22,710.00,497.00,72.00,48.00,93.00,135531758,4327
LAUCN420850000000003,42085,42085,b42085,6.096,6,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.096,2013M10_3moAve,58,"Mercer County, PA","Mercer, PA",41.300014,-80.252786,PA,#REF!,2,2,53376,43936,84.48418421,11.37252947,43.99720858,24.11459761,20.51566433,-698.00,-0.60,"2,779.00","1,763.00",257.00,159.00,600.00,83072500,713
LAUCN420930000000003,42093,42093,b42093,4.296,4.7,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.296,2013M10_3moAve,58,"Montour County, PA","Montour, PA",41.029291,-76.665195,PA,#REF!,3,2,9189,53329,102.545909,10.51916692,41.02022336,21.67220042,26.7884093,301.00,1.65,414.00,238.00,44.00,17.00,115.00,43962446,2404
LAUCN421090000000003,42109,42109,b42109,5.336,5,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.336,2013M10_3moAve,58,"Snyder County, PA","Snyder, PA",40.755407,-77.072929,PA,#REF!,7,8,19811,45558,87.60311509,17.4361342,46.01031086,19.86765159,16.68590335,220.00,0.55,830.00,512.00,94.00,42.00,182.00,14320267,360
LAUCN450270000000003,45027,45027,b45027,9.044,8.3,2013M11,2013M12_3moAve,2013M12_3moAve,60,10.044,2013M10_3moAve,58,"Clarendon County, SC","Clarendon, SC",33.664682,-80.217889,SC,#REF!,6,6,13612,30096,67.92146242,22.29356238,38.05595714,26.69869887,12.95178161,-786.00,-2.25,498.00,375.00,39.00,25.00,59.00,39568500,1132
LAUCN450490000000003,45049,45049,b45049,7.772,8.7,2014M03,2014M04_3moAve,2014M04_3moAve,64,8.772,2013M10_3moAve,58,"Hampton County, SC","Hampton, SC",32.778335,-81.143817,SC,#REF!,6,6,8618,32941,74.34213496,24.18551714,38.64703372,25.74334898,11.42410016,-754.00,-3.58,370.00,266.00,45.00,8.00,51.00,14572816,692
LAUCN450690000000003,45069,45069,b45069,12.156,10.4,2013M11,2013M12_3moAve,2013M12_3moAve,60,13.156,2013M10_3moAve,58,"Marlboro County, SC","Marlboro, SC",34.601805,-79.677942,SC,#REF!,6,5,10726,31185,70.37914692,30.14061953,40.53445429,20.57749087,8.74743532,-943.00,-3.26,346.00,224.00,29.00,22.00,71.00,26305452,911
LAUCN450710000000003,45071,45071,b45071,6.268,5.7,2013M11,2013M12_3moAve,2013M12_3moAve,60,7.268,2013M10_3moAve,58,"Newberry County, SC","Newberry, SC",34.28973,-81.600053,SC,#REF!,6,5,18539,37890,85.51117129,23.11776827,32.04152798,25.93517198,18.90553178,171.00,0.46,709.00,503.00,53.00,31.00,122.00,20621962,549
LAUCN450810000000003,45081,45081,b45081,5.628,5.4,2013M12,2014M03_3moAve,2014M03_3moAve,63,6.628,2013M10_3moAve,58,"Saluda County, SC","Saluda, SC",34.005278,-81.727903,SC,#REF!,2,2,8650,40366,91.0990747,23.23039683,40.59267953,23.74385682,12.43306682,-70.00,-0.35,254.00,205.00,12.00,14.00,23.00,8216305,412
LAUCN450850000000003,45085,45085,b45085,7.608,7.5,2013M11,2013M12_3moAve,2013M12_3moAve,60,8.608,2013M10_3moAve,58,"Sumter County, SC","Sumter, SC",33.916253,-80.382288,SC,#REF!,3,2,44707,39182,88.42699165,17.69398431,30.60011625,32.50072653,19.20517291,"-1,786.00",-1.66,"1,784.00","1,148.00",158.00,93.00,385.00,97806858,909
LAUCN450870000000003,45087,45087,b45087,9.852,8.4,2013M11,2013M11_3moAve,2013M11_3moAve,59,10.852,2013M10_3moAve,58,"Union County, SC","Union, SC",34.69039,-81.615901,SC,#REF!,2,2,12207,34042,76.82690138,21.85102947,37.50504643,27.76039564,12.88352846,-788.00,-2.72,484.00,317.00,35.00,23.00,109.00,12338099,427
LAUCN471010000000003,47101,47101,b47101,8.6,8.1,2014M04,2014M10_3moAve,2014M10_3moAve,70,9.6,2013M10_3moAve,58,"Lewis County, TN","Lewis, TN",35.523244,-87.496983,TN,#REF!,6,4,5261,35097,79.28300352,22.27848101,40.45810729,25.52139843,11.74201326,-276.00,-2.27,196.00,150.00,13.00,10.00,23.00,17996099,1478
LAUCN481550000000003,48155,48155,b48155,3.876,4.2,2014M09,#N/A,#N/A,#N/A,4.876,2013M10_3moAve,58,"Foard County, TX","Foard, TX",33.963306,-99.816828,TX,#REF!,9,10,666,33484,64.74842402,21.95985832,27.27272727,28.92561983,21.84179457,-38.00,-2.84,28.00,24.00,1.00,1.00,2.00,9084877,6775
LAUCN483490000000003,48349,48349,b48349,5.136,4.5,2013M12,2014M10_3moAve,2014M10_3moAve,70,6.136,2013M10_3moAve,58,"Navarro County, TX","Navarro, TX",32.048448,-96.476909,TX,#REF!,4,3,23074,38423,74.29902928,21.42973404,32.92099352,29.13506299,16.51420945,-489.00,-1.02,912.00,582.00,77.00,65.00,188.00,66825611,1398
LAUCN540010000000003,54001,54001,b54001,5.184,8.6,#N/A,#N/A,#N/A,#N/A,6.184,2013M10_3moAve,58,"Barbour County, WV","Barbour, WV",39.139725,-79.996947,WV,#REF!,6,6,6781,35558,86.31630052,21.69736494,46.95514233,19.8378426,11.50965013,196.00,1.18,239.00,171.00,25.00,9.00,34.00,18772253,1131
LAUCN541070000000003,54107,54107,b54107,4.704,7,#N/A,#N/A,#N/A,#N/A,5.704,2013M10_3moAve,58,"Wood County, WV","Wood, WV",39.211575,-81.516253,WV,#REF!,3,2,38696,41205,100.0242748,11.23710836,36.85582547,33.55002688,18.35703928,-133.00,-0.15,"2,098.00","1,282.00",237.00,123.00,456.00,74485883,856
LAUCN550090000000003,55009,55009,b55009,4.596,4,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.596,2013M10_3moAve,58,"Brown County, WI","Brown, WI",44.473961,-87.995926,WI,#REF!,2,2,137630,51956,100.9363951,9.558035279,32.2799922,31.34745639,26.81451613,"1,773.00",0.71,"6,287.00","4,000.00",745.00,403.00,"1,139.00",218583438,880
LAUCN550990000000003,55099,55099,b55099,5.084,4.3,2014M08,2014M09_3moAve,2014M09_3moAve,69,6.084,2013M10_3moAve,58,"Price County, WI","Price, WI",45.679072,-90.35965,WI,#REF!,9,12,7228,43004,83.54509073,10.49371128,43.30767787,30.85226206,15.34634879,-248.00,-1.75,431.00,339.00,34.00,24.00,34.00,8856561,628
LAUCN560010000000003,56001,56001,b56001,2.468,3,#N/A,#N/A,#N/A,#N/A,3.468,2013M10_3moAve,58,"Albany County, WY","Albany, WY",41.665514,-105.721883,WY,#REF!,4,5,21834,42443,72.64651513,4.676815573,15.44297479,31.92912403,47.9510856,479.00,1.32,"1,001.00",782.00,74.00,44.00,101.00,82162669,2255
LAUCN040110000000003,04011,4011,b04011,4.228,8.1,#N/A,#N/A,#N/A,#N/A,5.228,2013M11_3moAve,59,"Greenlee County, AZ","Greenlee, AZ",33.238872,-109.242323,AZ,#REF!,7,9,3352,54673,112.7185387,15.68920433,38.1957415,35.05790064,11.05715353,644.00,7.63,75.00,47.00,9.00,4.00,15.00,2062792,247
LAUCN050550000000003,05055,5055,b05055,6.536,6.2,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.536,2013M11_3moAve,59,"Greene County, AR","Greene, AR",36.120625,-90.56637,AR,#REF!,4,5,20144,40840,100.5787465,17.18744433,42.80115438,25.3179891,14.69341219,"1,231.00",2.92,785.00,568.00,51.00,46.00,120.00,19397550,460
LAUCN050750000000003,05075,5075,b05075,6.98,7.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.98,2013M11_3moAve,59,"Lawrence County, AR","Lawrence, AR",36.041098,-91.101153,AR,#REF!,6,6,7466,34740,85.55596601,22.56379517,42.82411372,24.22503853,10.38705258,-294.00,-1.69,284.00,194.00,26.00,29.00,35.00,33014117,1895
LAUCN050990000000003,05099,5099,b05099,6.22,6.1,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.22,2013M11_3moAve,59,"Nevada County, AR","Nevada, AR",33.666699,-93.305072,AR,#REF!,7,9,4175,33341,82.11057752,17.86120592,41.42694621,27.92133918,12.79050869,-269.00,-2.99,126.00,89.00,17.00,8.00,12.00,5629186,627
LAUCN051430000000003,05143,5143,b05143,4.036,4.1,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.036,2013M11_3moAve,59,"Washington County, AR","Washington, AR",35.971209,-94.218417,AR,#REF!,2,2,104768,43302,106.6420392,17.44123308,28.35388196,25.50150189,28.70338307,"9,383.00",4.62,"4,769.00","3,212.00",478.00,264.00,815.00,180051185,882
LAUCN051450000000003,05145,5145,b05145,6.288,7,2014M10,2014M11_3moAve,2014M11_3moAve,71,7.288,2013M11_3moAve,59,"White County, AR","White, AR",35.254722,-91.753158,AR,#REF!,4,5,36753,43363,106.792267,17.39613644,37.21508244,27.30763013,18.08115099,568.00,0.74,"1,515.00","1,071.00",139.00,80.00,225.00,45642926,590
LAUCN060210000000003,06021,6021,b06021,9.628,9.2,2014M09,2014M10_3moAve,2014M10_3moAve,70,10.628,2013M11_3moAve,59,"Glenn County, CA","Glenn, CA",39.602546,-122.4017,CA,#REF!,6,6,13110,42129,69.99916923,27.7430262,26.28346013,31.40602987,14.5674838,-897.00,-3.19,473.00,364.00,30.00,29.00,50.00,35510127,1262
LAUCN060230000000003,06023,6023,b06023,6.572,6,2014M05,2014M06_3moAve,2014M06_3moAve,66,7.572,2013M11_3moAve,59,"Humboldt County, CA","Humboldt, CA",40.706673,-123.925818,CA,#REF!,5,8,64999,40882,67.92722439,9.648231213,25.70099653,37.17435977,27.47641249,-636.00,-0.47,"3,304.00","2,456.00",349.00,196.00,303.00,171270584,1271
LAUCN060850000000003,06085,6085,b06085,5.324,4.3,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.324,2013M11_3moAve,59,"Santa Clara County, CA","Santa Clara, CA",37.220777,-121.690622,CA,#REF!,1,1,940583,91843,152.6011465,13.4777353,15.53255396,24.49867031,46.49104044,"53,447.00",3.00,"44,568.00","31,872.00","4,110.00","1,827.00","6,759.00",1558347283,872
LAUCN080390000000003,08039,8039,b08039,4.216,3.1,2014M05,2014M08_3moAve,2014M08_3moAve,68,5.216,2013M11_3moAve,59,"Elbert County, CO","Elbert, CO",39.310582,-104.117729,CO,#REF!,1,1,12664,80972,137.3757253,3.413780168,28.1730649,38.84581718,29.56733775,844.00,3.66,517.00,479.00,11.00,6.00,21.00,4202356,182
LAUCN120150000000003,12015,12015,b12015,6.692,6.2,2014M04,2014M04_3moAve,2014M04_3moAve,64,7.692,2013M11_3moAve,59,"Charlotte County, FL","Charlotte, FL",26.868933,-81.941077,FL,#REF!,3,2,65692,43611,94.76326025,11.23499209,34.48249238,33.0401884,21.24232714,"13,557.00",8.47,"3,542.00","2,723.00",197.00,77.00,545.00,55620572,348
LAUCN121090000000003,12109,12109,b12109,4.188,4,2014M12,2015M04_3moAve,2015M04_3moAve,76,5.188,2013M11_3moAve,59,"St. Johns County, FL","St. Johns, FL",29.890644,-81.383948,FL,#REF!,1,1,101392,66312,144.0907412,6.800806888,21.32259432,30.45782111,41.41877768,"25,543.00",13.44,"4,956.00","3,814.00",316.00,157.00,669.00,138341189,723
LAUCN121150000000003,12115,12115,b12115,5.912,5.2,2013M12,2014M04_3moAve,2014M04_3moAve,64,6.912,2013M11_3moAve,59,"Sarasota County, FL","Sarasota, FL",27.184386,-82.365835,FL,#REF!,2,2,166857,48717,105.8581952,8.065916736,30.71156937,30.4294303,30.7930836,"25,856.00",6.81,"12,385.00","9,708.00",766.00,366.00,"1,545.00",193413579,509
LAUCN131470000000003,13147,13147,b13147,7.6,7.1,2014M03,2014M04_3moAve,2014M04_3moAve,64,8.6,2013M11_3moAve,59,"Hart County, GA","Hart, GA",34.348733,-82.96329,GA,#REF!,6,6,11148,40225,84.21438292,19.67343688,38.31142971,26.50622973,15.50890368,171.00,0.68,387.00,298.00,24.00,14.00,51.00,20026028,794
LAUCN160310000000003,16031,16031,b16031,3.552,3.5,2014M10,2015M05_3moAve,2015M05_3moAve,77,4.552,2013M11_3moAve,59,"Cassia County, ID","Cassia, ID",42.282313,-113.626328,ID,#REF!,7,8,11189,44160,94.72126295,21.98224852,26.19822485,36.2204142,15.59911243,-275.00,-1.20,639.00,472.00,64.00,46.00,57.00,20531844,889
LAUCN160410000000003,16041,16041,b16041,2.74,3,2015M05,#N/A,#N/A,#N/A,3.74,2013M11_3moAve,59,"Franklin County, ID","Franklin, ID",42.173609,-111.822965,ID,#REF!,3,2,6247,44790,96.07258532,7.965802687,37.6441851,36.95209662,17.43791559,-229.00,-1.79,289.00,243.00,20.00,10.00,16.00,14860319,1162
LAUCN160570000000003,16057,16057,b16057,3.46,4.2,2014M09,2014M11_3moAve,2014M11_3moAve,71,4.46,2013M11_3moAve,59,"Latah County, ID","Latah, ID",46.81892,-116.730974,ID,#REF!,4,5,19242,43699,93.73243817,4.690770695,20.64224548,30.59467174,44.07231208,241.00,0.65,877.00,649.00,85.00,32.00,111.00,61214308,1640
LAUCN160650000000003,16065,16065,b16065,2.856,3.2,2014M10,#N/A,#N/A,#N/A,3.856,2013M11_3moAve,59,"Madison County, ID","Madison, ID",43.788614,-111.656993,ID,#REF!,4,5,17894,37142,79.66796079,5.062952049,15.77819448,45.44602197,33.7128315,"-3,530.00",-9.40,735.00,547.00,76.00,35.00,77.00,55948493,1487
LAUCN180610000000003,18061,18061,b18061,5.168,4.7,2014M09,2015M05_3moAve,2015M05_3moAve,77,6.168,2013M11_3moAve,59,"Harrison County, IN","Harrison, IN",38.18644,-86.103681,IN,#REF!,1,1,18755,50321,105.921108,12.41195225,43.8051457,28.83888189,14.94402017,-204.00,-0.52,660.00,475.00,45.00,49.00,91.00,15180831,385
LAUCN180690000000003,18069,18069,b18069,5.66,4.3,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.66,2013M11_3moAve,59,"Huntington County, IN","Huntington, IN",40.826394,-85.478597,IN,#REF!,6,5,19152,44828,94.35884483,11.47686833,41.66531867,29.96603041,16.89178259,-537.00,-1.45,876.00,607.00,73.00,59.00,137.00,40123229,1081
LAUCN181030000000003,18103,18103,b18103,6.752,5.1,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.752,2013M11_3moAve,59,"Miami County, IN","Miami, IN",40.772881,-86.044258,IN,#REF!,6,5,15947,43694,91.97187842,16.71248157,42.37281383,30.26971037,10.64499422,"-1,027.00",-2.78,560.00,394.00,56.00,38.00,72.00,31483520,856
