id,Area_Type,FIPS,FIPS_Code,area_text,state
2155,F,CN2012700000000,20127,"Morris County, KS",KS
2156,F,CN2012900000000,20129,"Morton County, KS",KS
2157,F,CN2013100000000,20131,"Nemaha County, KS",KS
2158,F,CN2013300000000,20133,"Neosho County, KS",KS
2159,F,CN2013500000000,20135,"Ness County, KS",KS
2160,F,CN2013700000000,20137,"Norton County, KS",KS
2161,F,CN2013900000000,20139,"Osage County, KS",KS
2162,F,CN2014100000000,20141,"Osborne County, KS",KS
2163,F,CN2014300000000,20143,"Ottawa County, KS",KS
2164,F,CN2014500000000,20145,"Pawnee County, KS",KS
2165,F,CN2014700000000,20147,"Phillips County, KS",KS
2166,F,CN2014900000000,20149,"Pottawatomie County, KS",KS
2167,F,CN2015100000000,20151,"Pratt County, KS",KS
2168,F,CN2015300000000,20153,"Rawlins County, KS",KS
2169,F,CN2015500000000,20155,"Reno County, KS",KS
2170,F,CN2015700000000,20157,"Republic County, KS",KS
2171,F,CN2015900000000,20159,"Rice County, KS",KS
2172,F,CN2016100000000,20161,"Riley County, KS",KS
2173,F,CN2016300000000,20163,"Rooks County, KS",KS
2174,F,CN2016500000000,20165,"Rush County, KS",KS
2175,F,CN2016700000000,20167,"Russell County, KS",KS
2176,F,CN2016900000000,20169,"Saline County, KS",KS
2177,F,CN2017100000000,20171,"Scott County, KS",KS
2178,F,CN2017300000000,20173,"Sedgwick County, KS",KS
2179,F,CN2017500000000,20175,"Seward County, KS",KS
2180,F,CN2017700000000,20177,"Shawnee County, KS",KS
2181,F,CN2017900000000,20179,"Sheridan County, KS",KS
2182,F,CN2018100000000,20181,"Sherman County, KS",KS
2183,F,CN2018300000000,20183,"Smith County, KS",KS
2184,F,CN2018500000000,20185,"Stafford County, KS",KS
2185,F,CN2018700000000,20187,"Stanton County, KS",KS
2186,F,CN2018900000000,20189,"Stevens County, KS",KS
2187,F,CN2019100000000,20191,"Sumner County, KS",KS
2188,F,CN2019300000000,20193,"Thomas County, KS",KS
2189,F,CN2019500000000,20195,"Trego County, KS",KS
2190,F,CN2019700000000,20197,"Wabaunsee County, KS",KS
2191,F,CN2019900000000,20199,"Wallace County, KS",KS
2192,F,CN2020100000000,20201,"Washington County, KS",KS
2193,F,CN2020300000000,20203,"Wichita County, KS",KS
2194,F,CN2020500000000,20205,"Wilson County, KS",KS
2195,F,CN2020700000000,20207,"Woodson County, KS",KS
2196,F,CN2020900000000,20209,"Wyandotte County, KS",KS
2197,F,CN2100100000000,21001,"Adair County, KY",KY
2198,F,CN2100300000000,21003,"Allen County, KY",KY
2199,F,CN2100500000000,21005,"Anderson County, KY",KY
2200,F,CN2100700000000,21007,"Ballard County, KY",KY
2201,F,CN2100900000000,21009,"Barren County, KY",KY
2202,F,CN2101100000000,21011,"Bath County, KY",KY
2203,F,CN2101300000000,21013,"Bell County, KY",KY
2204,F,CN2101500000000,21015,"Boone County, KY",KY
2205,F,CN2101700000000,21017,"Bourbon County, KY",KY
2206,F,CN2101900000000,21019,"Boyd County, KY",KY
2207,F,CN2102100000000,21021,"Boyle County, KY",KY
2208,F,CN2102300000000,21023,"Bracken County, KY",KY
2209,F,CN2102500000000,21025,"Breathitt County, KY",KY
2210,F,CN2102700000000,21027,"Breckinridge County, KY",KY
2211,F,CN2102900000000,21029,"Bullitt County, KY",KY
2212,F,CN2103100000000,21031,"Butler County, KY",KY
2213,F,CN2103300000000,21033,"Caldwell County, KY",KY
2214,F,CN2103500000000,21035,"Calloway County, KY",KY
2215,F,CN2103700000000,21037,"Campbell County, KY",KY
2216,F,CN2103900000000,21039,"Carlisle County, KY",KY
2217,F,CN2104100000000,21041,"Carroll County, KY",KY
2218,F,CN2104300000000,21043,"Carter County, KY",KY
2219,F,CN2104500000000,21045,"Casey County, KY",KY
2220,F,CN2104700000000,21047,"Christian County, KY",KY
2221,F,CN2104900000000,21049,"Clark County, KY",KY
2222,F,CN2105100000000,21051,"Clay County, KY",KY
2223,F,CN2105300000000,21053,"Clinton County, KY",KY
2224,F,CN2105500000000,21055,"Crittenden County, KY",KY
2225,F,CN2105700000000,21057,"Cumberland County, KY",KY
2226,F,CN2105900000000,21059,"Daviess County, KY",KY
2227,F,CN2106100000000,21061,"Edmonson County, KY",KY
2228,F,CN2106300000000,21063,"Elliott County, KY",KY
2229,F,CN2106500000000,21065,"Estill County, KY",KY
2230,F,CN2106700000000,21067,"Fayette County, KY",KY
2231,F,CN2106900000000,21069,"Fleming County, KY",KY
2232,F,CN2107100000000,21071,"Floyd County, KY",KY
2233,F,CN2107300000000,21073,"Franklin County, KY",KY
2234,F,CN2107500000000,21075,"Fulton County, KY",KY
2235,F,CN2107700000000,21077,"Gallatin County, KY",KY
2236,F,CN2107900000000,21079,"Garrard County, KY",KY
2237,F,CN2108100000000,21081,"Grant County, KY",KY
2238,F,CN2108300000000,21083,"Graves County, KY",KY
2239,F,CN2108500000000,21085,"Grayson County, KY",KY
2240,F,CN2108700000000,21087,"Green County, KY",KY
2241,F,CN2108900000000,21089,"Greenup County, KY",KY
2242,F,CN2109100000000,21091,"Hancock County, KY",KY
2243,F,CN2109300000000,21093,"Hardin County, KY",KY
2244,F,CN2109500000000,21095,"Harlan County, KY",KY
2245,F,CN2109700000000,21097,"Harrison County, KY",KY
2246,F,CN2109900000000,21099,"Hart County, KY",KY
2247,F,CN2110100000000,21101,"Henderson County, KY",KY
2248,F,CN2110300000000,21103,"Henry County, KY",KY
2249,F,CN2110500000000,21105,"Hickman County, KY",KY
2250,F,CN2110700000000,21107,"Hopkins County, KY",KY
2251,F,CN2110900000000,21109,"Jackson County, KY",KY
2252,F,CN2111100000000,21111,"Jefferson County, KY",KY
2253,F,CN2111300000000,21113,"Jessamine County, KY",KY
2254,F,CN2111500000000,21115,"Johnson County, KY",KY
2255,F,CN2111700000000,21117,"Kenton County, KY",KY
2256,F,CN2111900000000,21119,"Knott County, KY",KY
2257,F,CN2112100000000,21121,"Knox County, KY",KY
2258,F,CN2112300000000,21123,"Larue County, KY",KY
2259,F,CN2112500000000,21125,"Laurel County, KY",KY
2260,F,CN2112700000000,21127,"Lawrence County, KY",KY
2261,F,CN2112900000000,21129,"Lee County, KY",KY
2262,F,CN2113100000000,21131,"Leslie County, KY",KY
2263,F,CN2113300000000,21133,"Letcher County, KY",KY
2264,F,CN2113500000000,21135,"Lewis County, KY",KY
2265,F,CN2113700000000,21137,"Lincoln County, KY",KY
2266,F,CN2113900000000,21139,"Livingston County, KY",KY
2267,F,CN2114100000000,21141,"Logan County, KY",KY
2268,F,CN2114300000000,21143,"Lyon County, KY",KY
2269,F,CN2114500000000,21145,"McCracken County, KY",KY
2270,F,CN2114700000000,21147,"McCreary County, KY",KY
2271,F,CN2114900000000,21149,"McLean County, KY",KY
2272,F,CN2115100000000,21151,"Madison County, KY",KY
2273,F,CN2115300000000,21153,"Magoffin County, KY",KY
2274,F,CN2115500000000,21155,"Marion County, KY",KY
2275,F,CN2115700000000,21157,"Marshall County, KY",KY
2276,F,CN2115900000000,21159,"Martin County, KY",KY
2277,F,CN2116100000000,21161,"Mason County, KY",KY
2278,F,CN2116300000000,21163,"Meade County, KY",KY
2279,F,CN2116500000000,21165,"Menifee County, KY",KY
2280,F,CN2116700000000,21167,"Mercer County, KY",KY
2281,F,CN2116900000000,21169,"Metcalfe County, KY",KY
2282,F,CN2117100000000,21171,"Monroe County, KY",KY
2283,F,CN2117300000000,21173,"Montgomery County, KY",KY
2284,F,CN2117500000000,21175,"Morgan County, KY",KY
2285,F,CN2117700000000,21177,"Muhlenberg County, KY",KY
2286,F,CN2117900000000,21179,"Nelson County, KY",KY
2287,F,CN2118100000000,21181,"Nicholas County, KY",KY
2288,F,CN2118300000000,21183,"Ohio County, KY",KY
2289,F,CN2118500000000,21185,"Oldham County, KY",KY
2290,F,CN2118700000000,21187,"Owen County, KY",KY
2291,F,CN2118900000000,21189,"Owsley County, KY",KY
2292,F,CN2119100000000,21191,"Pendleton County, KY",KY
2293,F,CN2119300000000,21193,"Perry County, KY",KY
2294,F,CN2119500000000,21195,"Pike County, KY",KY
2295,F,CN2119700000000,21197,"Powell County, KY",KY
2296,F,CN2119900000000,21199,"Pulaski County, KY",KY
2297,F,CN2120100000000,21201,"Robertson County, KY",KY
2298,F,CN2120300000000,21203,"Rockcastle County, KY",KY
2299,F,CN2120500000000,21205,"Rowan County, KY",KY
2300,F,CN2120700000000,21207,"Russell County, KY",KY
2301,F,CN2120900000000,21209,"Scott County, KY",KY
2302,F,CN2121100000000,21211,"Shelby County, KY",KY
2303,F,CN2121300000000,21213,"Simpson County, KY",KY
2304,F,CN2121500000000,21215,"Spencer County, KY",KY
2305,F,CN2121700000000,21217,"Taylor County, KY",KY
2306,F,CN2121900000000,21219,"Todd County, KY",KY
2307,F,CN2122100000000,21221,"Trigg County, KY",KY
2308,F,CN2122300000000,21223,"Trimble County, KY",KY
2309,F,CN2122500000000,21225,"Union County, KY",KY
2310,F,CN2122700000000,21227,"Warren County, KY",KY
2311,F,CN2122900000000,21229,"Washington County, KY",KY
2312,F,CN2123100000000,21231,"Wayne County, KY",KY
2313,F,CN2123300000000,21233,"Webster County, KY",KY
2314,F,CN2123500000000,21235,"Whitley County, KY",KY
2315,F,CN2123700000000,21237,"Wolfe County, KY",KY
2316,F,CN2123900000000,21239,"Woodford County, KY",KY
2317,F,CN2200100000000,22001,"Acadia Parish, LA",LA
2318,F,CN2200300000000,22003,"Allen Parish, LA",LA
2319,F,CN2200500000000,22005,"Ascension Parish, LA",LA
2320,F,CN2200700000000,22007,"Assumption Parish, LA",LA
2321,F,CN2200900000000,22009,"Avoyelles Parish, LA",LA
2322,F,CN2201100000000,22011,"Beauregard Parish, LA",LA
2323,F,CN2201300000000,22013,"Bienville Parish, LA",LA
2324,F,CN2201500000000,22015,"Bossier Parish, LA",LA
2325,F,CN2201700000000,22017,"Caddo Parish, LA",LA
2326,F,CN2201900000000,22019,"Calcasieu Parish, LA",LA
2327,F,CN2202100000000,22021,"Caldwell Parish, LA",LA
2328,F,CN2202300000000,22023,"Cameron Parish, LA",LA
2329,F,CN2202500000000,22025,"Catahoula Parish, LA",LA
2330,F,CN2202700000000,22027,"Claiborne Parish, LA",LA
2331,F,CN2202900000000,22029,"Concordia Parish, LA",LA
2332,F,CN2203100000000,22031,"De Soto Parish, LA",LA
2333,F,CN2203300000000,22033,"East Baton Rouge Parish, LA",LA
2334,F,CN2203500000000,22035,"East Carroll Parish, LA",LA
2335,F,CN2203700000000,22037,"East Feliciana Parish, LA",LA
2336,F,CN2203900000000,22039,"Evangeline Parish, LA",LA
2337,F,CN2204100000000,22041,"Franklin Parish, LA",LA
2338,F,CN2204300000000,22043,"Grant Parish, LA",LA
2339,F,CN2204500000000,22045,"Iberia Parish, LA",LA
2340,F,CN2204700000000,22047,"Iberville Parish, LA",LA
2341,F,CN2204900000000,22049,"Jackson Parish, LA",LA
2342,F,CN2205100000000,22051,"Jefferson Parish, LA",LA
2343,F,CN2205300000000,22053,"Jefferson Davis Parish, LA",LA
2344,F,CN2205500000000,22055,"Lafayette Parish, LA",LA
2345,F,CN2205700000000,22057,"Lafourche Parish, LA",LA
2346,F,CN2205900000000,22059,"LaSalle Parish, LA",LA
2347,F,CN2206100000000,22061,"Lincoln Parish, LA",LA
2348,F,CN2206300000000,22063,"Livingston Parish, LA",LA
2349,F,CN2206500000000,22065,"Madison Parish, LA",LA
2350,F,CN2206700000000,22067,"Morehouse Parish, LA",LA
2351,F,CN2206900000000,22069,"Natchitoches Parish, LA",LA
2352,F,CN2207100000000,22071,"Orleans Parish, LA",LA
2353,F,CN2207300000000,22073,"Ouachita Parish, LA",LA
2354,F,CN2207500000000,22075,"Plaquemines Parish, LA",LA
2355,F,CN2207700000000,22077,"Pointe Coupee Parish, LA",LA
2356,F,CN2207900000000,22079,"Rapides Parish, LA",LA
2357,F,CN2208100000000,22081,"Red River Parish, LA",LA
2358,F,CN2208300000000,22083,"Richland Parish, LA",LA
2359,F,CN2208500000000,22085,"Sabine Parish, LA",LA
2360,F,CN2208700000000,22087,"St. Bernard Parish, LA",LA
2361,F,CN2208900000000,22089,"St. Charles Parish, LA",LA
2362,F,CN2209100000000,22091,"St. Helena Parish, LA",LA
2363,F,CN2209300000000,22093,"St. James Parish, LA",LA
2364,F,CN2209500000000,22095,"St. John the Baptist Parish, LA",LA
2365,F,CN2209700000000,22097,"St. Landry Parish, LA",LA
2366,F,CN2209900000000,22099,"St. Martin Parish, LA",LA
2367,F,CN2210100000000,22101,"St. Mary Parish, LA",LA
2368,F,CN2210300000000,22103,"St. Tammany Parish, LA",LA
2369,F,CN2210500000000,22105,"Tangipahoa Parish, LA",LA
2370,F,CN2210700000000,22107,"Tensas Parish, LA",LA
2371,F,CN2210900000000,22109,"Terrebonne Parish, LA",LA
2372,F,CN2211100000000,22111,"Union Parish, LA",LA
2373,F,CN2211300000000,22113,"Vermilion Parish, LA",LA
2374,F,CN2211500000000,22115,"Vernon Parish, LA",LA
2375,F,CN2211700000000,22117,"Washington Parish, LA",LA
2376,F,CN2211900000000,22119,"Webster Parish, LA",LA
2377,F,CN2212100000000,22121,"West Baton Rouge Parish, LA",LA
2378,F,CN2212300000000,22123,"West Carroll Parish, LA",LA
2379,F,CN2212500000000,22125,"West Feliciana Parish, LA",LA
2380,F,CN2212700000000,22127,"Winn Parish, LA",LA
2381,F,CN2300100000000,23001,"Androscoggin County, ME",ME
2382,F,CN2300300000000,23003,"Aroostook County, ME",ME
2383,F,CN2300500000000,23005,"Cumberland County, ME",ME
2384,F,CN2300700000000,23007,"Franklin County, ME",ME
2385,F,CN2300900000000,23009,"Hancock County, ME",ME
2386,F,CN2301100000000,23011,"Kennebec County, ME",ME
2387,F,CN2301300000000,23013,"Knox County, ME",ME
2388,F,CN2301500000000,23015,"Lincoln County, ME",ME
2389,F,CN2301700000000,23017,"Oxford County, ME",ME
2390,F,CN2301900000000,23019,"Penobscot County, ME",ME
2391,F,CN2302100000000,23021,"Piscataquis County, ME",ME
2392,F,CN2302300000000,23023,"Sagadahoc County, ME",ME
2393,F,CN2302500000000,23025,"Somerset County, ME",ME
2394,F,CN2302700000000,23027,"Waldo County, ME",ME
2395,F,CN2302900000000,23029,"Washington County, ME",ME
2396,F,CN2303100000000,23031,"York County, ME",ME
2397,F,CN2400100000000,24001,"Allegany County, MD",MD
2398,F,CN2400300000000,24003,"Anne Arundel County, MD",MD
2399,F,CN2400500000000,24005,"Baltimore County, MD",MD
2400,F,CN2400900000000,24009,"Calvert County, MD",MD
2401,F,CN2401100000000,24011,"Caroline County, MD",MD
2402,F,CN2401300000000,24013,"Carroll County, MD",MD
2403,F,CN2401500000000,24015,"Cecil County, MD",MD
2404,F,CN2401700000000,24017,"Charles County, MD",MD
2405,F,CN2401900000000,24019,"Dorchester County, MD",MD
2406,F,CN2402100000000,24021,"Frederick County, MD",MD
2407,F,CN2402300000000,24023,"Garrett County, MD",MD
2408,F,CN2402500000000,24025,"Harford County, MD",MD
2409,F,CN2402700000000,24027,"Howard County, MD",MD
2410,F,CN2402900000000,24029,"Kent County, MD",MD
2411,F,CN2403100000000,24031,"Montgomery County, MD",MD
2412,F,CN2403300000000,24033,"Prince George's County, MD",MD
2413,F,CN2403500000000,24035,"Queen Anne's County, MD",MD
2414,F,CN2403700000000,24037,"St. Mary's County, MD",MD
2415,F,CN2403900000000,24039,"Somerset County, MD",MD
2416,F,CN2404100000000,24041,"Talbot County, MD",MD
2417,F,CN2404300000000,24043,"Washington County, MD",MD
2418,F,CN2404500000000,24045,"Wicomico County, MD",MD
2419,F,CN2404700000000,24047,"Worcester County, MD",MD
2420,F,CN2451000000000,24510,"Baltimore city, MD",MD
2421,F,CN2500100000000,25001,"Barnstable County, MA",MA
2422,F,CN2500300000000,25003,"Berkshire County, MA",MA
2423,F,CN2500500000000,25005,"Bristol County, MA",MA
2424,F,CN2500700000000,25007,"Dukes County, MA",MA
2425,F,CN2500900000000,25009,"Essex County, MA",MA
2426,F,CN2501100000000,25011,"Franklin County, MA",MA
2427,F,CN2501300000000,25013,"Hampden County, MA",MA
2428,F,CN2501500000000,25015,"Hampshire County, MA",MA
2429,F,CN2501700000000,25017,"Middlesex County, MA",MA
2430,F,CN2501900000000,25019,"Nantucket County/town, MA",MA
2431,F,CN2502100000000,25021,"Norfolk County, MA",MA
2432,F,CN2502300000000,25023,"Plymouth County, MA",MA
2433,F,CN2502500000000,25025,"Suffolk County, MA",MA
2434,F,CN2502700000000,25027,"Worcester County, MA",MA
2435,F,CN2600100000000,26001,"Alcona County, MI",MI
2436,F,CN2600300000000,26003,"Alger County, MI",MI
2437,F,CN2600500000000,26005,"Allegan County, MI",MI
2438,F,CN2600700000000,26007,"Alpena County, MI",MI
2439,F,CN2600900000000,26009,"Antrim County, MI",MI
2440,F,CN2601100000000,26011,"Arenac County, MI",MI
2441,F,CN2601300000000,26013,"Baraga County, MI",MI
2442,F,CN2601500000000,26015,"Barry County, MI",MI
2443,F,CN2601700000000,26017,"Bay County, MI",MI
2444,F,CN2601900000000,26019,"Benzie County, MI",MI
2445,F,CN2602100000000,26021,"Berrien County, MI",MI
2446,F,CN2602300000000,26023,"Branch County, MI",MI
2447,F,CN2602500000000,26025,"Calhoun County, MI",MI
2448,F,CN2602700000000,26027,"Cass County, MI",MI
2449,F,CN2602900000000,26029,"Charlevoix County, MI",MI
2450,F,CN2603100000000,26031,"Cheboygan County, MI",MI
2451,F,CN2603300000000,26033,"Chippewa County, MI",MI
2452,F,CN2603500000000,26035,"Clare County, MI",MI
2453,F,CN2603700000000,26037,"Clinton County, MI",MI
2454,F,CN2603900000000,26039,"Crawford County, MI",MI
2455,F,CN2604100000000,26041,"Delta County, MI",MI
2456,F,CN2604300000000,26043,"Dickinson County, MI",MI
2457,F,CN2604500000000,26045,"Eaton County, MI",MI
2458,F,CN2604700000000,26047,"Emmet County, MI",MI
2459,F,CN2604900000000,26049,"Genesee County, MI",MI
2460,F,CN2605100000000,26051,"Gladwin County, MI",MI
2461,F,CN2605300000000,26053,"Gogebic County, MI",MI
2462,F,CN2605500000000,26055,"Grand Traverse County, MI",MI
2463,F,CN2605700000000,26057,"Gratiot County, MI",MI
2464,F,CN2605900000000,26059,"Hillsdale County, MI",MI
2465,F,CN2606100000000,26061,"Houghton County, MI",MI
2466,F,CN2606300000000,26063,"Huron County, MI",MI
2467,F,CN2606500000000,26065,"Ingham County, MI",MI
2468,F,CN2606700000000,26067,"Ionia County, MI",MI
2469,F,CN2606900000000,26069,"Iosco County, MI",MI
2470,F,CN2607100000000,26071,"Iron County, MI",MI
2471,F,CN2607300000000,26073,"Isabella County, MI",MI
2472,F,CN2607500000000,26075,"Jackson County, MI",MI
2473,F,CN2607700000000,26077,"Kalamazoo County, MI",MI
2474,F,CN2607900000000,26079,"Kalkaska County, MI",MI
2475,F,CN2608100000000,26081,"Kent County, MI",MI
2476,F,CN2608300000000,26083,"Keweenaw County, MI",MI
2477,F,CN2608500000000,26085,"Lake County, MI",MI
2478,F,CN2608700000000,26087,"Lapeer County, MI",MI
2479,F,CN2608900000000,26089,"Leelanau County, MI",MI
2480,F,CN2609100000000,26091,"Lenawee County, MI",MI
2481,F,CN2609300000000,26093,"Livingston County, MI",MI
2482,F,CN2609500000000,26095,"Luce County, MI",MI
2483,F,CN2609700000000,26097,"Mackinac County, MI",MI
2484,F,CN2609900000000,26099,"Macomb County, MI",MI
2485,F,CN2610100000000,26101,"Manistee County, MI",MI
2486,F,CN2610300000000,26103,"Marquette County, MI",MI
2487,F,CN2610500000000,26105,"Mason County, MI",MI
2488,F,CN2610700000000,26107,"Mecosta County, MI",MI
2489,F,CN2610900000000,26109,"Menominee County, MI",MI
2490,F,CN2611100000000,26111,"Midland County, MI",MI
2491,F,CN2611300000000,26113,"Missaukee County, MI",MI
2492,F,CN2611500000000,26115,"Monroe County, MI",MI
2493,F,CN2611700000000,26117,"Montcalm County, MI",MI
2494,F,CN2611900000000,26119,"Montmorency County, MI",MI
2495,F,CN2612100000000,26121,"Muskegon County, MI",MI
2496,F,CN2612300000000,26123,"Newaygo County, MI",MI
2497,F,CN2612500000000,26125,"Oakland County, MI",MI
2498,F,CN2612700000000,26127,"Oceana County, MI",MI
2499,F,CN2612900000000,26129,"Ogemaw County, MI",MI
2500,F,CN2613100000000,26131,"Ontonagon County, MI",MI
2501,F,CN2613300000000,26133,"Osceola County, MI",MI
2502,F,CN2613500000000,26135,"Oscoda County, MI",MI
2503,F,CN2613700000000,26137,"Otsego County, MI",MI
2504,F,CN2613900000000,26139,"Ottawa County, MI",MI
2505,F,CN2614100000000,26141,"Presque Isle County, MI",MI
2506,F,CN2614300000000,26143,"Roscommon County, MI",MI
2507,F,CN2614500000000,26145,"Saginaw County, MI",MI
2508,F,CN2614700000000,26147,"St. Clair County, MI",MI
2509,F,CN2614900000000,26149,"St. Joseph County, MI",MI
2510,F,CN2615100000000,26151,"Sanilac County, MI",MI
2511,F,CN2615300000000,26153,"Schoolcraft County, MI",MI
2512,F,CN2615500000000,26155,"Shiawassee County, MI",MI
2513,F,CN2615700000000,26157,"Tuscola County, MI",MI
2514,F,CN2615900000000,26159,"Van Buren County, MI",MI
2515,F,CN2616100000000,26161,"Washtenaw County, MI",MI
2516,F,CN2616300000000,26163,"Wayne County, MI",MI
2517,F,CN2616500000000,26165,"Wexford County, MI",MI
2518,F,CN2700100000000,27001,"Aitkin County, MN",MN
2519,F,CN2700300000000,27003,"Anoka County, MN",MN
2520,F,CN2700500000000,27005,"Becker County, MN",MN
2521,F,CN2700700000000,27007,"Beltrami County, MN",MN
2522,F,CN2700900000000,27009,"Benton County, MN",MN
2523,F,CN2701100000000,27011,"Big Stone County, MN",MN
2524,F,CN2701300000000,27013,"Blue Earth County, MN",MN
2525,F,CN2701500000000,27015,"Brown County, MN",MN
2526,F,CN2701700000000,27017,"Carlton County, MN",MN
2527,F,CN2701900000000,27019,"Carver County, MN",MN
2528,F,CN2702100000000,27021,"Cass County, MN",MN
2529,F,CN2702300000000,27023,"Chippewa County, MN",MN
2530,F,CN2702500000000,27025,"Chisago County, MN",MN
2531,F,CN2702700000000,27027,"Clay County, MN",MN
2532,F,CN2702900000000,27029,"Clearwater County, MN",MN
2533,F,CN2703100000000,27031,"Cook County, MN",MN
2534,F,CN2703300000000,27033,"Cottonwood County, MN",MN
2535,F,CN2703500000000,27035,"Crow Wing County, MN",MN
2536,F,CN2703700000000,27037,"Dakota County, MN",MN
2537,F,CN2703900000000,27039,"Dodge County, MN",MN
2538,F,CN2704100000000,27041,"Douglas County, MN",MN
2539,F,CN2704300000000,27043,"Faribault County, MN",MN
2540,F,CN2704500000000,27045,"Fillmore County, MN",MN
2541,F,CN2704700000000,27047,"Freeborn County, MN",MN
2542,F,CN2704900000000,27049,"Goodhue County, MN",MN
2543,F,CN2705100000000,27051,"Grant County, MN",MN
2544,F,CN2705300000000,27053,"Hennepin County, MN",MN
2545,F,CN2705500000000,27055,"Houston County, MN",MN
2546,F,CN2705700000000,27057,"Hubbard County, MN",MN
2547,F,CN2705900000000,27059,"Isanti County, MN",MN
2548,F,CN2706100000000,27061,"Itasca County, MN",MN
2549,F,CN2706300000000,27063,"Jackson County, MN",MN
2550,F,CN2706500000000,27065,"Kanabec County, MN",MN
2551,F,CN2706700000000,27067,"Kandiyohi County, MN",MN
2552,F,CN2706900000000,27069,"Kittson County, MN",MN
2553,F,CN2707100000000,27071,"Koochiching County, MN",MN
2554,F,CN2707300000000,27073,"Lac qui Parle County, MN",MN
2555,F,CN2707500000000,27075,"Lake County, MN",MN
2556,F,CN2707700000000,27077,"Lake of the Woods County, MN",MN
2557,F,CN2707900000000,27079,"Le Sueur County, MN",MN
2558,F,CN2708100000000,27081,"Lincoln County, MN",MN
2559,F,CN2708300000000,27083,"Lyon County, MN",MN
2560,F,CN2708500000000,27085,"McLeod County, MN",MN
2561,F,CN2708700000000,27087,"Mahnomen County, MN",MN
2562,F,CN2708900000000,27089,"Marshall County, MN",MN
2563,F,CN2709100000000,27091,"Martin County, MN",MN
2564,F,CN2709300000000,27093,"Meeker County, MN",MN
2565,F,CN2709500000000,27095,"Mille Lacs County, MN",MN
2566,F,CN2709700000000,27097,"Morrison County, MN",MN
2567,F,CN2709900000000,27099,"Mower County, MN",MN
2568,F,CN2710100000000,27101,"Murray County, MN",MN
2569,F,CN2710300000000,27103,"Nicollet County, MN",MN
2570,F,CN2710500000000,27105,"Nobles County, MN",MN
2571,F,CN2710700000000,27107,"Norman County, MN",MN
2572,F,CN2710900000000,27109,"Olmsted County, MN",MN
2573,F,CN2711100000000,27111,"Otter Tail County, MN",MN
2574,F,CN2711300000000,27113,"Pennington County, MN",MN
2575,F,CN2711500000000,27115,"Pine County, MN",MN
2576,F,CN2711700000000,27117,"Pipestone County, MN",MN
2577,F,CN2711900000000,27119,"Polk County, MN",MN
2578,F,CN2712100000000,27121,"Pope County, MN",MN
2579,F,CN2712300000000,27123,"Ramsey County, MN",MN
2580,F,CN2712500000000,27125,"Red Lake County, MN",MN
2581,F,CN2712700000000,27127,"Redwood County, MN",MN
2582,F,CN2712900000000,27129,"Renville County, MN",MN
2583,F,CN2713100000000,27131,"Rice County, MN",MN
2584,F,CN2713300000000,27133,"Rock County, MN",MN
2585,F,CN2713500000000,27135,"Roseau County, MN",MN
2586,F,CN2713700000000,27137,"St. Louis County, MN",MN
2587,F,CN2713900000000,27139,"Scott County, MN",MN
2588,F,CN2714100000000,27141,"Sherburne County, MN",MN
2589,F,CN2714300000000,27143,"Sibley County, MN",MN
2590,F,CN2714500000000,27145,"Stearns County, MN",MN
2591,F,CN2714700000000,27147,"Steele County, MN",MN
2592,F,CN2714900000000,27149,"Stevens County, MN",MN
2593,F,CN2715100000000,27151,"Swift County, MN",MN
2594,F,CN2715300000000,27153,"Todd County, MN",MN
2595,F,CN2715500000000,27155,"Traverse County, MN",MN
2596,F,CN2715700000000,27157,"Wabasha County, MN",MN
2597,F,CN2715900000000,27159,"Wadena County, MN",MN
2598,F,CN2716100000000,27161,"Waseca County, MN",MN
2599,F,CN2716300000000,27163,"Washington County, MN",MN
2600,F,CN2716500000000,27165,"Watonwan County, MN",MN
2601,F,CN2716700000000,27167,"Wilkin County, MN",MN
2602,F,CN2716900000000,27169,"Winona County, MN",MN
2603,F,CN2717100000000,27171,"Wright County, MN",MN
2604,F,CN2717300000000,27173,"Yellow Medicine County, MN",MN
2605,F,CN2800100000000,28001,"Adams County, MS",MS
2606,F,CN2800300000000,28003,"Alcorn County, MS",MS
2607,F,CN2800500000000,28005,"Amite County, MS",MS
2608,F,CN2800700000000,28007,"Attala County, MS",MS
2609,F,CN2800900000000,28009,"Benton County, MS",MS
2610,F,CN2801100000000,28011,"Bolivar County, MS",MS
2611,F,CN2801300000000,28013,"Calhoun County, MS",MS
2612,F,CN2801500000000,28015,"Carroll County, MS",MS
2613,F,CN2801700000000,28017,"Chickasaw County, MS",MS
2614,F,CN2801900000000,28019,"Choctaw County, MS",MS
2615,F,CN2802100000000,28021,"Claiborne County, MS",MS
2616,F,CN2802300000000,28023,"Clarke County, MS",MS
2617,F,CN2802500000000,28025,"Clay County, MS",MS
2618,F,CN2802700000000,28027,"Coahoma County, MS",MS
2619,F,CN2802900000000,28029,"Copiah County, MS",MS
2620,F,CN2803100000000,28031,"Covington County, MS",MS
2621,F,CN2803300000000,28033,"DeSoto County, MS",MS
2622,F,CN2803500000000,28035,"Forrest County, MS",MS
2623,F,CN2803700000000,28037,"Franklin County, MS",MS
2624,F,CN2803900000000,28039,"George County, MS",MS
2625,F,CN2804100000000,28041,"Greene County, MS",MS
2626,F,CN2804300000000,28043,"Grenada County, MS",MS
2627,F,CN2804500000000,28045,"Hancock County, MS",MS
