series_id,FIPS_Code,fips_code3,bFIPS,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DateReturned3moMovingAve_VALUES,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1,County_Name,LAT,LON,State
LAUCN530110000000003,53011,53011,b53011,6.864,6.8,2015M03,2015M05_3moAve,2015M05_3moAve,77,7.864,2013M11_3moAve,59,"Clark County, WA",45.771674,-122.485903,WA
LAUCN530370000000003,53037,53037,b53037,5.82,6.1,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.82,2013M11_3moAve,59,"Kittitas County, WA",47.124444,-120.676714,WA
LAUCN540370000000003,54037,54037,b54037,3.492,4.6,#N/A,#N/A,#N/A,#N/A,4.492,2013M11_3moAve,59,"Jefferson County, WV",39.307398,-77.86322,WV
LAUCN540690000000003,54069,54069,b54069,4.196,6.6,#N/A,#N/A,#N/A,#N/A,5.196,2013M11_3moAve,59,"Ohio County, WV",40.098932,-80.620728,WV
LAUCN550270000000003,55027,55027,b55027,5.08,4.4,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.08,2013M11_3moAve,59,"Dodge County, WI",43.422706,-88.704379,WI
LAUCN551170000000003,55117,55117,b55117,4.348,3.6,2014M08,2014M09_3moAve,2014M09_3moAve,69,5.348,2013M11_3moAve,59,"Sheboygan County, WI",43.746002,-87.730546,WI
LAUCN551330000000003,55133,55133,b55133,4.032,3.9,2014M09,2014M11_3moAve,2014M11_3moAve,71,5.032,2013M11_3moAve,59,"Waukesha County, WI",43.019308,-88.306707,WI
LAUCN010270000000003,01027,1027,b01027,6.68,6.9,2014M04,2014M11_3moAve,2014M11_3moAve,71,7.68,2013M12_3moAve,60,"Clay County, AL",33.2704,-85.863525,AL
LAUCN051170000000003,05117,5117,b05117,5.716,5.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.716,2013M12_3moAve,60,"Prairie County, AR",34.831116,-91.55362,AR
LAUCN081230000000003,08123,8123,b08123,4.632,4.1,2014M05,2014M07_3moAve,2014M07_3moAve,67,5.632,2013M12_3moAve,60,"Weld County, CO",40.553696,-104.394221,CO
LAUCN120570000000003,12057,12057,b12057,5.292,5.2,2014M12,2015M04_3moAve,2015M04_3moAve,76,6.292,2013M12_3moAve,60,"Hillsborough County, FL",27.906607,-82.349719,FL
LAUCN120850000000003,12085,12085,b12085,5.736,5.8,2014M04,2014M12_3moAve,2014M12_3moAve,72,6.736,2013M12_3moAve,60,"Martin County, FL",27.083604,-80.398201,FL
LAUCN120990000000003,12099,12099,b12099,5.556,5.6,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.556,2013M12_3moAve,60,"Palm Beach County, FL",26.649124,-80.448374,FL
LAUCN121010000000003,12101,12101,b12101,6.28,6,2014M12,2014M12_3moAve,2014M12_3moAve,72,7.28,2013M12_3moAve,60,"Pasco County, FL",28.307465,-82.464584,FL
LAUCN121030000000003,12103,12103,b12103,5.328,5,2014M12,2014M12_3moAve,2014M12_3moAve,72,6.328,2013M12_3moAve,60,"Pinellas County, FL",27.903122,-82.739518,FL
LAUCN131590000000003,13159,13159,b13159,6.472,5.9,2014M04,2014M11_3moAve,2014M11_3moAve,71,7.472,2013M12_3moAve,60,"Jasper County, GA",33.318169,-83.690142,GA
LAUCN160010000000003,16001,16001,b16001,3.724,3.2,2014M10,2014M11_3moAve,2014M11_3moAve,71,4.724,2013M12_3moAve,60,"Ada County, ID",43.451477,-116.244376,ID
LAUCN180050000000003,18005,18005,b18005,4.096,3.6,2014M04,2015M05_3moAve,2015M05_3moAve,77,5.096,2013M12_3moAve,60,"Bartholomew County, IN",39.205843,-85.897999,IN
LAUCN180070000000003,18007,18007,b18007,4.8,4.5,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.8,2013M12_3moAve,60,"Benton County, IN",40.600945,-87.314846,IN
LAUCN180530000000003,18053,18053,b18053,6.848,5.7,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.848,2013M12_3moAve,60,"Grant County, IN",40.515758,-85.654946,IN
LAUCN181250000000003,18125,18125,b18125,4.936,4.2,2014M04,2014M06_3moAve,2014M06_3moAve,66,5.936,2013M12_3moAve,60,"Pike County, IN",38.397898,-87.232532,IN
LAUCN181290000000003,18129,18129,b18129,4.544,3.9,2014M04,2015M04_3moAve,2015M04_3moAve,76,5.544,2013M12_3moAve,60,"Posey County, IN",38.027614,-87.868653,IN
LAUCN200190000000003,20019,20019,b20019,4.656,6.9,2014M11,#N/A,#N/A,#N/A,5.656,2013M12_3moAve,60,"Chautauqua County, KS",37.154259,-96.245396,KS
LAUCN201730000000003,20173,20173,b20173,4.368,5.8,#N/A,#N/A,#N/A,#N/A,5.368,2013M12_3moAve,60,"Sedgwick County, KS",37.681045,-97.461054,KS
LAUCN210590000000003,21059,21059,b21059,5.252,4.8,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.252,2013M12_3moAve,60,"Daviess County, KY",37.731671,-87.087139,KY
LAUCN210670000000003,21067,21067,b21067,4.4,4.1,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.4,2013M12_3moAve,60,"Fayette County, KY",38.040676,-84.458274,KY
LAUCN250210000000003,25021,25021,b25021,4.412,4.4,2014M11,2014M12_3moAve,2014M12_3moAve,72,5.412,2013M12_3moAve,60,"Norfolk County, MA",42.17175,-71.181115,MA
LAUCN250230000000003,25023,25023,b25023,5.352,5.2,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.352,2013M12_3moAve,60,"Plymouth County, MA",41.987196,-70.741942,MA
LAUCN261210000000003,26121,26121,b26121,7.812,6.3,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.812,2013M12_3moAve,60,"Muskegon County, MI",43.289258,-86.751892,MI
LAUCN280730000000003,28073,28073,b28073,4.424,5,2015M03,2015M04_3moAve,2015M04_3moAve,76,5.424,2013M12_3moAve,60,"Lamar County, MS",31.197586,-89.506369,MS
LAUCN280770000000003,28077,28077,b28077,7.592,8.4,2014M11,2014M12_3moAve,2014M12_3moAve,72,8.592,2013M12_3moAve,60,"Lawrence County, MS",31.550009,-90.10753,MS
LAUCN281010000000003,28101,28101,b28101,6.02,6.4,2014M04,2015M04_3moAve,2015M04_3moAve,76,7.02,2013M12_3moAve,60,"Newton County, MS",32.40197,-89.118412,MS
LAUCN281090000000003,28109,28109,b28109,6.232,6.1,2014M04,2015M04_3moAve,2015M04_3moAve,76,7.232,2013M12_3moAve,60,"Pearl River County, MS",30.774793,-89.586904,MS
LAUCN281230000000003,28123,28123,b28123,4.916,4.8,2014M04,2014M12_3moAve,2014M12_3moAve,72,5.916,2013M12_3moAve,60,"Scott County, MS",32.427127,-89.533209,MS
LAUCN291010000000003,29101,29101,b29101,4.944,7,#N/A,#N/A,#N/A,#N/A,5.944,2013M12_3moAve,60,"Johnson County, MO",38.741528,-93.811863,MO
LAUCN330150000000003,33015,33015,b33015,4.004,3.8,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.004,2013M12_3moAve,60,"Rockingham County, NH",42.988583,-71.098988,NH
LAUCN360010000000003,36001,36001,b36001,4.348,4.8,2014M12,2014M12_3moAve,2014M12_3moAve,72,5.348,2013M12_3moAve,60,"Albany County, NY",42.58824,-73.97401,NY
LAUCN360210000000003,36021,36021,b36021,4.348,4.1,2014M08,2014M10_3moAve,2014M10_3moAve,70,5.348,2013M12_3moAve,60,"Columbia County, NY",42.247729,-73.626806,NY
LAUCN360590000000003,36059,36059,b36059,4.188,4.7,2014M12,#N/A,#N/A,#N/A,5.188,2013M12_3moAve,60,"Nassau County, NY",40.729612,-73.589419,NY
LAUCN370350000000003,37035,37035,b37035,6.24,6.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.24,2013M12_3moAve,60,"Catawba County, NC",35.66045,-81.212848,NC
LAUCN370370000000003,37037,37037,b37037,4.32,5.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.32,2013M12_3moAve,60,"Chatham County, NC",35.704994,-79.251454,NC
LAUCN370570000000003,37057,37057,b37057,6.276,6.1,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.276,2013M12_3moAve,60,"Davidson County, NC",35.795131,-80.207107,NC
LAUCN370590000000003,37059,37059,b37059,5.412,5.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.412,2013M12_3moAve,60,"Davie County, NC",35.929355,-80.542552,NC
LAUCN371090000000003,37109,37109,b37109,6.008,5.9,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.008,2013M12_3moAve,60,"Lincoln County, NC",35.488502,-81.226975,NC
LAUCN371110000000003,37111,37111,b37111,6.82,5.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.82,2013M12_3moAve,60,"McDowell County, NC",35.682232,-82.048029,NC
LAUCN371350000000003,37135,37135,b37135,3.588,5.2,#N/A,#N/A,#N/A,#N/A,4.588,2013M12_3moAve,60,"Orange County, NC",36.062508,-79.119354,NC
LAUCN371790000000003,37179,37179,b37179,4.676,5.3,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.676,2013M12_3moAve,60,"Union County, NC",34.991675,-80.530672,NC
LAUCN371990000000003,37199,37199,b37199,6.636,6.5,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.636,2013M12_3moAve,60,"Yancey County, NC",35.889455,-82.304119,NC
LAUCN391390000000003,39139,39139,b39139,6.948,5.3,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.948,2013M12_3moAve,60,"Richland County, OH",40.774159,-82.542781,OH
LAUCN391630000000003,39163,39163,b39163,8.5,6.4,2014M04,2014M05_3moAve,2014M05_3moAve,65,9.5,2013M12_3moAve,60,"Vinton County, OH",39.252014,-82.485961,OH
LAUCN450130000000003,45013,45013,b45013,4.808,6,2014M04,#N/A,#N/A,#N/A,5.808,2013M12_3moAve,60,"Beaufort County, SC",32.358147,-80.68932,SC
LAUCN450150000000003,45015,45015,b45015,5.432,5.9,2014M04,2014M04_3moAve,2014M04_3moAve,64,6.432,2013M12_3moAve,60,"Berkeley County, SC",33.2077,-79.953655,SC
LAUCN450210000000003,45021,45021,b45021,7.876,7.4,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.876,2013M12_3moAve,60,"Cherokee County, SC",35.049796,-81.607647,SC
LAUCN450310000000003,45031,45031,b45031,7.476,8.2,2014M03,2014M04_3moAve,2014M04_3moAve,64,8.476,2013M12_3moAve,60,"Darlington County, SC",34.332185,-79.962115,SC
LAUCN450330000000003,45033,45033,b45033,9.672,9,2014M03,2014M04_3moAve,2014M04_3moAve,64,10.672,2013M12_3moAve,60,"Dillon County, SC",34.390172,-79.374964,SC
LAUCN450350000000003,45035,45035,b45035,4.976,6,2014M04,#N/A,#N/A,#N/A,5.976,2013M12_3moAve,60,"Dorchester County, SC",33.082186,-80.404697,SC
LAUCN450410000000003,45041,45041,b45041,6.516,7.2,2014M04,#N/A,#N/A,#N/A,7.516,2013M12_3moAve,60,"Florence County, SC",34.028535,-79.710233,SC
LAUCN450610000000003,45061,45061,b45061,8.692,8.9,2014M03,2014M04_3moAve,2014M04_3moAve,64,9.692,2013M12_3moAve,60,"Lee County, SC",34.15864,-80.251209,SC
LAUCN450770000000003,45077,45077,b45077,5.548,6.5,2014M04,2014M04_3moAve,2014M04_3moAve,64,6.548,2013M12_3moAve,60,"Pickens County, SC",34.88538,-82.723376,SC
LAUCN470110000000003,47011,47011,b47011,5.396,6.3,2013M12,2015M04_3moAve,2015M04_3moAve,76,6.396,2013M12_3moAve,60,"Bradley County, TN",35.153914,-84.859414,TN
LAUCN470210000000003,47021,47021,b47021,4.604,5.4,2015M04,#N/A,#N/A,#N/A,5.604,2013M12_3moAve,60,"Cheatham County, TN",36.255169,-87.100808,TN
LAUCN470430000000003,47043,47043,b47043,5.472,6,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.472,2013M12_3moAve,60,"Dickson County, TN",36.145533,-87.364155,TN
LAUCN471230000000003,47123,47123,b47123,7.808,7.2,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.808,2013M12_3moAve,60,"Monroe County, TN",35.447818,-84.249705,TN
LAUCN471490000000003,47149,47149,b47149,4.692,5.2,2014M04,2015M04_3moAve,2015M04_3moAve,76,5.692,2013M12_3moAve,60,"Rutherford County, TN",35.843369,-86.417213,TN
LAUCN471550000000003,47155,47155,b47155,6.004,5.6,2014M10,2015M06_3moAve,2015M06_3moAve,78,7.004,2013M12_3moAve,60,"Sevier County, TN",35.80181,-83.515696,TN
LAUCN480210000000003,48021,48021,b48021,4.484,4.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.484,2013M12_3moAve,60,"Bastrop County, TX",30.100771,-97.310643,TX
LAUCN480290000000003,48029,48029,b48029,4.356,3.9,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.356,2013M12_3moAve,60,"Bexar County, TX",29.448671,-98.520147,TX
LAUCN480390000000003,48039,48039,b48039,4.708,4.6,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.708,2013M12_3moAve,60,"Brazoria County, TX",29.167817,-95.434647,TX
LAUCN480550000000003,48055,48055,b48055,4.792,4.5,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.792,2013M12_3moAve,60,"Caldwell County, TX",29.832399,-97.628141,TX
LAUCN480850000000003,48085,48085,b48085,4.136,3.7,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.136,2013M12_3moAve,60,"Collin County, TX",33.194737,-96.579707,TX
LAUCN480970000000003,48097,48097,b48097,3.496,3.7,2014M10,2014M11_3moAve,2014M11_3moAve,71,4.496,2013M12_3moAve,60,"Cooke County, TX",33.639196,-97.210343,TX
LAUCN480990000000003,48099,48099,b48099,6.012,4.9,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.012,2013M12_3moAve,60,"Coryell County, TX",31.391177,-97.798022,TX
LAUCN481330000000003,48133,48133,b48133,4.356,4.7,2014M10,2014M12_3moAve,2014M12_3moAve,72,5.356,2013M12_3moAve,60,"Eastland County, TX",32.324645,-98.83656,TX
LAUCN481390000000003,48139,48139,b48139,4.616,4.1,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.616,2013M12_3moAve,60,"Ellis County, TX",32.346878,-96.79694,TX
LAUCN481470000000003,48147,48147,b48147,5.432,4.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.432,2013M12_3moAve,60,"Fannin County, TX",33.591161,-96.104988,TX
LAUCN481570000000003,48157,48157,b48157,4.188,4.4,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.188,2013M12_3moAve,60,"Fort Bend County, TX",29.526602,-95.771015,TX
LAUCN481750000000003,48175,48175,b48175,3.744,4.7,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.744,2013M12_3moAve,60,"Goliad County, TX",28.6607,-97.430415,TX
LAUCN481870000000003,48187,48187,b48187,3.984,3.6,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.984,2013M12_3moAve,60,"Guadalupe County, TX",29.583532,-97.946771,TX
LAUCN482070000000003,48207,48207,b48207,3.356,3.6,2015M04,#N/A,#N/A,#N/A,4.356,2013M12_3moAve,60,"Haskell County, TX",33.175965,-99.730773,TX
LAUCN482090000000003,48209,48209,b48209,3.964,3.6,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.964,2013M12_3moAve,60,"Hays County, TX",30.061225,-98.029267,TX
LAUCN482190000000003,48219,48219,b48219,3.632,4.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.632,2013M12_3moAve,60,"Hockley County, TX",33.605932,-102.343398,TX
LAUCN482590000000003,48259,48259,b48259,3.592,3.4,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.592,2013M12_3moAve,60,"Kendall County, TX",29.943525,-98.709269,TX
LAUCN482850000000003,48285,48285,b48285,3.248,4.2,2014M12,#N/A,#N/A,#N/A,4.248,2013M12_3moAve,60,"Lavaca County, TX",29.382578,-96.923633,TX
LAUCN483130000000003,48313,48313,b48313,4.864,4.4,2014M04,2014M05_3moAve,2014M05_3moAve,65,5.864,2013M12_3moAve,60,"Madison County, TX",30.966878,-95.930372,TX
LAUCN483250000000003,48325,48325,b48325,4.556,4.4,2014M09,2014M11_3moAve,2014M11_3moAve,71,5.556,2013M12_3moAve,60,"Medina County, TX",29.353661,-99.111085,TX
LAUCN483370000000003,48337,48337,b48337,3.504,4.2,2014M10,2014M11_3moAve,2014M11_3moAve,71,4.504,2013M12_3moAve,60,"Montague County, TX",33.678356,-97.725014,TX
LAUCN483390000000003,48339,48339,b48339,3.996,4.4,2014M11,2014M12_3moAve,2014M12_3moAve,72,4.996,2013M12_3moAve,60,"Montgomery County, TX",30.300611,-95.494719,TX
LAUCN483790000000003,48379,48379,b48379,4.612,4.6,2014M04,2014M12_3moAve,2014M12_3moAve,72,5.612,2013M12_3moAve,60,"Rains County, TX",32.87058,-95.79544,TX
LAUCN483910000000003,48391,48391,b48391,3.76,5,2014M12,#N/A,#N/A,#N/A,4.76,2013M12_3moAve,60,"Refugio County, TX",28.312716,-97.161366,TX
LAUCN483950000000003,48395,48395,b48395,4.964,5.4,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.964,2013M12_3moAve,60,"Robertson County, TX",31.025481,-96.514941,TX
LAUCN483970000000003,48397,48397,b48397,4.16,3.9,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.16,2013M12_3moAve,60,"Rockwall County, TX",32.898677,-96.404402,TX
LAUCN484250000000003,48425,48425,b48425,4.412,5.2,2014M04,2015M04_3moAve,2015M04_3moAve,76,5.412,2013M12_3moAve,60,"Somervell County, TX",32.218071,-97.769217,TX
LAUCN484290000000003,48429,48429,b48429,3.552,4.2,#N/A,#N/A,#N/A,#N/A,4.552,2013M12_3moAve,60,"Stephens County, TX",32.736306,-98.836119,TX
LAUCN484390000000003,48439,48439,b48439,4.488,4.2,2014M11,2014M12_3moAve,2014M12_3moAve,72,5.488,2013M12_3moAve,60,"Tarrant County, TX",32.772119,-97.291224,TX
LAUCN484650000000003,48465,48465,b48465,5.56,6.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.56,2013M12_3moAve,60,"Val Verde County, TX",29.875285,-101.143324,TX
LAUCN484730000000003,48473,48473,b48473,4.696,5.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.696,2013M12_3moAve,60,"Waller County, TX",30.013578,-95.982102,TX
LAUCN490390000000003,49039,49039,b49039,3.636,4.9,2014M11,2014M12_3moAve,2014M12_3moAve,72,4.636,2013M12_3moAve,60,"Sanpete County, UT",39.382531,-111.572883,UT
LAUCN490430000000003,49043,49043,b49043,2.88,3.4,2014M12,2015M01_3moAve,2015M01_3moAve,73,3.88,2013M12_3moAve,60,"Summit County, UT",40.87206,-110.968486,UT
LAUCN490510000000003,49051,49051,b49051,3.1,3.6,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.1,2013M12_3moAve,60,"Wasatch County, UT",40.334884,-111.161568,UT
LAUCN510630000000003,51063,51063,b51063,3.928,4.1,2014M10,#N/A,#N/A,#N/A,4.928,2013M12_3moAve,60,"Floyd County, VA",36.931438,-80.350309,VA
LAUCN511590000000003,51159,51159,b51159,4.66,4.7,#N/A,#N/A,#N/A,#N/A,5.66,2013M12_3moAve,60,"Richmond County, VA",37.942894,-76.730561,VA
LAUCN540610000000003,54061,54061,b54061,2.968,5.9,#N/A,#N/A,#N/A,#N/A,3.968,2013M12_3moAve,60,"Monongalia County, WV",39.633645,-80.059074,WV
LAUCN081170000000003,08117,8117,b08117,3.26,2.6,2014M04,2014M09_3moAve,2014M09_3moAve,69,4.26,2014M01_3moAve,61,"Summit County, CO",39.621023,-106.137555,CO
LAUCN120530000000003,12053,12053,b12053,7.284,7,2014M12,2014M12_3moAve,2014M12_3moAve,72,8.284,2014M01_3moAve,61,"Hernando County, FL",28.573043,-82.466227,FL
LAUCN120870000000003,12087,12087,b12087,3.424,3.9,#N/A,#N/A,#N/A,#N/A,4.424,2014M01_3moAve,61,"Monroe County, FL",25.601043,-81.206777,FL
LAUCN120930000000003,12093,12093,b12093,6.768,6.8,2014M04,2014M12_3moAve,2014M12_3moAve,72,7.768,2014M01_3moAve,61,"Okeechobee County, FL",27.385592,-80.887388,FL
LAUCN131570000000003,13157,13157,b13157,5.136,5.3,2015M03,2015M04_3moAve,2015M04_3moAve,76,6.136,2014M01_3moAve,61,"Jackson County, GA",34.130888,-83.562538,GA
LAUCN131610000000003,13161,13161,b13161,8.212,7.3,2014M04,2014M05_3moAve,2014M05_3moAve,65,9.212,2014M01_3moAve,61,"Jeff Davis County, GA",31.811615,-82.636825,GA
LAUCN132850000000003,13285,13285,b13285,6.868,6.9,2014M10,2014M11_3moAve,2014M11_3moAve,71,7.868,2014M01_3moAve,61,"Troup County, GA",33.034482,-85.02836,GA
LAUCN180030000000003,18003,18003,b18003,5.348,4.5,2014M04,2015M04_3moAve,2015M04_3moAve,76,6.348,2014M01_3moAve,61,"Allen County, IN",41.091855,-85.07223,IN
LAUCN180110000000003,18011,18011,b18011,3.88,3.7,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.88,2014M01_3moAve,61,"Boone County, IN",40.050892,-86.469014,IN
LAUCN180190000000003,18019,18019,b18019,4.82,4.6,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.82,2014M01_3moAve,61,"Clark County, IN",38.476217,-85.711122,IN
LAUCN180230000000003,18023,18023,b18023,4.968,4,2014M04,2014M09_3moAve,2014M09_3moAve,69,5.968,2014M01_3moAve,61,"Clinton County, IN",40.305944,-86.477567,IN
LAUCN180430000000003,18043,18043,b18043,4.592,4.3,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.592,2014M01_3moAve,61,"Floyd County, IN",38.317936,-85.911474,IN
LAUCN180570000000003,18057,18057,b18057,3.344,3.4,2015M04,2015M06_3moAve,2015M06_3moAve,78,4.344,2014M01_3moAve,61,"Hamilton County, IN",40.053646,-86.021726,IN
LAUCN180710000000003,18071,18071,b18071,4.6,4,2015M04,2015M04_3moAve,2015M04_3moAve,76,5.6,2014M01_3moAve,61,"Jackson County, IN",38.911957,-86.042516,IN
LAUCN181390000000003,18139,18139,b18139,5.304,4.2,2014M04,2014M09_3moAve,2014M09_3moAve,69,6.304,2014M01_3moAve,61,"Rush County, IN",39.622355,-85.466416,IN
LAUCN200350000000003,20035,20035,b20035,4.204,5.8,2014M04,#N/A,#N/A,#N/A,5.204,2014M01_3moAve,61,"Cowley County, KS",37.234507,-96.837247,KS
LAUCN261250000000003,26125,26125,b26125,6.188,5.7,2014M04,2014M12_3moAve,2014M12_3moAve,72,7.188,2014M01_3moAve,61,"Oakland County, MI",42.660452,-83.38421,MI
LAUCN370450000000003,37045,37045,b37045,7.012,7,2014M04,2014M10_3moAve,2014M10_3moAve,70,8.012,2014M01_3moAve,61,"Cleveland County, NC",35.33463,-81.557114,NC
LAUCN370630000000003,37063,37063,b37063,4.236,5.6,2014M12,#N/A,#N/A,#N/A,5.236,2014M01_3moAve,61,"Durham County, NC",36.033822,-78.87812,NC
LAUCN370710000000003,37071,37071,b37071,6.556,6.4,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.556,2014M01_3moAve,61,"Gaston County, NC",35.293344,-81.177256,NC
LAUCN371470000000003,37147,37147,b37147,5.72,7,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.72,2014M01_3moAve,61,"Pitt County, NC",35.592965,-77.373138,NC
LAUCN371670000000003,37167,37167,b37167,5.636,6,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.636,2014M01_3moAve,61,"Stanly County, NC",35.310449,-80.254374,NC
LAUCN371930000000003,37193,37193,b37193,6.392,6.4,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.392,2014M01_3moAve,61,"Wilkes County, NC",36.208883,-81.166095,NC
LAUCN450030000000003,45003,45003,b45003,5.6,6.3,2014M04,#N/A,#N/A,#N/A,6.6,2014M01_3moAve,61,"Aiken County, SC",33.550013,-81.632983,SC
LAUCN450110000000003,45011,45011,b45011,10.064,9.3,2014M03,2014M04_3moAve,2014M04_3moAve,64,11.064,2014M01_3moAve,61,"Barnwell County, SC",33.260552,-81.434228,SC
LAUCN470090000000003,47009,47009,b47009,5.008,5.8,2015M04,#N/A,#N/A,#N/A,6.008,2014M01_3moAve,61,"Blount County, TN",35.688185,-83.922973,TN
LAUCN470230000000003,47023,47023,b47023,6.072,7.1,2015M03,2015M04_3moAve,2015M04_3moAve,76,7.072,2014M01_3moAve,61,"Chester County, TN",35.420253,-88.611353,TN
LAUCN470310000000003,47031,47031,b47031,5.392,6,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.392,2014M01_3moAve,61,"Coffee County, TN",35.488759,-86.078219,TN
LAUCN470970000000003,47097,47097,b47097,9.392,9.5,2014M10,2015M04_3moAve,2015M04_3moAve,76,10.392,2014M01_3moAve,61,"Lauderdale County, TN",35.762951,-89.627732,TN
LAUCN471070000000003,47107,47107,b47107,7.068,7.2,2014M04,2015M04_3moAve,2015M04_3moAve,76,8.068,2014M01_3moAve,61,"McMinn County, TN",35.424471,-84.619962,TN
LAUCN471850000000003,47185,47185,b47185,7.144,6.8,2014M04,2014M11_3moAve,2014M11_3moAve,71,8.144,2014M01_3moAve,61,"White County, TN",35.927062,-85.455766,TN
LAUCN481130000000003,48113,48113,b48113,4.92,4.3,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.92,2014M01_3moAve,61,"Dallas County, TX",32.766987,-96.778424,TX
LAUCN481430000000003,48143,48143,b48143,3.648,4.5,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.648,2014M01_3moAve,61,"Erath County, TX",32.238136,-98.222377,TX
LAUCN481450000000003,48145,48145,b48145,5.468,4.6,2014M04,2014M11_3moAve,2014M11_3moAve,71,6.468,2014M01_3moAve,61,"Falls County, TX",31.25193,-96.934127,TX
LAUCN481670000000003,48167,48167,b48167,5.044,5.1,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.044,2014M01_3moAve,61,"Galveston County, TX",29.228366,-94.895426,TX
LAUCN482010000000003,48201,48201,b48201,4.444,4.7,2014M10,2014M12_3moAve,2014M12_3moAve,72,5.444,2014M01_3moAve,61,"Harris County, TX",29.857273,-95.393037,TX
LAUCN483530000000003,48353,48353,b48353,3.74,4.2,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.74,2014M01_3moAve,61,"Nolan County, TX",32.312338,-100.418108,TX
LAUCN483730000000003,48373,48373,b48373,5.972,6.3,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.972,2014M01_3moAve,61,"Polk County, TX",30.784553,-94.837338,TX
LAUCN484470000000003,48447,48447,b48447,3.572,3.3,2014M10,2014M12_3moAve,2014M12_3moAve,72,4.572,2014M01_3moAve,61,"Throckmorton County, TX",33.170695,-99.205796,TX
LAUCN484770000000003,48477,48477,b48477,3.78,5.5,2014M12,2015M04_3moAve,2015M04_3moAve,76,4.78,2014M01_3moAve,61,"Washington County, TX",30.215075,-96.410272,TX
LAUCN490570000000003,49057,49057,b49057,3.616,4.3,2014M11,#N/A,#N/A,#N/A,4.616,2014M01_3moAve,61,"Weber County, UT",41.270328,-111.876795,UT
LAUCN511110000000003,51111,51111,b51111,5.216,6,2014M04,#N/A,#N/A,#N/A,6.216,2014M01_3moAve,61,"Lunenburg County, VA",36.946094,-78.241985,VA
LAUCN060250000000003,06025,6025,b06025,20.124,24.2,#N/A,#N/A,#N/A,#N/A,21.124,2014M02_3moAve,62,"Imperial County, CA",33.040814,-115.3554,CA
LAUCN450090000000003,45009,45009,b45009,10.14,11.9,2014M03,2014M05_3moAve,2014M05_3moAve,65,11.14,2014M02_3moAve,62,"Bamberg County, SC",33.203021,-81.053161,SC
