series_id,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1
LAUCN311450000000003,2.688,2.9,2013M09,2013M10_3moAve,2013M10_3moAve,58,3.688,2010M05_3moAve,17
LAUCN311470000000003,4.24,3.5,2013M11,2014M05_3moAve,2014M05_3moAve,65,5.24,2009M11_3moAve,11
LAUCN311490000000003,2.716,2.7,2009M05,2009M08_3moAve,2009M08_3moAve,8,3.716,2009M05_3moAve,5
LAUCN311510000000003,3.016,2.8,2014M09,2014M10_3moAve,2014M10_3moAve,70,4.016,2009M10_3moAve,10
LAUCN311530000000003,3.06,2.8,2013M11,2014M10_3moAve,2014M10_3moAve,70,4.06,2011M10_3moAve,34
LAUCN311550000000003,3.332,2.9,2013M11,2014M09_3moAve,2014M09_3moAve,69,4.332,2010M11_3moAve,23
LAUCN311570000000003,3.324,3.4,2014M10,2014M11_3moAve,2014M11_3moAve,71,4.324,2011M11_3moAve,35
LAUCN311590000000003,2.972,2.8,2013M11,2014M09_3moAve,2014M09_3moAve,69,3.972,2009M10_3moAve,10
LAUCN311610000000003,2.716,3.6,2013M11,2014M10_3moAve,2014M10_3moAve,70,3.716,2009M10_3moAve,10
LAUCN311630000000003,2.712,3.1,2009M11,2013M10_3moAve,2013M10_3moAve,58,3.712,2009M05_3moAve,5
LAUCN311650000000003,3.048,2.8,2009M02,2011M07_3moAve,2011M07_3moAve,31,4.048,2009M05_3moAve,5
LAUCN311670000000003,2.872,2.5,2011M11,2013M11_3moAve,2013M11_3moAve,59,3.872,2009M09_3moAve,9
LAUCN311690000000003,2.956,2.3,2011M08,2011M11_3moAve,2011M11_3moAve,35,3.956,2009M11_3moAve,11
LAUCN311710000000003,3.772,2.5,2009M06,2009M11_3moAve,2009M11_3moAve,11,4.772,2009M05_3moAve,5
LAUCN311730000000003,6.628,6.8,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.628,2013M01_3moAve,49
LAUCN311750000000003,2.58,2.6,2009M08,2014M10_3moAve,2014M10_3moAve,70,3.58,2009M05_3moAve,5
LAUCN311770000000003,2.972,3.1,2014M09,2014M10_3moAve,2014M10_3moAve,70,3.972,2010M12_3moAve,24
LAUCN311790000000003,2.704,3.2,2011M10,2011M12_3moAve,2011M12_3moAve,36,3.704,2009M10_3moAve,10
LAUCN311810000000003,3.328,4,2009M04,2009M06_3moAve,2009M06_3moAve,6,4.328,2009M05_3moAve,5
LAUCN311830000000003,2.58,2.4,2014M11,2009M01_3moAve,2009M01_3moAve,1,3.58,2009M08_3moAve,8
LAUCN311850000000003,3.192,2.9,2012M09,2013M10_3moAve,2013M10_3moAve,58,4.192,2010M10_3moAve,22
LAUCN320010000000003,5.108,7.1,#N/A,#N/A,0,-24108,6.108,,-24108
LAUCN320030000000003,5.524,7,#N/A,#N/A,0,-24108,6.524,,-24108
LAUCN320050000000003,6.072,6.8,#N/A,#N/A,0,-24108,7.072,2014M10_3moAve,70
LAUCN320070000000003,3.74,5.2,#N/A,#N/A,0,-24108,4.74,2014M11_3moAve,71
LAUCN320090000000003,3.952,4.4,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.952,2013M09_3moAve,57
LAUCN320110000000003,4.636,6.7,#N/A,#N/A,0,-24108,5.636,2011M10_3moAve,34
LAUCN320130000000003,4.208,5.9,#N/A,#N/A,0,-24108,5.208,2014M12_3moAve,72
LAUCN320150000000003,3.78,6.7,#N/A,#N/A,0,-24108,4.78,,-24108
LAUCN320170000000003,4.844,7.1,#N/A,#N/A,0,-24108,5.844,,-24108
LAUCN320190000000003,8.024,9,#N/A,#N/A,0,-24108,9.024,,-24108
LAUCN320210000000003,6.828,10.5,#N/A,#N/A,0,-24108,7.828,,-24108
LAUCN320230000000003,8.052,8.7,#N/A,#N/A,0,-24108,9.052,2014M10_3moAve,70
LAUCN320270000000003,5.932,7,#N/A,#N/A,0,-24108,6.932,2014M08_3moAve,68
LAUCN320290000000003,5.88,7.1,#N/A,#N/A,0,-24108,6.88,,-24108
LAUCN320310000000003,5.484,6.3,#N/A,#N/A,0,-24108,6.484,2015M06_3moAve,78
LAUCN320330000000003,4.144,5.7,#N/A,#N/A,0,-24108,5.144,,-24108
LAUCN325100000000003,5.904,7.2,#N/A,#N/A,0,-24108,6.904,,-24108
LAUCN330010000000003,3.844,3.1,2014M06,2014M07_3moAve,2014M07_3moAve,67,4.844,2013M06_3moAve,54
LAUCN330030000000003,3.532,3.2,2014M07,2014M09_3moAve,2014M09_3moAve,69,4.532,2013M07_3moAve,55
LAUCN330050000000003,3.588,3.6,2014M10,2015M06_3moAve,2015M06_3moAve,78,4.588,2013M10_3moAve,58
LAUCN330070000000003,4.888,4.2,2014M10,2014M10_3moAve,2014M10_3moAve,70,5.888,2010M09_3moAve,21
LAUCN330090000000003,3.056,3.1,#N/A,#N/A,0,-24108,4.056,2013M09_3moAve,57
LAUCN330110000000003,3.7,3.8,#N/A,#N/A,0,-24108,4.7,2014M06_3moAve,66
LAUCN330130000000003,3.472,3.2,2014M10,2014M10_3moAve,2014M10_3moAve,70,4.472,2013M07_3moAve,55
LAUCN330150000000003,4.004,3.8,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.004,2013M12_3moAve,60
LAUCN330170000000003,3.444,3.4,2014M10,2014M12_3moAve,2014M12_3moAve,72,4.444,2013M11_3moAve,59
LAUCN330190000000003,3.188,3.1,2014M10,2015M05_3moAve,2015M05_3moAve,77,4.188,2013M06_3moAve,54
LAUCN340010000000003,6.332,9.1,#N/A,#N/A,0,-24108,7.332,,-24108
LAUCN340030000000003,3.904,5.3,#N/A,#N/A,0,-24108,4.904,2014M12_3moAve,72
LAUCN340050000000003,4.352,5.9,#N/A,#N/A,0,-24108,5.352,,-24108
LAUCN340070000000003,5.34,7,#N/A,#N/A,0,-24108,6.34,,-24108
LAUCN340090000000003,7.48,7.3,2009M08,#N/A,0,-24108,8.48,2009M07_3moAve,7
LAUCN340110000000003,7.176,9.3,#N/A,#N/A,0,-24108,8.176,,-24108
LAUCN340130000000003,5.868,7.5,#N/A,#N/A,0,-24108,6.868,,-24108
LAUCN340150000000003,4.792,6.6,#N/A,#N/A,0,-24108,5.792,,-24108
LAUCN340170000000003,5.576,6.1,2015M06,#N/A,0,-24108,6.576,2014M06_3moAve,66
LAUCN340190000000003,3.252,4.6,#N/A,#N/A,0,-24108,4.252,2014M12_3moAve,72
LAUCN340210000000003,4.264,5.7,#N/A,#N/A,0,-24108,5.264,2014M12_3moAve,72
LAUCN340230000000003,4.352,5.8,#N/A,#N/A,0,-24108,5.352,2014M12_3moAve,72
LAUCN340250000000003,4.224,5.6,#N/A,#N/A,0,-24108,5.224,,-24108
LAUCN340270000000003,3.448,4.8,#N/A,#N/A,0,-24108,4.448,2014M12_3moAve,72
LAUCN340290000000003,5.168,6.4,#N/A,#N/A,0,-24108,6.168,,-24108
LAUCN340310000000003,5.96,7.7,#N/A,#N/A,0,-24108,6.96,,-24108
LAUCN340330000000003,5.512,7.7,#N/A,#N/A,0,-24108,6.512,,-24108
LAUCN340350000000003,3.524,5,#N/A,#N/A,0,-24108,4.524,,-24108
LAUCN340370000000003,4.408,5.7,#N/A,#N/A,0,-24108,5.408,2014M12_3moAve,72
LAUCN340390000000003,5.028,6.5,#N/A,#N/A,0,-24108,6.028,,-24108
LAUCN340410000000003,4.336,5.7,#N/A,#N/A,0,-24108,5.336,,-24108
LAUCN350010000000003,3.948,6.4,#N/A,#N/A,0,-24108,4.948,,-24108
LAUCN350030000000003,5.112,6.5,#N/A,#N/A,0,-24108,6.112,,-24108
LAUCN350050000000003,4.116,7.2,#N/A,#N/A,0,-24108,5.116,,-24108
LAUCN350060000000003,4.412,8.8,#N/A,#N/A,0,-24108,5.412,,-24108
LAUCN350070000000003,3.952,5.7,#N/A,#N/A,0,-24108,4.952,,-24108
LAUCN350090000000003,2.988,5.3,#N/A,#N/A,0,-24108,3.988,,-24108
LAUCN350110000000003,3.98,5.8,2012M04,2012M05_3moAve,2012M05_3moAve,41,4.98,2009M06_3moAve,6
LAUCN350130000000003,4.452,8,#N/A,#N/A,0,-24108,5.452,,-24108
LAUCN350150000000003,3,5.3,#N/A,#N/A,0,-24108,4,2014M11_3moAve,71
LAUCN350170000000003,4.368,7.1,#N/A,#N/A,0,-24108,5.368,,-24108
LAUCN350190000000003,5.984,7.3,#N/A,#N/A,0,-24108,6.984,2015M05_3moAve,77
LAUCN350210000000003,2.908,8.8,#N/A,#N/A,0,-24108,3.908,2014M05_3moAve,65
LAUCN350230000000003,3.644,6.6,#N/A,#N/A,0,-24108,4.644,,-24108
LAUCN350250000000003,2.652,6.3,#N/A,#N/A,0,-24108,3.652,,-24108
LAUCN350270000000003,3.304,5.8,#N/A,#N/A,0,-24108,4.304,,-24108
LAUCN350280000000003,2.568,4.4,#N/A,#N/A,0,-24108,3.568,2009M05_3moAve,5
LAUCN350290000000003,11.2,15.1,#N/A,#N/A,0,-24108,12.2,,-24108
LAUCN350310000000003,5.064,11.3,#N/A,#N/A,0,-24108,6.064,,-24108
LAUCN350330000000003,8.236,9.8,#N/A,#N/A,0,-24108,9.236,,-24108
LAUCN350350000000003,4.088,6.9,#N/A,#N/A,0,-24108,5.088,,-24108
LAUCN350370000000003,4.712,7.4,#N/A,#N/A,0,-24108,5.712,,-24108
LAUCN350390000000003,5.096,8.4,#N/A,#N/A,0,-24108,6.096,,-24108
LAUCN350410000000003,2.972,6.6,#N/A,#N/A,0,-24108,3.972,,-24108
LAUCN350430000000003,4.728,7.4,#N/A,#N/A,0,-24108,5.728,,-24108
LAUCN350450000000003,3.64,7.9,#N/A,#N/A,0,-24108,4.64,,-24108
LAUCN350470000000003,4.552,8.3,#N/A,#N/A,0,-24108,5.552,,-24108
LAUCN350490000000003,3.36,5.9,#N/A,#N/A,0,-24108,4.36,,-24108
LAUCN350510000000003,3.788,9,#N/A,#N/A,0,-24108,4.788,,-24108
LAUCN350530000000003,3.372,8.4,#N/A,#N/A,0,-24108,4.372,,-24108
LAUCN350550000000003,5.156,9.6,#N/A,#N/A,0,-24108,6.156,,-24108
LAUCN350570000000003,5.064,9.6,#N/A,#N/A,0,-24108,6.064,,-24108
LAUCN350590000000003,2.8,5.3,#N/A,#N/A,0,-24108,3.8,,-24108
LAUCN350610000000003,4.488,8,#N/A,#N/A,0,-24108,5.488,,-24108
LAUCN360010000000003,4.348,4.8,2014M12,2014M12_3moAve,2014M12_3moAve,72,5.348,2013M12_3moAve,60
LAUCN360030000000003,5.92,5.9,2014M05,2014M09_3moAve,2014M09_3moAve,69,6.92,2013M10_3moAve,58
LAUCN360050000000003,7.172,7.7,#N/A,#N/A,0,-24108,8.172,2015M06_3moAve,78
LAUCN360070000000003,4.984,6.1,#N/A,#N/A,0,-24108,5.984,2014M11_3moAve,71
LAUCN360090000000003,5.572,6,#N/A,#N/A,0,-24108,6.572,2014M08_3moAve,68
LAUCN360110000000003,4.984,5.3,2015M06,#N/A,0,-24108,5.984,2014M06_3moAve,66
LAUCN360130000000003,4.992,6.2,#N/A,#N/A,0,-24108,5.992,,-24108
LAUCN360150000000003,5.048,6.1,#N/A,#N/A,0,-24108,6.048,2014M09_3moAve,69
LAUCN360170000000003,5.616,5.2,2014M08,2014M09_3moAve,2014M09_3moAve,69,6.616,2013M09_3moAve,57
LAUCN360190000000003,6.056,6.3,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.056,2014M05_3moAve,65
LAUCN360210000000003,4.348,4.1,2014M08,2014M10_3moAve,2014M10_3moAve,70,5.348,2013M12_3moAve,60
LAUCN360230000000003,5.752,5.9,2014M08,2014M10_3moAve,2014M10_3moAve,70,6.752,2014M05_3moAve,65
LAUCN360250000000003,5.116,5.8,#N/A,#N/A,0,-24108,6.116,2014M09_3moAve,69
LAUCN360270000000003,4.484,4.9,#N/A,#N/A,0,-24108,5.484,2014M05_3moAve,65
LAUCN360290000000003,5.18,5.7,#N/A,#N/A,0,-24108,6.18,2014M05_3moAve,65
LAUCN360310000000003,6.164,5,2014M07,2014M08_3moAve,2014M08_3moAve,68,7.164,2013M08_3moAve,56
LAUCN360330000000003,6.204,6.5,2014M10,#N/A,0,-24108,7.204,2014M06_3moAve,66
LAUCN360350000000003,6.024,6.4,#N/A,#N/A,0,-24108,7.024,2014M10_3moAve,70
LAUCN360370000000003,5.06,4.7,2014M05,2014M07_3moAve,2014M07_3moAve,67,6.06,2013M09_3moAve,57
LAUCN360390000000003,5.3,5.6,#N/A,#N/A,0,-24108,6.3,2014M08_3moAve,68
LAUCN360410000000003,5.632,4,2009M06,2009M08_3moAve,2009M08_3moAve,8,6.632,2009M07_3moAve,7
LAUCN360430000000003,5.484,5.6,#N/A,#N/A,0,-24108,6.484,2014M06_3moAve,66
LAUCN360450000000003,6.132,6.2,2015M06,#N/A,0,-24108,7.132,2014M07_3moAve,67
LAUCN360470000000003,5.72,5.9,#N/A,#N/A,0,-24108,6.72,2015M05_3moAve,77
LAUCN360490000000003,6.02,6.1,2015M06,#N/A,0,-24108,7.02,2014M07_3moAve,67
LAUCN360510000000003,5.404,5.3,2014M08,2014M09_3moAve,2014M09_3moAve,69,6.404,2013M10_3moAve,58
LAUCN360530000000003,5.176,5.7,#N/A,#N/A,0,-24108,6.176,2014M06_3moAve,66
LAUCN360550000000003,4.912,5.5,#N/A,#N/A,0,-24108,5.912,2014M05_3moAve,65
LAUCN360570000000003,6.428,6.8,2014M10,#N/A,0,-24108,7.428,2014M06_3moAve,66
LAUCN360590000000003,4.188,4.7,2014M12,#N/A,0,-24108,5.188,2013M12_3moAve,60
LAUCN360610000000003,4.612,4.7,#N/A,#N/A,0,-24108,5.612,2014M11_3moAve,71
LAUCN360630000000003,5.988,6.2,2014M10,2015M06_3moAve,2015M06_3moAve,78,6.988,2014M06_3moAve,66
LAUCN360650000000003,4.808,5.4,#N/A,#N/A,0,-24108,5.808,2014M09_3moAve,69
LAUCN360670000000003,4.604,5.3,#N/A,#N/A,0,-24108,5.604,2014M05_3moAve,65
LAUCN360690000000003,4.668,4.7,2014M08,2014M10_3moAve,2014M10_3moAve,70,5.668,2013M09_3moAve,57
LAUCN360710000000003,4.812,5.1,2014M12,2015M05_3moAve,2015M05_3moAve,77,5.812,2014M05_3moAve,65
LAUCN360730000000003,6.344,6.7,2014M10,2015M06_3moAve,2015M06_3moAve,78,7.344,2014M06_3moAve,66
LAUCN360750000000003,6.244,7.1,#N/A,#N/A,0,-24108,7.244,2014M10_3moAve,70
LAUCN360770000000003,5.088,5.3,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.088,2013M10_3moAve,58
LAUCN360790000000003,3.88,4.8,#N/A,#N/A,0,-24108,4.88,2014M05_3moAve,65
LAUCN360810000000003,4.748,4.9,#N/A,#N/A,0,-24108,5.748,2014M12_3moAve,72
LAUCN360830000000003,4.696,5,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.696,2014M05_3moAve,65
LAUCN360850000000003,4.816,5.9,#N/A,#N/A,0,-24108,5.816,,-24108
LAUCN360870000000003,4.296,5.1,#N/A,#N/A,0,-24108,5.296,2014M05_3moAve,65
LAUCN360890000000003,6.412,7.2,2014M10,#N/A,0,-24108,7.412,2014M09_3moAve,69
LAUCN360910000000003,4.096,4.3,#N/A,#N/A,0,-24108,5.096,2014M05_3moAve,65
LAUCN360930000000003,4.592,5.2,#N/A,#N/A,0,-24108,5.592,2014M05_3moAve,65
LAUCN360950000000003,6.288,5.7,2014M05,2014M08_3moAve,2014M08_3moAve,68,7.288,2013M09_3moAve,57
LAUCN360970000000003,5.396,6.1,#N/A,#N/A,0,-24108,6.396,2014M07_3moAve,67
LAUCN360990000000003,4.968,5.1,2014M10,2014M10_3moAve,2014M10_3moAve,70,5.968,2013M10_3moAve,58
LAUCN361010000000003,5.66,6.4,#N/A,#N/A,0,-24108,6.66,2014M08_3moAve,68
LAUCN361030000000003,4.408,5.1,#N/A,#N/A,0,-24108,5.408,2014M05_3moAve,65
LAUCN361050000000003,5.848,5.3,2014M08,2014M10_3moAve,2014M10_3moAve,70,6.848,2014M06_3moAve,66
LAUCN361070000000003,4.976,5.5,#N/A,#N/A,0,-24108,5.976,2014M06_3moAve,66
LAUCN361090000000003,3.74,4.7,2014M04,#N/A,0,-24108,4.74,2013M11_3moAve,59
LAUCN361110000000003,4.876,5.3,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.876,2014M05_3moAve,65
LAUCN361130000000003,5.048,4.8,2015M06,2015M07_3moAve,2015M07_3moAve,79,6.048,2014M07_3moAve,67
LAUCN361150000000003,4.72,4.7,2015M05,2015M07_3moAve,2015M07_3moAve,79,5.72,2014M07_3moAve,67
LAUCN361170000000003,5.264,5.1,2014M10,2015M07_3moAve,2015M07_3moAve,79,6.264,2014M06_3moAve,66
LAUCN361190000000003,4.228,5,#N/A,#N/A,0,-24108,5.228,2014M05_3moAve,65
LAUCN361210000000003,5.54,5.2,2014M08,2014M08_3moAve,2014M08_3moAve,68,6.54,2013M09_3moAve,57
LAUCN361230000000003,4.536,4.7,2014M10,#N/A,0,-24108,5.536,2014M06_3moAve,66
LAUCN370010000000003,5.684,5.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.684,2013M11_3moAve,59
LAUCN370030000000003,6.052,5.6,2013M12,2014M04_3moAve,2014M04_3moAve,64,7.052,2013M11_3moAve,59
LAUCN370050000000003,6.268,6.3,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.268,2013M11_3moAve,59
LAUCN370070000000003,8.028,7.1,2013M12,2014M01_3moAve,2014M01_3moAve,61,9.028,2013M10_3moAve,58
LAUCN370090000000003,5.828,6.5,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.828,2014M06_3moAve,66
LAUCN370110000000003,5.172,5.8,2014M10,#N/A,0,-24108,6.172,2014M08_3moAve,68
LAUCN370130000000003,6.312,7.2,2014M10,2014M12_3moAve,2014M12_3moAve,72,7.312,2014M05_3moAve,65
LAUCN370150000000003,6.524,7.9,#N/A,#N/A,0,-24108,7.524,2014M10_3moAve,70
LAUCN370170000000003,6.888,9,#N/A,#N/A,0,-24108,7.888,2014M12_3moAve,72
LAUCN370190000000003,5.4,7.2,#N/A,#N/A,0,-24108,6.4,,-24108
LAUCN370210000000003,4.08,4.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.08,2013M11_3moAve,59
LAUCN370230000000003,6.972,6.3,2013M12,2014M01_3moAve,2014M01_3moAve,61,7.972,2013M10_3moAve,58
LAUCN370250000000003,5.016,5.7,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.016,2014M04_3moAve,64
LAUCN370270000000003,7.364,6.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.364,2013M11_3moAve,59
LAUCN370290000000003,4.636,6.7,#N/A,#N/A,0,-24108,5.636,2014M11_3moAve,71
LAUCN370310000000003,4.656,5.9,#N/A,#N/A,0,-24108,5.656,2014M09_3moAve,69
LAUCN370330000000003,7.288,7.1,2013M12,2014M04_3moAve,2014M04_3moAve,64,8.288,2013M10_3moAve,58
LAUCN370350000000003,6.24,6.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.24,2013M12_3moAve,60
LAUCN370370000000003,4.32,5.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.32,2013M12_3moAve,60
LAUCN370390000000003,7.596,7,2014M03,2014M04_3moAve,2014M04_3moAve,64,8.596,2013M10_3moAve,58
LAUCN370410000000003,7.324,7.7,2014M09,2014M11_3moAve,2014M11_3moAve,71,8.324,2014M04_3moAve,64
LAUCN370430000000003,5.16,6.5,#N/A,#N/A,0,-24108,6.16,2014M11_3moAve,71
LAUCN370450000000003,7.012,7,2014M04,2014M10_3moAve,2014M10_3moAve,70,8.012,2014M01_3moAve,61
LAUCN370470000000003,6.48,8.2,#N/A,#N/A,0,-24108,7.48,2014M11_3moAve,71
LAUCN370490000000003,5.056,6.6,#N/A,#N/A,0,-24108,6.056,2014M12_3moAve,72
LAUCN370510000000003,5.68,8.2,#N/A,#N/A,0,-24108,6.68,,-24108
LAUCN370530000000003,3.732,5.6,#N/A,#N/A,0,-24108,4.732,,-24108
LAUCN370550000000003,5.8,5,2014M07,2014M08_3moAve,2014M08_3moAve,68,6.8,2009M08_3moAve,8
LAUCN370570000000003,6.276,6.1,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.276,2013M12_3moAve,60
LAUCN370590000000003,5.412,5.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.412,2013M12_3moAve,60
LAUCN370610000000003,5.08,6.3,#N/A,#N/A,0,-24108,6.08,2014M10_3moAve,70
LAUCN370630000000003,4.236,5.6,2014M12,#N/A,0,-24108,5.236,2014M01_3moAve,61
LAUCN370650000000003,8.728,10.5,2014M12,#N/A,0,-24108,9.728,2014M10_3moAve,70
LAUCN370670000000003,4.976,6.2,2014M12,#N/A,0,-24108,5.976,2014M05_3moAve,65
LAUCN370690000000003,5.268,6.3,2014M12,2014M12_3moAve,2014M12_3moAve,72,6.268,2014M06_3moAve,66
LAUCN370710000000003,6.556,6.4,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.556,2014M01_3moAve,61
LAUCN370730000000003,4.764,6,#N/A,#N/A,0,-24108,5.764,2014M10_3moAve,70
LAUCN370750000000003,8.836,11.7,#N/A,#N/A,0,-24108,9.836,,-24108
LAUCN370770000000003,5.856,5.6,2013M12,2014M04_3moAve,2014M04_3moAve,64,6.856,2013M10_3moAve,58
LAUCN370790000000003,5.956,6.4,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.956,2013M11_3moAve,59
LAUCN370810000000003,5.316,6.5,2014M12,#N/A,0,-24108,6.316,2014M10_3moAve,70
LAUCN370830000000003,7.612,9.9,#N/A,#N/A,0,-24108,8.612,2014M11_3moAve,71
LAUCN370850000000003,5.66,7.6,#N/A,#N/A,0,-24108,6.66,2014M11_3moAve,71
LAUCN370870000000003,4.76,5.6,2014M10,2014M12_3moAve,2014M12_3moAve,72,5.76,2014M06_3moAve,66
LAUCN370890000000003,4.064,5.2,2014M12,#N/A,0,-24108,5.064,2014M05_3moAve,65
LAUCN370910000000003,5.88,7.9,#N/A,#N/A,0,-24108,6.88,2014M11_3moAve,71
LAUCN370930000000003,5.348,8.7,#N/A,#N/A,0,-24108,6.348,,-24108
LAUCN370950000000003,6.456,6.3,2009M06,2009M07_3moAve,2009M07_3moAve,7,7.456,2009M06_3moAve,6
LAUCN370970000000003,5.428,5.9,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.428,2014M05_3moAve,65
LAUCN370990000000003,4.324,6.3,#N/A,#N/A,0,-24108,5.324,2014M11_3moAve,71
LAUCN371010000000003,4.832,5.6,2014M11,2014M12_3moAve,2014M12_3moAve,72,5.832,2014M04_3moAve,64
LAUCN371030000000003,5.368,6,2014M12,#N/A,0,-24108,6.368,2014M06_3moAve,66
LAUCN371050000000003,6.536,8.6,#N/A,#N/A,0,-24108,7.536,2014M11_3moAve,71
LAUCN371070000000003,6.18,7.2,2014M12,2014M12_3moAve,2014M12_3moAve,72,7.18,2014M06_3moAve,66
LAUCN371090000000003,6.008,5.9,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.008,2013M12_3moAve,60
LAUCN371110000000003,6.82,5.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.82,2013M12_3moAve,60
LAUCN371130000000003,4.96,6.3,#N/A,#N/A,0,-24108,5.96,2014M10_3moAve,70
LAUCN371150000000003,4.744,6.2,2014M12,#N/A,0,-24108,5.744,2014M10_3moAve,70
LAUCN371170000000003,5.836,8.9,#N/A,#N/A,0,-24108,6.836,2014M11_3moAve,71
LAUCN371190000000003,5.208,5.9,2014M11,2014M12_3moAve,2014M12_3moAve,72,6.208,2014M04_3moAve,64
LAUCN371210000000003,7.54,7.2,2014M04,2014M06_3moAve,2014M06_3moAve,66,8.54,2014M04_3moAve,64
LAUCN371230000000003,7.184,6.5,2013M12,2014M04_3moAve,2014M04_3moAve,64,8.184,2013M09_3moAve,57
LAUCN371250000000003,5.304,6.3,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.304,2014M04_3moAve,64
LAUCN371270000000003,6.296,8.3,#N/A,#N/A,0,-24108,7.296,2014M11_3moAve,71
LAUCN371290000000003,4.424,5.8,#N/A,#N/A,0,-24108,5.424,2014M11_3moAve,71
LAUCN371310000000003,6.784,8.6,2014M12,2014M12_3moAve,2014M12_3moAve,72,7.784,2014M10_3moAve,70
LAUCN371330000000003,5.02,6.4,2014M12,#N/A,0,-24108,6.02,2014M05_3moAve,65
LAUCN371350000000003,3.588,5.2,#N/A,#N/A,0,-24108,4.588,2013M12_3moAve,60
LAUCN371370000000003,5.06,6.5,#N/A,#N/A,0,-24108,6.06,2014M10_3moAve,70
LAUCN371390000000003,5.868,8,#N/A,#N/A,0,-24108,6.868,,-24108
LAUCN371410000000003,5.088,6.5,#N/A,#N/A,0,-24108,6.088,2014M11_3moAve,71
LAUCN371430000000003,5.932,7.6,#N/A,#N/A,0,-24108,6.932,2014M12_3moAve,72
LAUCN371450000000003,6.94,7.2,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.94,2014M05_3moAve,65
LAUCN371470000000003,5.72,7,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.72,2014M01_3moAve,61
LAUCN371490000000003,4.072,5.8,#N/A,#N/A,0,-24108,5.072,2014M10_3moAve,70
LAUCN371510000000003,5.468,6.1,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.468,2014M05_3moAve,65
LAUCN371530000000003,8.268,8.7,2014M09,2014M10_3moAve,2014M10_3moAve,70,9.268,2014M04_3moAve,64
LAUCN371550000000003,6.992,9.5,#N/A,#N/A,0,-24108,7.992,2014M12_3moAve,72
LAUCN371570000000003,6.78,7.1,2014M09,2014M11_3moAve,2014M11_3moAve,71,7.78,2014M05_3moAve,65
LAUCN371590000000003,6.368,6.5,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.368,2014M04_3moAve,64
LAUCN371610000000003,7.152,8.6,#N/A,#N/A,0,-24108,8.152,2014M10_3moAve,70
LAUCN371630000000003,4.616,6.5,#N/A,#N/A,0,-24108,5.616,2014M11_3moAve,71
LAUCN371650000000003,10.416,11.7,2014M10,2014M12_3moAve,2014M12_3moAve,72,11.416,2014M10_3moAve,70
LAUCN371670000000003,5.636,6,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.636,2014M01_3moAve,61
LAUCN371690000000003,5.056,5.9,2014M11,2014M12_3moAve,2014M12_3moAve,72,6.056,2014M05_3moAve,65
LAUCN371710000000003,6.48,6.1,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.48,2013M11_3moAve,59
LAUCN371730000000003,7.032,7.2,2014M09,#N/A,0,-24108,8.032,2014M07_3moAve,67
LAUCN371750000000003,4.372,6,#N/A,#N/A,0,-24108,5.372,2014M10_3moAve,70
LAUCN371770000000003,6.36,7.5,#N/A,#N/A,0,-24108,7.36,2014M09_3moAve,69
LAUCN371790000000003,4.676,5.3,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.676,2013M12_3moAve,60
LAUCN371810000000003,7.672,9.7,#N/A,#N/A,0,-24108,8.672,2014M11_3moAve,71
LAUCN371830000000003,4.004,5.2,2014M12,#N/A,0,-24108,5.004,2014M04_3moAve,64
LAUCN371850000000003,7.232,9.3,#N/A,#N/A,0,-24108,8.232,2014M11_3moAve,71
LAUCN371870000000003,7,9,#N/A,#N/A,0,-24108,8,2014M12_3moAve,72
LAUCN371890000000003,4.012,5.6,#N/A,#N/A,0,-24108,5.012,2014M10_3moAve,70
LAUCN371910000000003,5.072,6.8,#N/A,#N/A,0,-24108,6.072,2014M11_3moAve,71
