series_id,FIPS,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1
LAUCN360850000000003,CN3608500000000,4.816,5.9,#N/A,#N/A,0,-24108,5.816,,-24108
LAUCN360870000000003,CN3608700000000,4.296,5.1,#N/A,#N/A,0,-24108,5.296,2014M05_3moAve,65
LAUCN360890000000003,CN3608900000000,6.412,7.2,2014M10,#N/A,0,-24108,7.412,2014M09_3moAve,69
LAUCN360910000000003,CN3609100000000,4.096,4.3,#N/A,#N/A,0,-24108,5.096,2014M05_3moAve,65
LAUCN360930000000003,CN3609300000000,4.592,5.2,#N/A,#N/A,0,-24108,5.592,2014M05_3moAve,65
LAUCN360950000000003,CN3609500000000,6.288,5.7,2014M05,2014M08_3moAve,2014M08_3moAve,68,7.288,2013M09_3moAve,57
LAUCN360970000000003,CN3609700000000,5.396,6.1,#N/A,#N/A,0,-24108,6.396,2014M07_3moAve,67
LAUCN360990000000003,CN3609900000000,4.968,5.1,2014M10,2014M10_3moAve,2014M10_3moAve,70,5.968,2013M10_3moAve,58
LAUCN361010000000003,CN3610100000000,5.66,6.4,#N/A,#N/A,0,-24108,6.66,2014M08_3moAve,68
LAUCN361030000000003,CN3610300000000,4.408,5.1,#N/A,#N/A,0,-24108,5.408,2014M05_3moAve,65
LAUCN361050000000003,CN3610500000000,5.848,5.3,2014M08,2014M10_3moAve,2014M10_3moAve,70,6.848,2014M06_3moAve,66
LAUCN361070000000003,CN3610700000000,4.976,5.5,#N/A,#N/A,0,-24108,5.976,2014M06_3moAve,66
LAUCN361090000000003,CN3610900000000,3.74,4.7,2014M04,#N/A,0,-24108,4.74,2013M11_3moAve,59
LAUCN361110000000003,CN3611100000000,4.876,5.3,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.876,2014M05_3moAve,65
LAUCN361130000000003,CN3611300000000,5.048,4.8,2015M06,2015M07_3moAve,2015M07_3moAve,79,6.048,2014M07_3moAve,67
LAUCN361150000000003,CN3611500000000,4.72,4.7,2015M05,2015M07_3moAve,2015M07_3moAve,79,5.72,2014M07_3moAve,67
LAUCN361170000000003,CN3611700000000,5.264,5.1,2014M10,2015M07_3moAve,2015M07_3moAve,79,6.264,2014M06_3moAve,66
LAUCN361190000000003,CN3611900000000,4.228,5,#N/A,#N/A,0,-24108,5.228,2014M05_3moAve,65
LAUCN361210000000003,CN3612100000000,5.54,5.2,2014M08,2014M08_3moAve,2014M08_3moAve,68,6.54,2013M09_3moAve,57
LAUCN361230000000003,CN3612300000000,4.536,4.7,2014M10,#N/A,0,-24108,5.536,2014M06_3moAve,66
LAUCN370010000000003,CN3700100000000,5.684,5.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.684,2013M11_3moAve,59
LAUCN370030000000003,CN3700300000000,6.052,5.6,2013M12,2014M04_3moAve,2014M04_3moAve,64,7.052,2013M11_3moAve,59
LAUCN370050000000003,CN3700500000000,6.268,6.3,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.268,2013M11_3moAve,59
LAUCN370070000000003,CN3700700000000,8.028,7.1,2013M12,2014M01_3moAve,2014M01_3moAve,61,9.028,2013M10_3moAve,58
LAUCN370090000000003,CN3700900000000,5.828,6.5,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.828,2014M06_3moAve,66
LAUCN370110000000003,CN3701100000000,5.172,5.8,2014M10,#N/A,0,-24108,6.172,2014M08_3moAve,68
LAUCN370130000000003,CN3701300000000,6.312,7.2,2014M10,2014M12_3moAve,2014M12_3moAve,72,7.312,2014M05_3moAve,65
LAUCN370150000000003,CN3701500000000,6.524,7.9,#N/A,#N/A,0,-24108,7.524,2014M10_3moAve,70
LAUCN370170000000003,CN3701700000000,6.888,9,#N/A,#N/A,0,-24108,7.888,2014M12_3moAve,72
LAUCN370190000000003,CN3701900000000,5.4,7.2,#N/A,#N/A,0,-24108,6.4,,-24108
LAUCN370210000000003,CN3702100000000,4.08,4.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.08,2013M11_3moAve,59
LAUCN370230000000003,CN3702300000000,6.972,6.3,2013M12,2014M01_3moAve,2014M01_3moAve,61,7.972,2013M10_3moAve,58
LAUCN370250000000003,CN3702500000000,5.016,5.7,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.016,2014M04_3moAve,64
LAUCN370270000000003,CN3702700000000,7.364,6.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.364,2013M11_3moAve,59
LAUCN370290000000003,CN3702900000000,4.636,6.7,#N/A,#N/A,0,-24108,5.636,2014M11_3moAve,71
LAUCN370310000000003,CN3703100000000,4.656,5.9,#N/A,#N/A,0,-24108,5.656,2014M09_3moAve,69
LAUCN370330000000003,CN3703300000000,7.288,7.1,2013M12,2014M04_3moAve,2014M04_3moAve,64,8.288,2013M10_3moAve,58
LAUCN370350000000003,CN3703500000000,6.24,6.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.24,2013M12_3moAve,60
LAUCN370370000000003,CN3703700000000,4.32,5.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.32,2013M12_3moAve,60
LAUCN370390000000003,CN3703900000000,7.596,7,2014M03,2014M04_3moAve,2014M04_3moAve,64,8.596,2013M10_3moAve,58
LAUCN370410000000003,CN3704100000000,7.324,7.7,2014M09,2014M11_3moAve,2014M11_3moAve,71,8.324,2014M04_3moAve,64
LAUCN370430000000003,CN3704300000000,5.16,6.5,#N/A,#N/A,0,-24108,6.16,2014M11_3moAve,71
LAUCN370450000000003,CN3704500000000,7.012,7,2014M04,2014M10_3moAve,2014M10_3moAve,70,8.012,2014M01_3moAve,61
LAUCN370470000000003,CN3704700000000,6.48,8.2,#N/A,#N/A,0,-24108,7.48,2014M11_3moAve,71
LAUCN370490000000003,CN3704900000000,5.056,6.6,#N/A,#N/A,0,-24108,6.056,2014M12_3moAve,72
LAUCN370510000000003,CN3705100000000,5.68,8.2,#N/A,#N/A,0,-24108,6.68,,-24108
LAUCN370530000000003,CN3705300000000,3.732,5.6,#N/A,#N/A,0,-24108,4.732,,-24108
LAUCN370550000000003,CN3705500000000,5.8,5,2014M07,2014M08_3moAve,2014M08_3moAve,68,6.8,2009M08_3moAve,8
LAUCN370570000000003,CN3705700000000,6.276,6.1,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.276,2013M12_3moAve,60
LAUCN370590000000003,CN3705900000000,5.412,5.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.412,2013M12_3moAve,60
LAUCN370610000000003,CN3706100000000,5.08,6.3,#N/A,#N/A,0,-24108,6.08,2014M10_3moAve,70
LAUCN370630000000003,CN3706300000000,4.236,5.6,2014M12,#N/A,0,-24108,5.236,2014M01_3moAve,61
LAUCN370650000000003,CN3706500000000,8.728,10.5,2014M12,#N/A,0,-24108,9.728,2014M10_3moAve,70
LAUCN370670000000003,CN3706700000000,4.976,6.2,2014M12,#N/A,0,-24108,5.976,2014M05_3moAve,65
LAUCN370690000000003,CN3706900000000,5.268,6.3,2014M12,2014M12_3moAve,2014M12_3moAve,72,6.268,2014M06_3moAve,66
LAUCN370710000000003,CN3707100000000,6.556,6.4,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.556,2014M01_3moAve,61
LAUCN370730000000003,CN3707300000000,4.764,6,#N/A,#N/A,0,-24108,5.764,2014M10_3moAve,70
LAUCN370750000000003,CN3707500000000,8.836,11.7,#N/A,#N/A,0,-24108,9.836,,-24108
LAUCN370770000000003,CN3707700000000,5.856,5.6,2013M12,2014M04_3moAve,2014M04_3moAve,64,6.856,2013M10_3moAve,58
LAUCN370790000000003,CN3707900000000,5.956,6.4,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.956,2013M11_3moAve,59
LAUCN370810000000003,CN3708100000000,5.316,6.5,2014M12,#N/A,0,-24108,6.316,2014M10_3moAve,70
LAUCN370830000000003,CN3708300000000,7.612,9.9,#N/A,#N/A,0,-24108,8.612,2014M11_3moAve,71
LAUCN370850000000003,CN3708500000000,5.66,7.6,#N/A,#N/A,0,-24108,6.66,2014M11_3moAve,71
LAUCN370870000000003,CN3708700000000,4.76,5.6,2014M10,2014M12_3moAve,2014M12_3moAve,72,5.76,2014M06_3moAve,66
LAUCN370890000000003,CN3708900000000,4.064,5.2,2014M12,#N/A,0,-24108,5.064,2014M05_3moAve,65
LAUCN370910000000003,CN3709100000000,5.88,7.9,#N/A,#N/A,0,-24108,6.88,2014M11_3moAve,71
LAUCN370930000000003,CN3709300000000,5.348,8.7,#N/A,#N/A,0,-24108,6.348,,-24108
LAUCN370950000000003,CN3709500000000,6.456,6.3,2009M06,2009M07_3moAve,2009M07_3moAve,7,7.456,2009M06_3moAve,6
LAUCN370970000000003,CN3709700000000,5.428,5.9,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.428,2014M05_3moAve,65
LAUCN370990000000003,CN3709900000000,4.324,6.3,#N/A,#N/A,0,-24108,5.324,2014M11_3moAve,71
LAUCN371010000000003,CN3710100000000,4.832,5.6,2014M11,2014M12_3moAve,2014M12_3moAve,72,5.832,2014M04_3moAve,64
LAUCN371030000000003,CN3710300000000,5.368,6,2014M12,#N/A,0,-24108,6.368,2014M06_3moAve,66
LAUCN371050000000003,CN3710500000000,6.536,8.6,#N/A,#N/A,0,-24108,7.536,2014M11_3moAve,71
LAUCN371070000000003,CN3710700000000,6.18,7.2,2014M12,2014M12_3moAve,2014M12_3moAve,72,7.18,2014M06_3moAve,66
LAUCN371090000000003,CN3710900000000,6.008,5.9,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.008,2013M12_3moAve,60
LAUCN371110000000003,CN3711100000000,6.82,5.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.82,2013M12_3moAve,60
LAUCN371130000000003,CN3711300000000,4.96,6.3,#N/A,#N/A,0,-24108,5.96,2014M10_3moAve,70
LAUCN371150000000003,CN3711500000000,4.744,6.2,2014M12,#N/A,0,-24108,5.744,2014M10_3moAve,70
LAUCN371170000000003,CN3711700000000,5.836,8.9,#N/A,#N/A,0,-24108,6.836,2014M11_3moAve,71
LAUCN371190000000003,CN3711900000000,5.208,5.9,2014M11,2014M12_3moAve,2014M12_3moAve,72,6.208,2014M04_3moAve,64
LAUCN371210000000003,CN3712100000000,7.54,7.2,2014M04,2014M06_3moAve,2014M06_3moAve,66,8.54,2014M04_3moAve,64
LAUCN371230000000003,CN3712300000000,7.184,6.5,2013M12,2014M04_3moAve,2014M04_3moAve,64,8.184,2013M09_3moAve,57
LAUCN371250000000003,CN3712500000000,5.304,6.3,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.304,2014M04_3moAve,64
LAUCN371270000000003,CN3712700000000,6.296,8.3,#N/A,#N/A,0,-24108,7.296,2014M11_3moAve,71
LAUCN371290000000003,CN3712900000000,4.424,5.8,#N/A,#N/A,0,-24108,5.424,2014M11_3moAve,71
LAUCN371310000000003,CN3713100000000,6.784,8.6,2014M12,2014M12_3moAve,2014M12_3moAve,72,7.784,2014M10_3moAve,70
LAUCN371330000000003,CN3713300000000,5.02,6.4,2014M12,#N/A,0,-24108,6.02,2014M05_3moAve,65
LAUCN371350000000003,CN3713500000000,3.588,5.2,#N/A,#N/A,0,-24108,4.588,2013M12_3moAve,60
LAUCN371370000000003,CN3713700000000,5.06,6.5,#N/A,#N/A,0,-24108,6.06,2014M10_3moAve,70
LAUCN371390000000003,CN3713900000000,5.868,8,#N/A,#N/A,0,-24108,6.868,,-24108
LAUCN371410000000003,CN3714100000000,5.088,6.5,#N/A,#N/A,0,-24108,6.088,2014M11_3moAve,71
LAUCN371430000000003,CN3714300000000,5.932,7.6,#N/A,#N/A,0,-24108,6.932,2014M12_3moAve,72
LAUCN371450000000003,CN3714500000000,6.94,7.2,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.94,2014M05_3moAve,65
LAUCN371470000000003,CN3714700000000,5.72,7,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.72,2014M01_3moAve,61
LAUCN371490000000003,CN3714900000000,4.072,5.8,#N/A,#N/A,0,-24108,5.072,2014M10_3moAve,70
LAUCN371510000000003,CN3715100000000,5.468,6.1,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.468,2014M05_3moAve,65
LAUCN371530000000003,CN3715300000000,8.268,8.7,2014M09,2014M10_3moAve,2014M10_3moAve,70,9.268,2014M04_3moAve,64
LAUCN371550000000003,CN3715500000000,6.992,9.5,#N/A,#N/A,0,-24108,7.992,2014M12_3moAve,72
LAUCN371570000000003,CN3715700000000,6.78,7.1,2014M09,2014M11_3moAve,2014M11_3moAve,71,7.78,2014M05_3moAve,65
LAUCN371590000000003,CN3715900000000,6.368,6.5,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.368,2014M04_3moAve,64
LAUCN371610000000003,CN3716100000000,7.152,8.6,#N/A,#N/A,0,-24108,8.152,2014M10_3moAve,70
LAUCN371630000000003,CN3716300000000,4.616,6.5,#N/A,#N/A,0,-24108,5.616,2014M11_3moAve,71
LAUCN371650000000003,CN3716500000000,10.416,11.7,2014M10,2014M12_3moAve,2014M12_3moAve,72,11.416,2014M10_3moAve,70
LAUCN371670000000003,CN3716700000000,5.636,6,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.636,2014M01_3moAve,61
LAUCN371690000000003,CN3716900000000,5.056,5.9,2014M11,2014M12_3moAve,2014M12_3moAve,72,6.056,2014M05_3moAve,65
LAUCN371710000000003,CN3717100000000,6.48,6.1,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.48,2013M11_3moAve,59
LAUCN371730000000003,CN3717300000000,7.032,7.2,2014M09,#N/A,0,-24108,8.032,2014M07_3moAve,67
LAUCN371750000000003,CN3717500000000,4.372,6,#N/A,#N/A,0,-24108,5.372,2014M10_3moAve,70
LAUCN371770000000003,CN3717700000000,6.36,7.5,#N/A,#N/A,0,-24108,7.36,2014M09_3moAve,69
LAUCN371790000000003,CN3717900000000,4.676,5.3,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.676,2013M12_3moAve,60
LAUCN371810000000003,CN3718100000000,7.672,9.7,#N/A,#N/A,0,-24108,8.672,2014M11_3moAve,71
LAUCN371830000000003,CN3718300000000,4.004,5.2,2014M12,#N/A,0,-24108,5.004,2014M04_3moAve,64
LAUCN371850000000003,CN3718500000000,7.232,9.3,#N/A,#N/A,0,-24108,8.232,2014M11_3moAve,71
LAUCN371870000000003,CN3718700000000,7,9,#N/A,#N/A,0,-24108,8,2014M12_3moAve,72
LAUCN371890000000003,CN3718900000000,4.012,5.6,#N/A,#N/A,0,-24108,5.012,2014M10_3moAve,70
LAUCN371910000000003,CN3719100000000,5.072,6.8,#N/A,#N/A,0,-24108,6.072,2014M11_3moAve,71
LAUCN371930000000003,CN3719300000000,6.392,6.4,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.392,2014M01_3moAve,61
LAUCN371950000000003,CN3719500000000,6.936,10.5,#N/A,#N/A,0,-24108,7.936,2014M12_3moAve,72
LAUCN371970000000003,CN3719700000000,4.896,5.6,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.896,2014M04_3moAve,64
LAUCN371990000000003,CN3719900000000,6.636,6.5,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.636,2013M12_3moAve,60
LAUCN380010000000003,CN3800100000000,2.42,2.6,2011M04,2013M07_3moAve,2013M07_3moAve,55,3.42,2009M07_3moAve,7
LAUCN380030000000003,CN3800300000000,3.04,5.6,2011M10,2012M09_3moAve,2012M09_3moAve,45,4.04,2009M09_3moAve,9
LAUCN380050000000003,CN3800500000000,6.508,4.3,2009M04,2009M06_3moAve,2009M06_3moAve,6,7.508,2009M05_3moAve,5
LAUCN380070000000003,CN3800700000000,2.296,2.1,2009M05,2009M07_3moAve,2009M07_3moAve,7,3.296,2009M05_3moAve,5
LAUCN380090000000003,CN3800900000000,3.44,4,2009M07,2009M09_3moAve,2009M09_3moAve,9,4.44,2009M05_3moAve,5
LAUCN380110000000003,CN3801100000000,2.044,1.9,2010M09,2011M09_3moAve,2011M09_3moAve,33,3.044,2009M08_3moAve,8
LAUCN380130000000003,CN3801300000000,2.456,3.1,2009M09,2010M11_3moAve,2010M11_3moAve,23,3.456,2009M05_3moAve,5
LAUCN380150000000003,CN3801500000000,2.724,2,2009M09,2011M10_3moAve,2011M10_3moAve,34,3.724,2009M06_3moAve,6
LAUCN380170000000003,CN3801700000000,2.632,2,2011M10,2012M09_3moAve,2012M09_3moAve,45,3.632,2009M11_3moAve,11
LAUCN380190000000003,CN3801900000000,3.088,2.6,2009M07,2009M08_3moAve,2009M08_3moAve,8,4.088,2009M05_3moAve,5
LAUCN380210000000003,CN3802100000000,2.836,1.8,2010M08,2010M09_3moAve,2010M09_3moAve,21,3.836,2010M05_3moAve,17
LAUCN380230000000003,CN3802300000000,3.272,1.4,2009M09,2009M10_3moAve,2009M10_3moAve,10,4.272,2009M05_3moAve,5
LAUCN380250000000003,CN3802500000000,3.532,1.8,2009M09,2009M01_3moAve,2009M01_3moAve,1,4.532,2009M07_3moAve,7
LAUCN380270000000003,CN3802700000000,5.548,4.4,2009M05,2009M06_3moAve,2009M06_3moAve,6,6.548,2009M06_3moAve,6
LAUCN380290000000003,CN3802900000000,5.056,4.3,2009M09,2011M09_3moAve,2011M09_3moAve,33,6.056,2009M07_3moAve,7
LAUCN380310000000003,CN3803100000000,3.2,2.4,2009M05,2009M07_3moAve,2009M07_3moAve,7,4.2,2009M05_3moAve,5
LAUCN380330000000003,CN3803300000000,2.736,2.1,2009M09,2010M07_3moAve,2010M07_3moAve,19,3.736,2009M06_3moAve,6
LAUCN380350000000003,CN3803500000000,2.928,2.4,2010M09,2010M10_3moAve,2010M10_3moAve,22,3.928,2009M10_3moAve,10
LAUCN380370000000003,CN3803700000000,3.828,2.7,2009M05,2009M07_3moAve,2009M07_3moAve,7,4.828,2009M06_3moAve,6
LAUCN380390000000003,CN3803900000000,2.556,1.8,2010M09,2010M10_3moAve,2010M10_3moAve,22,3.556,2009M05_3moAve,5
LAUCN380410000000003,CN3804100000000,3.764,2.5,2009M05,2009M01_3moAve,2009M01_3moAve,1,4.764,2009M05_3moAve,5
LAUCN380430000000003,CN3804300000000,4.512,3.4,2009M05,2009M06_3moAve,2009M06_3moAve,6,5.512,2009M05_3moAve,5
LAUCN380450000000003,CN3804500000000,3.224,2.4,2010M09,2010M09_3moAve,2010M09_3moAve,21,4.224,2009M05_3moAve,5
LAUCN380470000000003,CN3804700000000,3.544,2.6,2009M05,2009M07_3moAve,2009M07_3moAve,7,4.544,2009M05_3moAve,5
LAUCN380490000000003,CN3804900000000,5.06,3.8,2009M05,2009M06_3moAve,2009M06_3moAve,6,6.06,2009M05_3moAve,5
LAUCN380510000000003,CN3805100000000,2.844,2.8,2012M05,2012M09_3moAve,2012M09_3moAve,45,3.844,2009M06_3moAve,6
LAUCN380530000000003,CN3805300000000,2.764,2,2009M09,2009M01_3moAve,2009M01_3moAve,1,3.764,2009M06_3moAve,6
LAUCN380550000000003,CN3805500000000,4.576,3.5,2009M05,2009M06_3moAve,2009M06_3moAve,6,5.576,2009M05_3moAve,5
LAUCN380570000000003,CN3805700000000,4.384,4.3,2009M04,2009M05_3moAve,2009M05_3moAve,5,5.384,2009M05_3moAve,5
LAUCN380590000000003,CN3805900000000,3.436,2.6,2009M08,2009M09_3moAve,2009M09_3moAve,9,4.436,2009M05_3moAve,5
LAUCN380610000000003,CN3806100000000,4.996,1.6,2009M01,2009M01_3moAve,2009M01_3moAve,1,5.996,2009M05_3moAve,5
LAUCN380630000000003,CN3806300000000,3.752,3.4,2009M05,2009M01_3moAve,2009M01_3moAve,1,4.752,2009M05_3moAve,5
LAUCN380650000000003,CN3806500000000,4.412,6.3,2009M04,2009M05_3moAve,2009M05_3moAve,5,5.412,2009M05_3moAve,5
LAUCN380670000000003,CN3806700000000,5.388,5.6,2009M05,2009M09_3moAve,2009M09_3moAve,9,6.388,2009M05_3moAve,5
LAUCN380690000000003,CN3806900000000,4.44,3.6,2009M09,2009M09_3moAve,2009M09_3moAve,9,5.44,2009M06_3moAve,6
LAUCN380710000000003,CN3807100000000,3.86,3,2009M07,2009M09_3moAve,2009M09_3moAve,9,4.86,2009M05_3moAve,5
LAUCN380730000000003,CN3807300000000,3.324,2.5,2010M10,2011M08_3moAve,2011M08_3moAve,32,4.324,2010M07_3moAve,19
LAUCN380750000000003,CN3807500000000,2.816,3.4,2009M12,2010M07_3moAve,2010M07_3moAve,19,3.816,2009M09_3moAve,9
LAUCN380770000000003,CN3807700000000,3.612,2.8,2010M05,2010M09_3moAve,2010M09_3moAve,21,4.612,2009M09_3moAve,9
LAUCN380790000000003,CN3807900000000,9.248,14.7,2009M09,2009M10_3moAve,2009M10_3moAve,10,10.248,2009M10_3moAve,10
LAUCN380810000000003,CN3808100000000,4.064,1.6,2010M07,2010M08_3moAve,2010M08_3moAve,20,5.064,2010M05_3moAve,17
LAUCN380830000000003,CN3808300000000,4.656,3.7,2009M07,2009M08_3moAve,2009M08_3moAve,8,5.656,2009M07_3moAve,7
LAUCN380850000000003,CN3808500000000,5.824,4.9,2009M01,2009M01_3moAve,2009M01_3moAve,1,6.824,2009M05_3moAve,5
LAUCN380870000000003,CN3808700000000,1.468,2.9,#N/A,#N/A,0,-24108,2.468,2009M05_3moAve,5
LAUCN380890000000003,CN3808900000000,2.42,2.1,2010M08,2010M09_3moAve,2010M09_3moAve,21,3.42,2009M06_3moAve,6
LAUCN380910000000003,CN3809100000000,2.232,2.5,2010M09,2010M10_3moAve,2010M10_3moAve,22,3.232,2009M05_3moAve,5
LAUCN380930000000003,CN3809300000000,2.9,2.5,2009M10,2009M11_3moAve,2009M11_3moAve,11,3.9,2009M06_3moAve,6
LAUCN380950000000003,CN3809500000000,3.62,2.6,2009M04,2009M01_3moAve,2009M01_3moAve,1,4.62,2009M05_3moAve,5
LAUCN380970000000003,CN3809700000000,3.308,3.4,2009M09,2009M11_3moAve,2009M11_3moAve,11,4.308,2009M05_3moAve,5
LAUCN380990000000003,CN3809900000000,4.268,4.3,2009M05,2009M11_3moAve,2009M11_3moAve,11,5.268,2009M05_3moAve,5
LAUCN381010000000003,CN3810100000000,2.976,2.8,2009M09,2009M10_3moAve,2009M10_3moAve,10,3.976,2009M06_3moAve,6
LAUCN381030000000003,CN3810300000000,4.52,3.2,2009M07,2009M09_3moAve,2009M09_3moAve,9,5.52,2009M06_3moAve,6
LAUCN381050000000003,CN3810500000000,1.808,1.8,2010M09,2009M01_3moAve,2009M01_3moAve,1,2.808,2009M05_3moAve,5
LAUCN390010000000003,CN3900100000000,8.46,7.7,2014M04,2014M06_3moAve,2014M06_3moAve,66,9.46,2014M05_3moAve,65
LAUCN390030000000003,CN3900300000000,6.824,4.9,2013M12,2014M04_3moAve,2014M04_3moAve,64,7.824,2012M05_3moAve,41
LAUCN390050000000003,CN3900500000000,6.704,4.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.704,2012M06_3moAve,42
LAUCN390070000000003,CN3900700000000,7.476,5.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.476,2014M04_3moAve,64
LAUCN390090000000003,CN3900900000000,6.392,7,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.392,2014M04_3moAve,64
LAUCN390110000000003,CN3901100000000,4.916,3.8,2013M12,2014M04_3moAve,2014M04_3moAve,64,5.916,2012M10_3moAve,46
LAUCN390130000000003,CN3901300000000,5.84,6.5,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.84,2014M05_3moAve,65
LAUCN390150000000003,CN3901500000000,7.028,5.8,2014M04,2014M06_3moAve,2014M06_3moAve,66,8.028,2014M05_3moAve,65
LAUCN390170000000003,CN3901700000000,5.492,4.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.492,2014M03_3moAve,63
LAUCN390190000000003,CN3901900000000,6.864,5.7,2014M04,2014M04_3moAve,2014M04_3moAve,64,7.864,2012M05_3moAve,41
LAUCN390210000000003,CN3902100000000,6.404,4.7,2013M04,2013M11_3moAve,2013M11_3moAve,59,7.404,2012M05_3moAve,41
LAUCN390230000000003,CN3902300000000,6.436,5.1,2013M12,2014M04_3moAve,2014M04_3moAve,64,7.436,2012M06_3moAve,42
LAUCN390250000000003,CN3902500000000,5.464,4.5,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.464,2014M04_3moAve,64
LAUCN390270000000003,CN3902700000000,5.396,6.2,#N/A,#N/A,0,-24108,6.396,2014M12_3moAve,72
LAUCN390290000000003,CN3902900000000,6.704,5.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.704,2012M10_3moAve,46
LAUCN390310000000003,CN3903100000000,7.684,6.8,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.684,2014M04_3moAve,64
LAUCN390330000000003,CN3903300000000,7.796,5.6,2013M12,2014M04_3moAve,2014M04_3moAve,64,8.796,2012M06_3moAve,42
LAUCN390350000000003,CN3903500000000,5.94,5.8,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.94,2011M12_3moAve,36
LAUCN390370000000003,CN3903700000000,6.012,4.1,2013M12,2014M05_3moAve,2014M05_3moAve,65,7.012,2012M06_3moAve,42
LAUCN390390000000003,CN3903900000000,6.524,4.6,2013M12,2014M04_3moAve,2014M04_3moAve,64,7.524,2012M09_3moAve,45
LAUCN390410000000003,CN3904100000000,4.304,3.5,2014M03,2014M04_3moAve,2014M04_3moAve,64,5.304,2012M05_3moAve,41
LAUCN390430000000003,CN3904300000000,6.668,5.1,2012M05,2014M05_3moAve,2014M05_3moAve,65,7.668,2012M06_3moAve,42
LAUCN390450000000003,CN3904500000000,5.348,4.3,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.348,2012M10_3moAve,46
LAUCN390470000000003,CN3904700000000,5.236,4.9,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.236,2014M05_3moAve,65
LAUCN390490000000003,CN3904900000000,5.096,4.1,2014M04,2014M04_3moAve,2014M04_3moAve,64,6.096,2012M11_3moAve,47
LAUCN390510000000003,CN3905100000000,7.188,4.6,2012M05,2012M10_3moAve,2012M10_3moAve,46,8.188,2011M12_3moAve,36
LAUCN390530000000003,CN3905300000000,6.364,6.3,2014M10,2014M12_3moAve,2014M12_3moAve,72,7.364,2014M06_3moAve,66
LAUCN390550000000003,CN3905500000000,4.756,4.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.756,2011M10_3moAve,34
LAUCN390570000000003,CN3905700000000,5.7,4.6,2014M04,2014M04_3moAve,2014M04_3moAve,64,6.7,2012M10_3moAve,46
LAUCN390590000000003,CN3905900000000,7.464,5.8,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.464,2012M09_3moAve,45
LAUCN390610000000003,CN3906100000000,5.36,4.6,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.36,2014M03_3moAve,63
LAUCN390630000000003,CN3906300000000,5.176,3.9,2013M12,2014M04_3moAve,2014M04_3moAve,64,6.176,2012M05_3moAve,41
LAUCN390650000000003,CN3906500000000,6.56,5,2012M10,2012M11_3moAve,2012M11_3moAve,47,7.56,2012M05_3moAve,41
LAUCN390670000000003,CN3906700000000,6.688,6.2,2013M12,2014M05_3moAve,2014M05_3moAve,65,7.688,2013M09_3moAve,57
LAUCN390690000000003,CN3906900000000,7.092,4.7,2012M09,2012M10_3moAve,2012M10_3moAve,46,8.092,2012M08_3moAve,44
LAUCN390710000000003,CN3907100000000,6.64,6.2,2014M10,2014M11_3moAve,2014M11_3moAve,71,7.64,2014M06_3moAve,66
LAUCN390730000000003,CN3907300000000,6.98,5.1,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.98,2012M06_3moAve,42
