series_id,FIPS,FIPS_code,bFIPS_code,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1
LAUCN290710000000003,CN2907100000000,29071,b29071,6.492,5.9,2013M09,2013M11_3moAve,2013M11_3moAve,59,7.492,2012M10_3moAve,46
LAUCN290830000000003,CN2908300000000,29083,b29083,6.14,6.4,2013M10,2013M11_3moAve,2013M11_3moAve,59,7.14,2012M10_3moAve,46
LAUCN290970000000003,CN2909700000000,29097,b29097,4.856,5,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.856,2012M10_3moAve,46
LAUCN291030000000003,CN2910300000000,29103,b29103,4.232,4.6,2013M10,2013M11_3moAve,2013M11_3moAve,59,5.232,2012M10_3moAve,46
LAUCN291130000000003,CN2911300000000,29113,b29113,6.708,5.9,2013M09,2013M10_3moAve,2013M10_3moAve,58,7.708,2012M10_3moAve,46
LAUCN291450000000003,CN2914500000000,29145,b29145,5.104,5.9,2013M11,2014M10_3moAve,2014M10_3moAve,70,6.104,2012M10_3moAve,46
LAUCN291590000000003,CN2915900000000,29159,b29159,5.708,7.1,2013M10,2013M11_3moAve,2013M11_3moAve,59,6.708,2012M10_3moAve,46
LAUCN291630000000003,CN2916300000000,29163,b29163,5.364,5.3,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.364,2012M10_3moAve,46
LAUCN292070000000003,CN2920700000000,29207,b29207,6.956,7.8,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.956,2012M10_3moAve,46
LAUCN292130000000003,CN2921300000000,29213,b29213,7.336,6.6,2014M06,2014M08_3moAve,2014M08_3moAve,68,8.336,2012M10_3moAve,46
LAUCN300430000000003,CN3004300000000,30043,b30043,3.84,3.6,2014M09,2015M05_3moAve,2015M05_3moAve,77,4.84,2012M10_3moAve,46
LAUCN300630000000003,CN3006300000000,30063,b30063,4.188,3.7,2014M05,2014M07_3moAve,2014M07_3moAve,67,5.188,2012M10_3moAve,46
LAUCN300890000000003,CN3008900000000,30089,b30089,8.46,7.2,2013M09,2014M07_3moAve,2014M07_3moAve,67,9.46,2012M10_3moAve,46
LAUCN310530000000003,CN3105300000000,31053,b31053,3.344,3.3,2014M09,2014M10_3moAve,2014M10_3moAve,70,4.344,2012M10_3moAve,46
LAUCN311310000000003,CN3113100000000,31131,b31131,3.24,3.2,2014M09,2014M10_3moAve,2014M10_3moAve,70,4.24,2012M10_3moAve,46
LAUCN390110000000003,CN3901100000000,39011,b39011,4.916,3.8,2013M12,2014M04_3moAve,2014M04_3moAve,64,5.916,2012M10_3moAve,46
LAUCN390290000000003,CN3902900000000,39029,b39029,6.704,5.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.704,2012M10_3moAve,46
LAUCN390450000000003,CN3904500000000,39045,b39045,5.348,4.3,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.348,2012M10_3moAve,46
LAUCN390570000000003,CN3905700000000,39057,b39057,5.7,4.6,2014M04,2014M04_3moAve,2014M04_3moAve,64,6.7,2012M10_3moAve,46
LAUCN391090000000003,CN3910900000000,39109,b39109,5.896,4.4,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.896,2012M10_3moAve,46
LAUCN391170000000003,CN3911700000000,39117,b39117,6.424,4.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.424,2012M10_3moAve,46
LAUCN391330000000003,CN3913300000000,39133,b39133,5.78,4.9,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.78,2012M10_3moAve,46
LAUCN391350000000003,CN3913500000000,39135,b39135,6.328,4.7,2014M03,2014M04_3moAve,2014M04_3moAve,64,7.328,2012M10_3moAve,46
LAUCN391470000000003,CN3914700000000,39147,b39147,6.36,4.7,2014M04,2014M04_3moAve,2014M04_3moAve,64,7.36,2012M10_3moAve,46
LAUCN391570000000003,CN3915700000000,39157,b39157,5.784,5.3,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.784,2012M10_3moAve,46
LAUCN410270000000003,CN4102700000000,41027,b41027,4.948,5,2013M09,2013M10_3moAve,2013M10_3moAve,58,5.948,2012M10_3moAve,46
LAUCN471590000000003,CN4715900000000,47159,b47159,6.668,6.4,2013M11,2013M12_3moAve,2013M12_3moAve,60,7.668,2012M10_3moAve,46
LAUCN471690000000003,CN4716900000000,47169,b47169,6.948,6.4,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.948,2012M10_3moAve,46
LAUCN471770000000003,CN4717700000000,47177,b47177,7.384,7,2013M12,2014M01_3moAve,2014M01_3moAve,61,8.384,2012M10_3moAve,46
LAUCN481150000000003,CN4811500000000,48115,b48115,5.22,5,2013M12,2014M05_3moAve,2014M05_3moAve,65,6.22,2012M10_3moAve,46
LAUCN481350000000003,CN4813500000000,48135,b48135,3.352,4.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,4.352,2012M10_3moAve,46
LAUCN482250000000003,CN4822500000000,48225,b48225,6.092,4.8,2013M10,2013M11_3moAve,2013M11_3moAve,59,7.092,2012M10_3moAve,46
LAUCN482350000000003,CN4823500000000,48235,b48235,3.172,3.6,2014M09,#N/A,0,-24108,4.172,2012M10_3moAve,46
LAUCN500030000000003,CN5000300000000,50003,b50003,4.42,4.5,2013M10,2015M05_3moAve,2015M05_3moAve,77,5.42,2012M10_3moAve,46
LAUCN518300000000003,CN5183000000000,51830,b51830,7.016,6.8,2013M04,2014M06_3moAve,2014M06_3moAve,66,8.016,2012M10_3moAve,46
LAUCN530390000000003,CN5303900000000,53039,b53039,7.788,6.6,2013M09,2014M06_3moAve,2014M06_3moAve,66,8.788,2012M10_3moAve,46
LAUCN550050000000003,CN5500500000000,55005,b55005,5.828,4.6,2014M05,2014M07_3moAve,2014M07_3moAve,67,6.828,2012M10_3moAve,46
LAUCN550110000000003,CN5501100000000,55011,b55011,4.324,4.6,2014M10,#N/A,0,-24108,5.324,2012M10_3moAve,46
LAUCN550170000000003,CN5501700000000,55017,b55017,5.324,4.3,2013M10,2014M07_3moAve,2014M07_3moAve,67,6.324,2012M10_3moAve,46
LAUCN550310000000003,CN5503100000000,55031,b55031,5.128,4.6,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.128,2012M10_3moAve,46
LAUCN550370000000003,CN5503700000000,55037,b55037,5.94,5.6,2014M10,#N/A,0,-24108,6.94,2012M10_3moAve,46
LAUCN550390000000003,CN5503900000000,55039,b55039,4.776,4.1,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.776,2012M10_3moAve,46
LAUCN550450000000003,CN5504500000000,55045,b55045,4.696,3.6,2014M05,2014M07_3moAve,2014M07_3moAve,67,5.696,2012M10_3moAve,46
LAUCN550470000000003,CN5504700000000,55047,b55047,5.528,4.8,2014M08,2014M09_3moAve,2014M09_3moAve,69,6.528,2012M10_3moAve,46
LAUCN550490000000003,CN5504900000000,55049,b55049,4.588,3.7,2014M08,2014M09_3moAve,2014M09_3moAve,69,5.588,2012M10_3moAve,46
LAUCN550650000000003,CN5506500000000,55065,b55065,4.176,3.7,2014M05,2014M08_3moAve,2014M08_3moAve,68,5.176,2012M10_3moAve,46
LAUCN550830000000003,CN5508300000000,55083,b55083,6.264,4.6,2014M05,2014M07_3moAve,2014M07_3moAve,67,7.264,2012M10_3moAve,46
LAUCN550850000000003,CN5508500000000,55085,b55085,6.192,4.8,2014M07,2014M08_3moAve,2014M08_3moAve,68,7.192,2012M10_3moAve,46
LAUCN550950000000003,CN5509500000000,55095,b55095,6.076,4.4,2013M09,2013M10_3moAve,2013M10_3moAve,58,7.076,2012M10_3moAve,46
LAUCN551110000000003,CN5511100000000,55111,b55111,4.828,3.7,2014M05,2014M07_3moAve,2014M07_3moAve,67,5.828,2012M10_3moAve,46
LAUCN560430000000003,CN5604300000000,56043,b56043,3.508,3.6,#N/A,#N/A,0,-24108,4.508,2012M10_3moAve,46
LAUCN131650000000003,CN1316500000000,13165,b13165,12.112,9.4,2013M03,2013M05_3moAve,2013M05_3moAve,53,13.112,2012M11_3moAve,47
LAUCN170650000000003,CN1706500000000,17065,b17065,6.176,4.8,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.176,2012M11_3moAve,47
LAUCN200030000000003,CN2000300000000,20003,b20003,4.76,5.9,2013M12,2014M10_3moAve,2014M10_3moAve,70,5.76,2012M11_3moAve,47
LAUCN200370000000003,CN2003700000000,20037,b20037,5.1,6.2,2013M12,2014M11_3moAve,2014M11_3moAve,71,6.1,2012M11_3moAve,47
LAUCN201270000000003,CN2012700000000,20127,b20127,4.856,4.9,2013M09,2014M05_3moAve,2014M05_3moAve,65,5.856,2012M11_3moAve,47
LAUCN201490000000003,CN2014900000000,20149,b20149,3.436,4.6,2014M09,2014M11_3moAve,2014M11_3moAve,71,4.436,2012M11_3moAve,47
LAUCN201510000000003,CN2015100000000,20151,b20151,3.26,4.7,2013M11,2013M12_3moAve,2013M12_3moAve,60,4.26,2012M11_3moAve,47
LAUCN201550000000003,CN2015500000000,20155,b20155,4.18,5,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.18,2012M11_3moAve,47
LAUCN210310000000003,CN2103100000000,21031,b21031,7.072,5.8,2014M08,2014M09_3moAve,2014M09_3moAve,69,8.072,2012M11_3moAve,47
LAUCN210370000000003,CN2103700000000,21037,b21037,5.484,4.5,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.484,2012M11_3moAve,47
LAUCN210390000000003,CN2103900000000,21039,b21039,6.288,5.6,2013M12,2014M05_3moAve,2014M05_3moAve,65,7.288,2012M11_3moAve,47
LAUCN210870000000003,CN2108700000000,21087,b21087,6.884,5.5,2014M05,2014M06_3moAve,2014M06_3moAve,66,7.884,2012M11_3moAve,47
LAUCN211030000000003,CN2110300000000,21103,b21103,5.74,5.6,2014M08,2014M09_3moAve,2014M09_3moAve,69,6.74,2012M11_3moAve,47
LAUCN211650000000003,CN2116500000000,21165,b21165,9.152,8.5,2014M05,2014M07_3moAve,2014M07_3moAve,67,10.152,2012M11_3moAve,47
LAUCN211770000000003,CN2117700000000,21177,b21177,8.232,7.3,2013M11,2013M12_3moAve,2013M12_3moAve,60,9.232,2012M11_3moAve,47
LAUCN211790000000003,CN2117900000000,21179,b21179,6.488,5.7,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.488,2012M11_3moAve,47
LAUCN260430000000003,CN2604300000000,26043,b26043,6.404,5.5,2014M08,2014M09_3moAve,2014M09_3moAve,69,7.404,2012M11_3moAve,47
LAUCN260730000000003,CN2607300000000,26073,b26073,5.572,5.6,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.572,2012M11_3moAve,47
LAUCN260770000000003,CN2607700000000,26077,b26077,5.72,5,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.72,2012M11_3moAve,47
LAUCN261070000000003,CN2610700000000,26107,b26107,8,7.3,2014M04,2014M09_3moAve,2014M09_3moAve,69,9,2012M11_3moAve,47
LAUCN261110000000003,CN2611100000000,26111,b26111,5.808,5.2,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.808,2012M11_3moAve,47
LAUCN261290000000003,CN2612900000000,26129,b26129,8.796,7.6,2014M08,2014M09_3moAve,2014M09_3moAve,69,9.796,2012M11_3moAve,47
LAUCN280070000000003,CN2800700000000,28007,b28007,8.2,8.2,2015M03,2015M04_3moAve,2015M04_3moAve,76,9.2,2012M11_3moAve,47
LAUCN280890000000003,CN2808900000000,28089,b28089,4.856,4.9,2014M04,2014M12_3moAve,2014M12_3moAve,72,5.856,2012M11_3moAve,47
LAUCN290010000000003,CN2900100000000,29001,b29001,5.028,7.2,2009M04,2014M11_3moAve,2014M11_3moAve,71,6.028,2012M11_3moAve,47
LAUCN290050000000003,CN2900500000000,29005,b29005,4.552,5.9,2014M09,2014M11_3moAve,2014M11_3moAve,71,5.552,2012M11_3moAve,47
LAUCN290210000000003,CN2902100000000,29021,b29021,4.816,5.6,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.816,2012M11_3moAve,47
LAUCN290230000000003,CN2902300000000,29023,b29023,6.388,7.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,7.388,2012M11_3moAve,47
LAUCN290430000000003,CN2904300000000,29043,b29043,4.436,5,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.436,2012M11_3moAve,47
LAUCN290470000000003,CN2904700000000,29047,b29047,4.724,5,2014M10,2014M12_3moAve,2014M12_3moAve,72,5.724,2012M11_3moAve,47
LAUCN290490000000003,CN2904900000000,29049,b29049,5.528,5.7,2013M11,2014M10_3moAve,2014M10_3moAve,70,6.528,2012M11_3moAve,47
LAUCN290770000000003,CN2907700000000,29077,b29077,4.516,4.8,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.516,2012M11_3moAve,47
LAUCN290890000000003,CN2908900000000,29089,b29089,5.196,6.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.196,2012M11_3moAve,47
LAUCN290950000000003,CN2909500000000,29095,b29095,6.38,6.8,2014M10,2014M12_3moAve,2014M12_3moAve,72,7.38,2012M11_3moAve,47
LAUCN291070000000003,CN2910700000000,29107,b29107,5.616,5.5,2013M10,2013M11_3moAve,2013M11_3moAve,59,6.616,2012M11_3moAve,47
LAUCN291170000000003,CN2911700000000,29117,b29117,4.776,4.8,2013M10,2013M11_3moAve,2013M11_3moAve,59,5.776,2012M11_3moAve,47
LAUCN291230000000003,CN2912300000000,29123,b29123,5.896,7,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.896,2012M11_3moAve,47
LAUCN291250000000003,CN2912500000000,29125,b29125,5.7,6,2013M10,2013M11_3moAve,2013M11_3moAve,59,6.7,2012M11_3moAve,47
LAUCN291350000000003,CN2913500000000,29135,b29135,5.052,5.4,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.052,2012M11_3moAve,47
LAUCN291390000000003,CN2913900000000,29139,b29139,6.284,6.3,2013M10,2013M11_3moAve,2013M11_3moAve,59,7.284,2012M11_3moAve,47
LAUCN291470000000003,CN2914700000000,29147,b29147,3.972,6.7,#N/A,#N/A,0,-24108,4.972,2012M11_3moAve,47
LAUCN291610000000003,CN2916100000000,29161,b29161,5.392,6.6,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.392,2012M11_3moAve,47
LAUCN301110000000003,CN3011100000000,30111,b30111,3.22,3.2,2014M10,2015M05_3moAve,2015M05_3moAve,77,4.22,2012M11_3moAve,47
LAUCN390490000000003,CN3904900000000,39049,b39049,5.096,4.1,2014M04,2014M04_3moAve,2014M04_3moAve,64,6.096,2012M11_3moAve,47
LAUCN390910000000003,CN3909100000000,39091,b39091,5.476,4.1,2014M04,2014M04_3moAve,2014M04_3moAve,64,6.476,2012M11_3moAve,47
LAUCN390990000000003,CN3909900000000,39099,b39099,6.672,6,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.672,2012M11_3moAve,47
LAUCN391010000000003,CN3910100000000,39101,b39101,6.208,5.1,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.208,2012M11_3moAve,47
LAUCN391050000000003,CN3910500000000,39105,b39105,9.456,8.3,2014M04,2014M05_3moAve,2014M05_3moAve,65,10.456,2012M11_3moAve,47
LAUCN391130000000003,CN3911300000000,39113,b39113,6.808,5.1,2014M03,2014M04_3moAve,2014M04_3moAve,64,7.808,2012M11_3moAve,47
LAUCN391250000000003,CN3912500000000,39125,b39125,6.012,5,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.012,2012M11_3moAve,47
LAUCN391270000000003,CN3912700000000,39127,b39127,7.892,6.5,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.892,2012M11_3moAve,47
LAUCN391490000000003,CN3914900000000,39149,b39149,5.468,4.5,2014M04,2014M04_3moAve,2014M04_3moAve,64,6.468,2012M11_3moAve,47
LAUCN391530000000003,CN3915300000000,39153,b39153,5.756,4.9,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.756,2012M11_3moAve,47
LAUCN391650000000003,CN3916500000000,39165,b39165,5.024,4.2,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.024,2012M11_3moAve,47
LAUCN450650000000003,CN4506500000000,45065,b45065,10.336,7,2012M11,2013M05_3moAve,2013M05_3moAve,53,11.336,2012M11_3moAve,47
LAUCN460930000000003,CN4609300000000,46093,b46093,2.972,3.1,2014M07,2014M08_3moAve,2014M08_3moAve,68,3.972,2012M11_3moAve,47
LAUCN461010000000003,CN4610100000000,46101,b46101,3.976,4.6,2013M05,2013M11_3moAve,2013M11_3moAve,59,4.976,2012M11_3moAve,47
LAUCN471650000000003,CN4716500000000,47165,b47165,4.988,5.2,2013M12,2015M04_3moAve,2015M04_3moAve,76,5.988,2012M11_3moAve,47
LAUCN471890000000003,CN4718900000000,47189,b47189,4.844,5.1,2014M04,2015M04_3moAve,2015M04_3moAve,76,5.844,2012M11_3moAve,47
LAUCN480870000000003,CN4808700000000,48087,b48087,3.588,4.2,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.588,2012M11_3moAve,47
LAUCN482270000000003,CN4822700000000,48227,b48227,4.272,4.7,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.272,2012M11_3moAve,47
LAUCN482390000000003,CN4823900000000,48239,b48239,3.864,3.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,4.864,2012M11_3moAve,47
LAUCN482950000000003,CN4829500000000,48295,b48295,2.68,3.8,#N/A,#N/A,0,-24108,3.68,2012M11_3moAve,47
LAUCN483570000000003,CN4835700000000,48357,b48357,2.664,4,2014M11,2014M12_3moAve,2014M12_3moAve,72,3.664,2012M11_3moAve,47
LAUCN483890000000003,CN4838900000000,48389,b48389,5.428,4.8,2013M11,2013M12_3moAve,2013M12_3moAve,60,6.428,2012M11_3moAve,47
LAUCN484790000000003,CN4847900000000,48479,b48479,4.96,5,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.96,2012M11_3moAve,47
LAUCN484930000000003,CN4849300000000,48493,b48493,4.3,4,2014M04,2014M04_3moAve,2014M04_3moAve,64,5.3,2012M11_3moAve,47
LAUCN490230000000003,CN4902300000000,49023,b49023,4.244,3.9,2013M10,2013M11_3moAve,2013M11_3moAve,59,5.244,2012M11_3moAve,47
LAUCN511430000000003,CN5114300000000,51143,b51143,6.144,5.8,2013M12,2014M10_3moAve,2014M10_3moAve,70,7.144,2012M11_3moAve,47
LAUCN511550000000003,CN5115500000000,51155,b51155,5.928,5.5,2013M11,2014M05_3moAve,2014M05_3moAve,65,6.928,2012M11_3moAve,47
LAUCN540170000000003,CN5401700000000,54017,b54017,4.896,6.1,2013M05,2013M10_3moAve,2013M10_3moAve,58,5.896,2012M11_3moAve,47
LAUCN550230000000003,CN5502300000000,55023,b55023,5.696,5.1,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.696,2012M11_3moAve,47
LAUCN550250000000003,CN5502500000000,55025,b55025,3.452,3.2,2014M09,2014M10_3moAve,2014M10_3moAve,70,4.452,2012M11_3moAve,47
LAUCN550330000000003,CN5503300000000,55033,b55033,4.46,4.5,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.46,2012M11_3moAve,47
LAUCN550350000000003,CN5503500000000,55035,b55035,4.172,4,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.172,2012M11_3moAve,47
LAUCN550550000000003,CN5505500000000,55055,b55055,4.876,4.2,2014M08,2014M09_3moAve,2014M09_3moAve,69,5.876,2012M11_3moAve,47
LAUCN550610000000003,CN5506100000000,55061,b55061,4.54,3.8,2014M09,2014M09_3moAve,2014M09_3moAve,69,5.54,2012M11_3moAve,47
LAUCN550630000000003,CN5506300000000,55063,b55063,3.928,4,2014M09,2014M10_3moAve,2014M10_3moAve,70,4.928,2012M11_3moAve,47
LAUCN550750000000003,CN5507500000000,55075,b55075,6.192,5.6,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.192,2012M11_3moAve,47
LAUCN550870000000003,CN5508700000000,55087,b55087,4.652,3.9,2014M08,2014M09_3moAve,2014M09_3moAve,69,5.652,2012M11_3moAve,47
LAUCN550890000000003,CN5508900000000,55089,b55089,3.836,3.8,2014M09,2014M11_3moAve,2014M11_3moAve,71,4.836,2012M11_3moAve,47
LAUCN551310000000003,CN5513100000000,55131,b55131,4.34,3.8,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.34,2012M11_3moAve,47
LAUCN551410000000003,CN5514100000000,55141,b55141,5.376,5.4,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.376,2012M11_3moAve,47
LAUCN720350000000003,CN7203500000000,72035,b72035,13.576,10.3,2011M12,2013M03_3moAve,2013M03_3moAve,51,14.576,2012M11_3moAve,47
LAUCN720410000000003,CN7204100000000,72041,b72041,12.692,9.4,2013M03,2013M04_3moAve,2013M04_3moAve,52,13.692,2012M11_3moAve,47
LAUCN721350000000003,CN7213500000000,72135,b72135,8.648,8,2013M03,2013M04_3moAve,2013M04_3moAve,52,9.648,2012M11_3moAve,47
LAUCN721370000000003,CN7213700000000,72137,b72137,9.372,8.5,2012M11,2015M01_3moAve,2015M01_3moAve,73,10.372,2012M11_3moAve,47
LAUCN050870000000003,CN0508700000000,05087,b05087,4.236,4.4,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.236,2012M12_3moAve,48
LAUCN200590000000003,CN2005900000000,20059,b20059,5.344,5.7,2013M11,2013M11_3moAve,2013M11_3moAve,59,6.344,2012M12_3moAve,48
LAUCN201150000000003,CN2011500000000,20115,b20115,3.684,4.8,2014M12,2015M04_3moAve,2015M04_3moAve,76,4.684,2012M12_3moAve,48
LAUCN201430000000003,CN2014300000000,20143,b20143,3.732,4.5,2013M11,2014M11_3moAve,2014M11_3moAve,71,4.732,2012M12_3moAve,48
LAUCN210730000000003,CN2107300000000,21073,b21073,5.132,4.8,2014M08,2014M09_3moAve,2014M09_3moAve,69,6.132,2012M12_3moAve,48
LAUCN211510000000003,CN2115100000000,21151,b21151,5.088,4.7,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.088,2012M12_3moAve,48
LAUCN481510000000003,CN4815100000000,48151,b48151,3.832,4.1,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.832,2012M12_3moAve,48
LAUCN481850000000003,CN4818500000000,48185,b48185,4.824,5.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,5.824,2012M12_3moAve,48
LAUCN482670000000003,CN4826700000000,48267,b48267,3.5,3.7,2014M11,2014M12_3moAve,2014M12_3moAve,72,4.5,2012M12_3moAve,48
LAUCN483750000000003,CN4837500000000,48375,b48375,3.888,3.6,2014M04,2014M10_3moAve,2014M10_3moAve,70,4.888,2012M12_3moAve,48
LAUCN484510000000003,CN4845100000000,48451,b48451,3.856,4.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.856,2012M12_3moAve,48
LAUCN500210000000003,CN5002100000000,50021,b50021,4.908,4.4,2013M10,2013M11_3moAve,2013M11_3moAve,59,5.908,2012M12_3moAve,48
LAUCN510130000000003,CN5101300000000,51013,b51013,2.188,2.9,#N/A,#N/A,0,-24108,3.188,2012M12_3moAve,48
LAUCN515400000000003,CN5154000000000,51540,b51540,3.468,4.2,#N/A,#N/A,0,-24108,4.468,2012M12_3moAve,48
LAUCN720210000000003,CN7202100000000,72021,b72021,9.452,8.8,2013M04,2013M04_3moAve,2013M04_3moAve,52,10.452,2012M12_3moAve,48
LAUCN720310000000003,CN7203100000000,72031,b72031,8.948,8.2,2013M03,2013M04_3moAve,2013M04_3moAve,52,9.948,2012M12_3moAve,48
LAUCN311730000000003,CN3117300000000,31173,b31173,6.628,6.8,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.628,2013M01_3moAve,49
LAUCN720250000000003,CN7202500000000,72025,b72025,11.348,9.8,2013M04,2013M05_3moAve,2013M05_3moAve,53,12.348,2013M02_3moAve,50
LAUCN120350000000003,CN1203500000000,12035,b12035,8.192,6.5,2013M04,2013M11_3moAve,2013M11_3moAve,59,9.192,2013M03_3moAve,51
LAUCN120510000000003,CN1205100000000,12051,b12051,9.3,12.7,2014M03,2014M03_3moAve,2014M03_3moAve,63,10.3,2013M03_3moAve,51
LAUCN132710000000003,CN1327100000000,13271,b13271,9.268,9.2,2013M03,2013M04_3moAve,2013M04_3moAve,52,10.268,2013M03_3moAve,51
LAUCN482610000000003,CN4826100000000,48261,b48261,3.088,2.5,2014M05,2014M06_3moAve,2014M06_3moAve,66,4.088,2013M03_3moAve,51
LAUCN011130000000003,CN0111300000000,01113,b01113,6.98,6.6,2013M04,2013M11_3moAve,2013M11_3moAve,59,7.98,2013M04_3moAve,52
LAUCN060750000000003,CN0607500000000,06075,b06075,4.728,3.8,2013M12,2014M04_3moAve,2014M04_3moAve,64,5.728,2013M04_3moAve,52
LAUCN120210000000003,CN1202100000000,12021,b12021,5.74,5.9,2014M03,2014M04_3moAve,2014M04_3moAve,64,6.74,2013M04_3moAve,52
LAUCN120430000000003,CN1204300000000,12043,b12043,5.888,8,2015M04,#N/A,0,-24108,6.888,2013M04_3moAve,52
LAUCN120710000000003,CN1207100000000,12071,b12071,6.476,5.5,2013M12,2014M01_3moAve,2014M01_3moAve,61,7.476,2013M04_3moAve,52
LAUCN280030000000003,CN2800300000000,28003,b28003,7.204,5.8,2013M11,2014M04_3moAve,2014M04_3moAve,64,8.204,2013M04_3moAve,52
LAUCN281410000000003,CN2814100000000,28141,b28141,8.324,6.8,2013M04,2014M04_3moAve,2014M04_3moAve,64,9.324,2013M04_3moAve,52
LAUCN281450000000003,CN2814500000000,28145,b28145,6.508,5,2013M12,2014M04_3moAve,2014M04_3moAve,64,7.508,2013M04_3moAve,52
LAUCN400570000000003,CN4005700000000,40057,b40057,3.404,3.3,2014M12,2015M05_3moAve,2015M05_3moAve,77,4.404,2013M04_3moAve,52
LAUCN450730000000003,CN4507300000000,45073,b45073,7.064,6.2,2013M11,2013M12_3moAve,2013M12_3moAve,60,8.064,2013M04_3moAve,52
LAUCN483070000000003,CN4830700000000,48307,b48307,3.852,5.2,2014M11,2014M11_3moAve,2014M11_3moAve,71,4.852,2013M04_3moAve,52
LAUCN720190000000003,CN7201900000000,72019,b72019,13.392,13.1,2014M12,2015M01_3moAve,2015M01_3moAve,73,14.392,2013M04_3moAve,52
LAUCN720470000000003,CN7204700000000,72047,b72047,13.128,13.8,2013M04,2015M02_3moAve,2015M02_3moAve,74,14.128,2013M04_3moAve,52
LAUCN721430000000003,CN7214300000000,72143,b72143,12.016,11,2014M12,2015M01_3moAve,2015M01_3moAve,73,13.016,2013M04_3moAve,52
LAUCN010670000000003,CN0106700000000,01067,b01067,6.488,7.3,2014M10,2014M12_3moAve,2014M12_3moAve,72,7.488,2013M05_3moAve,53
LAUCN010930000000003,CN0109300000000,01093,b01093,6.552,7.8,2014M12,#N/A,0,-24108,7.552,2013M05_3moAve,53
LAUCN011110000000003,CN0111100000000,01111,b01111,6.16,6.6,2014M10,2014M11_3moAve,2014M11_3moAve,71,7.16,2013M05_3moAve,53
LAUCN011190000000003,CN0111900000000,01119,b01119,7.596,9.3,2014M11,2014M12_3moAve,2014M12_3moAve,72,8.596,2013M05_3moAve,53
LAUCN060410000000003,CN0604100000000,06041,b06041,4.164,3.7,2014M04,2014M06_3moAve,2014M06_3moAve,66,5.164,2013M05_3moAve,53
LAUCN060810000000003,CN0608100000000,06081,b06081,4.328,3.6,2014M04,2014M05_3moAve,2014M05_3moAve,65,5.328,2013M05_3moAve,53
LAUCN080250000000003,CN0802500000000,08025,b08025,6.776,4.6,2013M08,2013M10_3moAve,2013M10_3moAve,58,7.776,2013M05_3moAve,53
LAUCN120490000000003,CN1204900000000,12049,b12049,5.716,9.2,#N/A,#N/A,0,-24108,6.716,2013M05_3moAve,53
